piezometer_id,cluster_id,window_months,date,rolling_groundwater_level,SGI_normal_score
II/1065/1,3,3,2003-09-01,78.05666666666667,2.128045234184983
II/1065/1,3,3,2003-10-01,78.12333333333333,2.128045234184983
II/1065/1,3,3,2003-11-01,78.16000000000001,2.128045234184983
II/1065/1,3,3,2003-12-01,78.15333333333334,2.128045234184983
II/1065/1,3,3,2004-01-01,78.16,2.1143807715275598
II/1065/1,3,3,2004-02-01,78.15666666666667,2.1143807715275598
II/1065/1,3,3,2004-03-01,78.16,2.100165492844469
II/1065/1,3,3,2004-04-01,78.16,2.0853555660318293
II/1065/1,3,3,2004-05-01,78.12333333333333,2.069901830895051
II/1065/1,3,3,2004-06-01,77.91666666666667,1.6283614067169068
II/1065/1,3,3,2004-07-01,77.67666666666666,1.3644887481703287
II/1065/1,3,3,2004-08-01,77.47333333333334,1.191816171681394
II/1065/1,3,3,2004-09-01,77.44,1.382994127100638
II/1065/1,3,3,2004-10-01,77.44666666666666,1.382994127100638
II/1065/1,3,3,2004-11-01,77.37333333333332,1.0364333894937898
II/1065/1,3,3,2004-12-01,77.19666666666667,0.9027347916438648
II/1065/1,3,3,2005-01-01,77.01333333333334,0.87916771844457
II/1065/1,3,3,2005-02-01,76.91,0.7582925569911514
II/1065/1,3,3,2005-03-01,76.91666666666667,0.7318080838596178
II/1065/1,3,3,2005-04-01,76.96666666666667,0.7039217888285135
II/1065/1,3,3,2005-05-01,77.0,0.6744897501960817
II/1065/1,3,3,2005-06-01,76.99666666666667,0.647603582924978
II/1065/1,3,3,2005-07-01,76.93666666666667,0.5443409149356104
II/1065/1,3,3,2005-08-01,76.89333333333333,0.47704042848944356
II/1065/1,3,3,2005-09-01,76.82333333333332,0.38532046640756773
II/1065/1,3,3,2005-10-01,76.72999999999999,0.04178929781645395
II/1065/1,3,3,2005-11-01,76.64333333333333,0.04178929781645395
II/1065/1,3,3,2005-12-01,76.63666666666667,0.12566134685507416
II/1065/1,3,3,2006-01-01,76.70666666666666,0.08654336791501585
II/1065/1,3,3,2006-02-01,76.76,0.26228276539162176
II/1065/1,3,3,2006-03-01,76.77333333333333,0.18001236979270496
II/1065/1,3,3,2006-04-01,76.75,0.38032564176363115
II/1065/1,3,3,2006-08-01,76.47666666666667,-0.47704042848944356
II/1065/1,3,3,2006-09-01,76.48,-0.38532046640756773
II/1065/1,3,3,2006-10-01,76.46333333333332,-0.5729675484954635
II/1065/1,3,3,2006-11-01,76.43666666666667,-0.5729675484954635
II/1065/1,3,3,2006-12-01,76.41,-0.5244005127080409
II/1065/1,3,3,2007-01-01,76.38333333333333,-0.446588204506179
II/1065/1,3,3,2007-02-01,76.36333333333333,-0.5443409149356105
II/1065/1,3,3,2007-03-01,76.36,-0.7318080838596176
II/1065/1,3,3,2007-04-01,76.35333333333334,-1.1281436452787637
II/1065/1,3,3,2007-05-01,76.35666666666667,-1.1048357439621106
II/1065/1,3,3,2007-06-01,76.33666666666666,-1.0144987457841006
II/1065/1,3,3,2007-07-01,76.32000000000001,-0.8791677184445701
II/1065/1,3,3,2007-08-01,76.30666666666667,-0.6744897501960817
II/1065/1,3,3,2007-09-01,76.31,-0.6744897501960817
II/1065/1,3,3,2007-10-01,76.31333333333333,-0.6744897501960817
II/1065/1,3,3,2007-11-01,76.32,-0.6744897501960817
II/1065/1,3,3,2007-12-01,76.30666666666666,-0.6744897501960817
II/1065/1,3,3,2008-01-01,76.36333333333333,-0.5443409149356105
II/1065/1,3,3,2008-02-01,76.46999999999998,-0.26228276539162176
II/1065/1,3,3,2008-03-01,76.59666666666666,-0.31863936396437514
II/1065/1,3,3,2008-04-01,76.68666666666667,-0.28221614706250814
II/1065/1,3,3,2008-05-01,76.79666666666667,0.34410246288301555
II/1065/1,3,3,2008-06-01,76.93333333333334,0.446588204506179
II/1065/1,3,3,2008-07-01,76.82666666666667,0.26228276539162176
II/1065/1,3,3,2008-08-01,76.72666666666667,0.04178929781645395
II/1065/1,3,3,2008-09-01,76.63333333333334,-0.0417892978164538
II/1065/1,3,3,2008-10-01,76.77666666666667,0.21042839424792484
II/1065/1,3,3,2008-11-01,76.80666666666667,0.38532046640756773
II/1065/1,3,3,2008-12-01,76.85000000000001,0.38532046640756773
II/1065/1,3,3,2009-01-01,76.85666666666667,0.3529339861269166
II/1065/1,3,3,2009-02-01,76.85000000000001,0.446588204506179
II/1065/1,3,3,2009-03-01,76.77333333333333,0.18001236979270496
II/1065/1,3,3,2009-04-01,76.74000000000001,0.28221614706250825
II/1065/1,3,3,2009-05-01,76.75666666666667,0.24340417781063114
II/1065/1,3,3,2009-06-01,76.77,0.1737410619117729
II/1065/1,3,3,2009-07-01,76.69666666666667,-0.08654336791501599
II/1065/1,3,3,2009-08-01,76.63000000000001,-0.12566134685507402
II/1065/1,3,3,2009-09-01,76.60333333333334,-0.12566134685507402
II/1065/1,3,3,2009-10-01,76.55,-0.2104283942479247
II/1065/1,3,3,2009-11-01,76.48,-0.38532046640756773
II/1065/1,3,3,2009-12-01,76.41,-0.5244005127080409
II/1065/1,3,3,2010-01-01,76.41666666666667,-0.35293398612691645
II/1065/1,3,3,2010-02-01,76.43,-0.35293398612691645
II/1065/1,3,3,2010-03-01,76.40333333333335,-0.5141561007445341
II/1065/1,3,3,2010-04-01,76.43,-0.967421566101701
II/1065/1,3,3,2010-05-01,76.5,-0.80109452928195
II/1065/1,3,3,2010-06-01,76.58999999999999,-0.6476035829249777
II/1065/1,3,3,2010-07-01,76.60000000000001,-0.446588204506179
II/1065/1,3,3,2010-08-01,76.51333333333334,-0.38532046640756773
II/1065/1,3,3,2010-09-01,76.46333333333335,-0.47704042848944356
II/1065/1,3,3,2010-10-01,76.47666666666667,-0.47704042848944356
II/1065/1,3,3,2010-11-01,76.54,-0.12566134685507402
II/1065/1,3,3,2010-12-01,76.54333333333334,-0.0417892978164538
II/1065/1,3,3,2011-01-01,76.45,-0.26228276539162176
II/1065/1,3,3,2011-02-01,76.38,-0.446588204506179
II/1065/1,3,3,2011-06-01,76.64,-0.35293398612691645
II/1065/1,3,3,2011-07-01,76.66333333333334,-0.26228276539162176
II/1065/1,3,3,2011-08-01,76.69666666666667,-0.0417892978164538
II/1065/1,3,3,2011-09-01,76.76333333333334,0.21042839424792484
II/1065/1,3,3,2011-10-01,76.81666666666666,0.38532046640756773
II/1065/1,3,3,2011-11-01,76.86,0.47704042848944356
II/1065/1,3,3,2011-12-01,76.87666666666667,0.47704042848944356
II/1065/1,3,3,2012-01-01,76.90333333333332,0.5443409149356104
II/1065/1,3,3,2012-02-01,76.85666666666667,0.5443409149356104
II/1065/1,3,3,2012-03-01,76.8,0.31863936396437514
II/1065/1,3,3,2012-04-01,76.73666666666666,0.09297184856107389
II/1065/1,3,3,2012-05-01,76.73666666666666,0.048223073555922244
II/1065/1,3,3,2012-06-01,76.72666666666666,-0.08654336791501599
II/1065/1,3,3,2012-07-01,76.75,0.08654336791501585
II/1065/1,3,3,2012-08-01,76.76,0.21042839424792484
II/1065/1,3,3,2012-09-01,76.79,0.29673783825989813
II/1065/1,3,3,2012-10-01,76.79333333333334,0.29673783825989813
II/1065/1,3,3,2012-11-01,76.77666666666666,0.29673783825989813
II/1065/1,3,3,2012-12-01,76.76333333333332,0.29673783825989813
II/1065/1,3,3,2013-01-01,76.74333333333333,0.26228276539162176
II/1065/1,3,3,2013-02-01,76.73666666666666,0.1737410619117729
II/1065/1,3,3,2013-03-01,76.72666666666667,-0.13468979400891956
II/1065/1,3,3,2013-04-01,76.73,0.0
II/1065/1,3,3,2013-05-01,76.71999999999998,-0.14512094121077412
II/1065/1,3,3,2013-06-01,76.71,-0.26228276539162176
II/1065/1,3,3,2013-07-01,76.72333333333334,0.0
II/1065/1,3,3,2013-08-01,76.74,0.12566134685507416
II/1065/1,3,3,2013-09-01,76.74666666666667,0.12566134685507416
II/1065/1,3,3,2013-10-01,76.74000000000001,0.12566134685507416
II/1065/1,3,3,2013-11-01,76.73666666666666,0.21042839424792484
II/1065/1,3,3,2013-12-01,76.73,0.21042839424792484
II/1065/1,3,3,2014-01-01,76.73,0.1737410619117729
II/1065/1,3,3,2014-02-01,76.73,0.08654336791501585
II/1065/1,3,3,2014-03-01,76.81,0.4144133296000765
II/1065/1,3,3,2014-04-01,76.88,0.5894557978497783
II/1065/1,3,3,2014-05-01,76.94666666666667,0.5578847628395989
II/1065/1,3,3,2014-06-01,76.94999999999999,0.5443409149356104
II/1065/1,3,3,2014-07-01,76.95333333333332,0.647603582924978
II/1065/1,3,3,2014-08-01,76.88,0.38532046640756773
II/1065/1,3,3,2014-09-01,76.72666666666667,0.04178929781645395
II/1065/1,3,3,2014-10-01,76.57,-0.12566134685507402
II/1065/1,3,3,2014-11-01,76.52333333333333,-0.2104283942479247
II/1065/1,3,3,2014-12-01,76.52999999999999,-0.12566134685507402
II/1065/1,3,3,2015-01-01,76.58333333333333,-0.08654336791501599
II/1065/1,3,3,2015-02-01,76.62,-0.1737410619117729
II/1065/1,3,3,2015-03-01,76.68,-0.22570795386015938
II/1065/1,3,3,2015-04-01,76.69,-0.1867561210637371
II/1065/1,3,3,2015-05-01,76.71333333333332,-0.24340417781063114
II/1065/1,3,3,2015-06-01,76.73333333333333,0.0
II/1065/1,3,3,2015-07-01,76.75333333333333,0.1737410619117729
II/1065/1,3,3,2015-08-01,76.79,0.29673783825989813
II/1065/1,3,3,2015-09-01,76.83,0.47704042848944356
II/1065/1,3,3,2015-10-01,76.86333333333333,0.47704042848944356
II/1065/1,3,3,2015-11-01,76.70666666666666,0.12566134685507416
II/1065/1,3,3,2015-12-01,76.44333333333334,-0.29673783825989797
II/1065/1,3,3,2016-01-01,76.30333333333334,-0.6476035829249777
II/1065/1,3,3,2016-02-01,76.33666666666666,-0.6476035829249777
II/1065/1,3,3,2016-03-01,76.48333333333333,-0.4144133296000765
II/1065/1,3,3,2016-04-01,76.51,-0.48224821483792313
II/1065/1,3,3,2016-05-01,76.56666666666666,-0.5578847628395989
II/1065/1,3,3,2016-06-01,76.60333333333334,-0.5443409149356105
II/1065/1,3,3,2016-07-01,76.52666666666666,-0.5443409149356105
II/1065/1,3,3,2016-08-01,76.42,-0.5729675484954635
II/1065/1,3,3,2016-09-01,76.43666666666667,-0.5729675484954635
II/1065/1,3,3,2016-10-01,76.50333333333333,-0.3406948270877956
II/1065/1,3,3,2016-11-01,76.47333333333334,-0.47704042848944356
II/1065/1,3,3,2016-12-01,76.29666666666667,-0.7835003753897741
II/1065/1,3,3,2017-01-01,76.22666666666667,-0.7582925569911514
II/1065/1,3,3,2017-02-01,76.26,-0.8791677184445701
II/1065/1,3,3,2017-03-01,76.31,-1.1503493803760079
II/1065/1,3,3,2017-04-01,76.29666666666667,-1.3249576888929775
II/1065/1,3,3,2017-05-01,76.26,-1.3037826721034866
II/1065/1,3,3,2017-06-01,76.27,-1.3644887481703285
II/1065/1,3,3,2017-07-01,76.29,-1.0144987457841006
II/1065/1,3,3,2017-08-01,76.29,-0.7835003753897741
II/1065/1,3,3,2017-09-01,76.25,-0.7835003753897741
II/1065/1,3,3,2017-10-01,76.21666666666667,-0.7835003753897741
II/1065/1,3,3,2017-11-01,76.19666666666667,-0.9027347916438648
II/1065/1,3,3,2017-12-01,76.19666666666667,-0.9027347916438648
II/1065/1,3,3,2018-01-01,76.22,-0.8791677184445701
II/1065/1,3,3,2018-02-01,76.28,-0.7582925569911514
II/1065/1,3,3,2018-03-01,76.32666666666667,-0.8544473986959894
II/1065/1,3,3,2018-04-01,76.47000000000001,-0.8284646485811346
II/1065/1,3,3,2018-05-01,76.64666666666668,-0.4484254833059347
II/1065/1,3,3,2018-06-01,76.63333333333334,-0.446588204506179
II/1065/1,3,3,2018-07-01,76.38,-0.7582925569911514
II/1065/1,3,3,2018-08-01,76.05,-0.9027347916438648
II/1065/1,3,3,2018-09-01,75.90666666666665,-1.0364333894937898
II/1065/1,3,3,2018-10-01,75.88666666666667,-1.0364333894937898
II/1065/1,3,3,2018-11-01,75.88333333333334,-1.1918161716813946
II/1065/1,3,3,2018-12-01,75.92333333333333,-1.1918161716813946
II/1065/1,3,3,2019-01-01,75.96666666666668,-1.3644887481703285
II/1065/1,3,3,2019-02-01,75.96333333333332,-1.6283614067169068
II/1065/1,3,3,2019-03-01,75.92,-1.6111691623526774
II/1065/1,3,3,2019-04-01,75.97666666666666,-1.5932188180230507
II/1065/1,3,3,2019-05-01,76.14,-1.5744449652170427
II/1065/1,3,3,2019-06-01,76.34333333333332,-0.8791677184445701
II/1065/1,3,3,2019-07-01,76.44666666666667,-0.6476035829249777
II/1065/1,3,3,2019-08-01,76.01333333333332,-1.0364333894937898
II/1065/1,3,3,2019-09-01,75.60000000000001,-1.1918161716813946
II/1065/1,3,3,2019-10-01,75.27,-1.6448536269514729
II/1065/1,3,3,2019-11-01,75.41666666666667,-1.6448536269514729
II/1065/1,3,3,2019-12-01,75.56,-1.6448536269514729
II/1065/1,3,3,2020-01-01,75.67,-1.6283614067169068
II/1065/1,3,3,2020-02-01,75.76666666666667,-2.11438077152756
II/1065/1,3,3,2020-03-01,75.86666666666667,-2.1001654928444697
II/1065/1,3,3,2020-04-01,75.81666666666668,-2.085355566031829
II/1065/1,3,3,2020-05-01,75.56666666666666,-2.0699018308950516
II/1065/1,3,3,2020-06-01,75.32,-2.11438077152756
II/1065/1,3,3,2020-07-01,75.19666666666667,-2.11438077152756
II/1065/1,3,3,2020-08-01,75.20666666666666,-2.128045234184984
II/1065/1,3,3,2020-09-01,75.27333333333333,-1.6448536269514729
II/1065/1,3,3,2020-10-01,75.39333333333333,-1.382994127100638
II/1065/1,3,3,2020-11-01,75.67666666666666,-1.382994127100638
II/1065/1,3,3,2020-12-01,75.88666666666667,-1.382994127100638
II/1065/1,3,3,2021-01-01,76.07666666666667,-1.0144987457841006
II/1065/1,3,3,2021-02-01,76.22666666666667,-1.0144987457841006
II/1065/1,3,3,2021-03-01,76.36666666666667,-0.6193067695087762
II/1065/1,3,3,2021-04-01,76.47666666666667,-0.7039217888285135
II/1065/1,3,3,2021-05-01,76.49666666666667,-0.9420757749957762
II/1065/1,3,3,2021-06-01,76.32666666666667,-1.171546171302762
II/1065/1,3,3,2021-07-01,76.06,-1.3644887481703285
II/1065/1,3,3,2021-08-01,75.88000000000001,-1.1918161716813946
II/1065/1,3,3,2021-09-01,75.94666666666667,-0.9027347916438648
II/1065/1,3,3,2021-10-01,76.13666666666667,-0.9027347916438648
II/1065/1,3,3,2021-11-01,76.30666666666667,-0.7835003753897741
II/1065/1,3,3,2021-12-01,76.43,-0.38532046640756773
II/1065/1,3,3,2022-01-01,76.57,-0.1737410619117729
II/1065/1,3,3,2022-02-01,76.69333333333333,0.0
II/1065/1,3,3,2022-03-01,76.74666666666667,-0.04477617669551624
II/1065/1,3,3,2022-04-01,76.74,0.1867561210637371
II/1065/1,3,3,2022-05-01,76.64999999999999,-0.34410246288301566
II/1065/1,3,3,2022-06-01,76.49000000000001,-0.7582925569911514
II/1065/1,3,3,2022-07-01,76.11333333333333,-1.171546171302762
II/1065/1,3,3,2022-08-01,75.71333333333332,-1.382994127100638
II/1065/1,3,3,2022-09-01,75.56666666666666,-1.382994127100638
II/1065/1,3,3,2022-10-01,75.68666666666667,-1.1918161716813946
II/1065/1,3,3,2022-11-01,75.89,-1.0364333894937898
II/1065/1,3,3,2022-12-01,75.98333333333333,-1.0364333894937898
II/1065/1,3,3,2023-01-01,76.02,-1.171546171302762
II/1065/1,3,3,2023-02-01,76.14666666666666,-1.171546171302762
II/1065/1,3,3,2023-03-01,76.28,-1.3451666341766395
II/1065/1,3,3,2023-04-01,76.48666666666666,-0.5894557978497783
II/1065/1,3,3,2023-05-01,76.51333333333334,-0.6744897501960817
II/1065/1,3,3,2023-06-01,76.22666666666667,-1.6283614067169068
II/1065/1,3,3,2023-07-01,75.76,-1.6283614067169068
II/1065/1,3,3,2023-08-01,75.33666666666666,-1.6448536269514729
II/1065/1,3,3,2023-09-01,75.14666666666666,-2.128045234184984
II/1065/1,3,3,2023-10-01,75.06666666666668,-2.128045234184984
II/1065/1,3,3,2023-11-01,75.06333333333333,-2.128045234184984
II/1065/1,3,3,2023-12-01,75.25,-2.128045234184984
II/1065/1,3,3,2024-01-01,75.55,-2.11438077152756
II/1065/1,3,3,2024-02-01,75.97333333333333,-1.3644887481703285
II/1065/1,3,3,2024-03-01,76.32333333333334,-0.9915264746773306
II/1065/1,3,6,1994-09-01,76.895,0.446588204506179
II/1065/1,3,6,1994-10-01,77.15166666666666,0.87916771844457
II/1065/1,3,6,1994-11-01,77.17,0.9027347916438648
II/1065/1,3,6,1994-12-01,77.19,0.9027347916438648
II/1065/1,3,6,1995-09-01,77.32333333333332,1.0144987457841006
II/1065/1,3,6,1995-10-01,77.00666666666666,0.647603582924978
II/1065/1,3,6,1995-11-01,76.98666666666666,0.6744897501960817
II/1065/1,3,6,1995-12-01,76.95,0.6744897501960817
II/1065/1,3,6,1996-01-01,76.93666666666667,0.7582925569911514
II/1065/1,3,6,1996-02-01,76.935,0.87916771844457
II/1065/1,3,6,1996-03-01,76.92,0.8544473986959894
II/1065/1,3,6,1996-04-01,76.89666666666666,0.5894557978497783
II/1065/1,3,6,1996-05-01,76.87666666666667,0.44842548330593485
II/1065/1,3,6,1996-06-01,76.87333333333335,0.34410246288301555
II/1065/1,3,6,1996-07-01,76.87833333333334,0.44842548330593485
II/1065/1,3,6,1996-08-01,76.90166666666667,0.44842548330593485
II/1065/1,3,6,1996-09-01,76.94833333333334,0.647603582924978
II/1065/1,3,6,1996-10-01,76.98,0.5443409149356104
II/1065/1,3,6,1996-11-01,76.99166666666666,0.7835003753897741
II/1065/1,3,6,1996-12-01,76.995,0.7835003753897741
II/1065/1,3,6,1997-01-01,76.97166666666668,0.87916771844457
II/1065/1,3,6,1997-02-01,76.925,0.7582925569911514
II/1065/1,3,6,1997-03-01,76.86166666666666,0.514156100744534
II/1065/1,3,6,1997-04-01,76.815,0.28221614706250825
II/1065/1,3,6,1997-05-01,76.77666666666666,0.048223073555922244
II/1065/1,3,6,1997-06-01,76.73166666666667,-0.04822307355592209
II/1065/1,3,6,1997-07-01,76.69,-0.14512094121077412
II/1065/1,3,6,1997-08-01,76.65833333333332,-0.24340417781063114
II/1065/1,3,6,1997-09-01,76.62666666666667,-0.35293398612691645
II/1065/1,3,6,1997-10-01,76.58333333333333,-0.35293398612691645
II/1065/1,3,6,1997-11-01,76.54333333333334,-0.29673783825989797
II/1065/1,3,6,1997-12-01,76.52833333333334,-0.2104283942479247
II/1065/1,3,6,1998-01-01,76.83666666666666,0.446588204506179
II/1065/1,3,6,1998-02-01,76.845,0.446588204506179
II/1065/1,3,6,1998-03-01,76.87166666666667,0.619306769508776
II/1065/1,3,6,1998-04-01,76.92,0.7039217888285135
II/1065/1,3,6,1998-05-01,76.96999999999998,0.6744897501960817
II/1065/1,3,6,1998-06-01,76.98333333333333,0.6744897501960817
II/1065/1,3,6,1998-07-01,76.67500000000001,-0.24340417781063114
II/1065/1,3,6,1998-08-01,76.685,-0.14512094121077412
II/1065/1,3,6,1998-09-01,76.67,-0.26228276539162176
II/1065/1,3,6,1998-10-01,76.645,-0.1737410619117729
II/1065/1,3,6,1998-11-01,76.62166666666666,-0.12566134685507402
II/1065/1,3,6,1998-12-01,76.61166666666666,-0.12566134685507402
II/1065/1,3,6,1999-01-01,76.60833333333332,0.0
II/1065/1,3,6,1999-02-01,76.62333333333332,0.0
II/1065/1,3,6,1999-03-01,76.72833333333332,0.04477617669551638
II/1065/1,3,6,1999-04-01,76.87499999999999,0.4822482148379233
II/1065/1,3,6,1999-05-01,77.05666666666666,0.9420757749957758
II/1065/1,3,6,1999-06-01,77.25,0.9420757749957758
II/1065/1,3,6,1999-07-01,77.405,1.1048357439621106
II/1065/1,3,6,1999-08-01,77.52666666666666,1.1048357439621106
II/1065/1,3,6,1999-09-01,77.54333333333334,1.171546171302762
II/1065/1,3,6,1999-10-01,77.51166666666667,1.171546171302762
II/1065/1,3,6,1999-11-01,77.43833333333333,1.382994127100638
II/1065/1,3,6,1999-12-01,77.35000000000001,1.191816171681394
II/1065/1,3,6,2000-01-01,77.305,1.171546171302762
II/1065/1,3,6,2000-02-01,77.27833333333335,1.171546171302762
II/1065/1,3,6,2000-03-01,77.27333333333333,1.1503493803760079
II/1065/1,3,6,2000-04-01,77.28333333333332,1.1281436452787637
II/1065/1,3,6,2000-05-01,77.27833333333332,1.1048357439621106
II/1065/1,3,6,2000-06-01,77.25333333333332,1.1048357439621106
