group,window_months,date,available_wells,total_group_wells,group_mean_SGI
1,12,2014-11-01,9,10,-0.6222790572362285
1,12,2014-12-01,9,10,-0.6397040378435866
1,12,2015-01-01,9,10,-0.6993330293881139
1,12,2015-02-01,10,10,-0.4759397064266432
1,12,2015-03-01,10,10,-0.3290217229893228
1,12,2015-04-01,10,10,-0.359836185609928
1,12,2015-05-01,10,10,-0.308258600068188
1,12,2015-06-01,10,10,-0.3694957630750356
1,12,2015-07-01,10,10,-0.35011597539538597
1,12,2015-08-01,10,10,-0.4015129964185311
1,12,2015-09-01,10,10,-0.33896016708915616
1,12,2015-10-01,10,10,-0.4396985295023619
1,12,2015-11-01,10,10,-0.602132783371566
1,12,2015-12-01,10,10,-0.5786090955279581
1,12,2016-01-01,10,10,-0.5634771154539754
1,12,2016-02-01,10,10,-0.7585874967698569
1,12,2016-03-01,10,10,-0.8161767680662738
1,12,2016-04-01,10,10,-0.9053537534201789
1,12,2016-05-01,10,10,-1.0060352107678474
1,12,2016-06-01,10,10,-1.073677606463789
1,12,2016-07-01,10,10,-1.1441964813093757
1,12,2016-08-01,10,10,-1.0983976928443824
1,12,2016-09-01,10,10,-1.1116287276903425
1,12,2016-10-01,10,10,-1.0327962938839217
1,12,2016-11-01,10,10,-0.9225198736762366
1,12,2016-12-01,10,10,-0.8996859427130776
1,12,2017-01-01,10,10,-0.809738072918825
1,12,2017-02-01,10,10,-0.6912754078650887
1,12,2017-03-01,10,10,-0.59376560885275
1,12,2017-04-01,10,10,-0.5349538413675242
1,12,2017-05-01,10,10,-0.41879460294131754
1,12,2017-06-01,10,10,-0.3280952461632491
1,12,2017-07-01,10,10,-0.29312330416197535
1,12,2017-08-01,10,10,-0.23839214349554622
1,12,2017-09-01,10,10,0.0022268245903744044
1,12,2017-10-01,10,10,0.04534132984334611
1,12,2017-11-01,10,10,0.21582341852130407
1,12,2017-12-01,10,10,0.27711437936562944
1,12,2018-01-01,10,10,0.40782152311276415
1,12,2018-02-01,10,10,0.48743425707979116
1,12,2018-03-01,10,10,0.7299013687821789
1,12,2018-04-01,10,10,0.8472129594962128
1,12,2018-05-01,10,10,0.8781725101229281
1,12,2018-06-01,10,10,1.061348769030268
1,12,2018-07-01,10,10,1.197376559609206
1,12,2018-08-01,10,10,1.1469649218316416
1,12,2018-09-01,10,10,0.9643650839344486
1,12,2018-10-01,10,10,0.899676950670224
1,12,2018-11-01,10,10,0.6330882066568064
1,12,2018-12-01,10,10,0.5820350734429656
1,12,2019-01-01,10,10,0.4371296667872827
1,12,2019-02-01,10,10,0.3548975972402026
1,12,2019-03-01,10,10,0.1347764546065054
1,12,2019-04-01,10,10,0.10451937040983635
1,12,2019-05-01,10,10,-0.049928154761589225
1,12,2019-06-01,10,10,-0.14122638556360975
1,12,2019-07-01,10,10,-0.3387074240935687
1,12,2019-08-01,10,10,-0.5633318845896156
1,12,2019-09-01,9,10,-0.5430537472632153
1,12,2019-10-01,9,10,-0.7160125732730974
1,12,2019-11-01,9,10,-0.77499866053752
1,12,2019-12-01,9,10,-0.9354057731121741
1,12,2020-01-01,9,10,-0.9462772153145552
1,12,2020-02-01,9,10,-0.9610077260446018
1,12,2020-03-01,9,10,-1.0043258550611274
1,12,2020-04-01,9,10,-1.0821425417274777
1,12,2020-05-01,9,10,-1.1086363014303597
1,12,2020-06-01,8,10,-1.0763936851169307
1,12,2020-07-01,8,10,-1.0763936851169307
1,12,2020-08-01,8,10,-0.9428039511167995
1,12,2020-09-01,8,10,-0.9408469013204902
1,12,2020-10-01,8,10,-0.8606930858160776
1,12,2020-11-01,7,10,-0.784206965123171
1,12,2020-12-01,7,10,-0.762589850731767
1,12,2021-01-01,7,10,-0.6464875797894398
1,12,2021-02-01,7,10,-0.5391330837809096
1,12,2021-03-01,7,10,-0.5251653720012904
1,12,2021-04-01,6,10,-0.4276975488846464
1,12,2021-05-01,6,10,-0.30134887822857154
1,12,2021-06-01,5,10,-0.18999134944665924
1,12,2021-07-01,5,10,-0.15161377530662107
1,12,2021-08-01,6,10,-0.0337244913330009
1,12,2021-09-01,6,10,0.0022153903569525346
1,12,2021-10-01,6,10,-0.03607331188853751
1,12,2021-11-01,6,10,0.016529108455112452
1,12,2021-12-01,6,10,-0.018683968772302828
1,12,2022-01-01,6,10,0.08742545531522561
1,12,2022-02-01,6,10,0.09387423848445997
1,12,2022-03-01,6,10,0.043710113318515896
1,12,2022-04-01,7,10,-0.05319936129399449
1,12,2022-05-01,7,10,-0.19824054059899426
1,12,2022-06-01,7,10,-0.28291078385938595
1,12,2022-07-01,7,10,-0.31395608824077426
1,12,2022-08-01,7,10,-0.3709674912250035
1,12,2022-09-01,6,10,-0.5371188819665561
1,12,2022-10-01,6,10,-0.6846353757785438
1,12,2022-11-01,6,10,-0.6846353757785438
1,12,2022-12-01,6,10,-0.7725764124614201
1,12,2023-01-01,6,10,-0.7288371847533983
1,12,2023-02-01,6,10,-0.7467965850430037
1,12,2023-03-01,6,10,-0.8142333674965619
1,12,2023-04-01,6,10,-0.8142333674965619
1,12,2023-05-01,6,10,-0.9269289632557992
1,12,2023-06-01,6,10,-1.0057691595486886
1,12,2023-07-01,5,10,-0.989806424079352
1,12,2023-08-01,5,10,-1.05761088025897
1,12,2023-09-01,6,10,-1.1882189551582636
1,12,2023-10-01,5,10,-1.193899872343822
1,12,2023-11-01,5,10,-1.155522298203784
1,12,2023-12-01,5,10,-1.0151298105601891
1,12,2024-01-01,5,10,-0.8855093885060092
1,12,2024-02-01,5,10,-0.8616258929677549
1,12,2024-03-01,5,10,-0.7890378615037777
1,12,2024-04-01,5,10,-0.7270648972464465
2,3,1985-09-01,1,4,
2,3,1985-10-01,1,4,
2,3,1985-11-01,1,4,
2,3,1985-12-01,1,4,
2,3,1986-01-01,2,4,1.0942658277002166
2,3,1986-02-01,2,4,1.503277819107364
2,3,1986-03-01,2,4,1.5349040431126397
2,3,1986-04-01,2,4,1.5146036623694
2,3,1986-05-01,2,4,1.3891076358294483
2,3,1986-06-01,2,4,1.2783326718204404
2,3,1986-07-01,2,4,0.8470041142782021
2,3,1986-08-01,2,4,0.2737275566052932
2,3,1986-09-01,2,4,-0.026067752118716633
2,3,1986-10-01,2,4,0.4127150183318436
2,3,1986-11-01,2,4,0.6394724293694947
2,3,1986-12-01,2,4,1.018171187212102
2,3,1987-01-01,2,4,1.138957813712578
2,3,1987-02-01,2,4,1.1130977591088747
2,3,1987-03-01,2,4,0.4822347447901973
2,3,1987-04-01,2,4,0.7469226381764502
2,3,1987-05-01,2,4,0.9169426747878918
2,3,1987-06-01,2,4,1.3869555689773272
2,3,1987-07-01,2,4,1.3342326495301735
2,3,1987-08-01,2,4,1.2030770731591636
2,3,1987-09-01,2,4,0.7387263483617682
2,3,1987-10-01,2,4,0.8819040949935951
2,3,1987-11-01,2,4,1.1366472961469483
2,3,1987-12-01,2,4,1.2617936129069798
2,3,1988-01-01,2,4,1.29633445577006
2,3,1988-02-01,1,4,
2,3,1988-03-01,1,4,
2,3,1988-04-01,1,4,
2,3,1988-05-01,2,4,1.8417523320714955
2,3,1988-06-01,2,4,1.683664591172676
2,3,1988-07-01,2,4,1.0698617714408023
2,3,1988-08-01,2,4,1.285779952206159
2,3,1988-09-01,2,4,1.2980679385122607
2,3,1988-10-01,2,4,0.9035223526913604
2,3,1988-11-01,2,4,0.7301499166282557
2,3,1988-12-01,2,4,0.5795547931820006
2,3,1989-01-01,2,4,0.625675138264449
2,3,1989-02-01,2,4,0.5155395860830448
2,3,1989-03-01,2,4,0.4324971014769379
2,3,1989-04-01,2,4,0.3186289306670902
2,3,1989-05-01,1,4,
2,3,1989-06-01,1,4,
2,3,1989-07-01,1,4,
2,3,1989-08-01,2,4,-0.5731068904774906
2,3,1989-09-01,2,4,-0.7387263483617682
2,3,1989-10-01,2,4,-0.7730373380952476
2,3,1989-11-01,2,4,-0.7470109587414229
2,3,1989-12-01,2,4,-0.7134541011831937
2,3,1990-01-01,1,4,
2,3,1990-02-01,1,4,
2,3,1990-03-01,1,4,
2,3,1990-04-01,1,4,
2,3,1990-05-01,2,4,-0.57109033325366
2,3,1990-06-01,2,4,-0.3711441828186587
2,3,1990-07-01,2,4,0.3793253374029859
2,3,1990-08-01,2,4,0.6652654307769786
2,3,1990-09-01,2,4,0.480137778708112
2,3,1990-10-01,2,4,-0.3317718437835497
2,3,1990-11-01,2,4,-0.35884672304770493
2,3,1990-12-01,2,4,-0.43431916528146575
2,3,1991-01-01,2,4,-0.37974290343103645
2,3,1991-02-01,2,4,-0.363258624680459
2,3,1991-03-01,2,4,-0.5122629670869097
2,3,1991-04-01,2,4,-0.6982565135186837
2,3,1991-05-01,2,4,-0.8210097055878626
2,3,1991-06-01,2,4,-0.5122961962700492
2,3,1991-07-01,2,4,-0.2657385104888943
2,3,1991-08-01,2,4,0.20591403026495625
2,3,1991-09-01,2,4,0.11963838764480347
2,3,1991-10-01,2,4,-0.10355086674653546
2,3,1991-11-01,2,4,-0.38283283379450606
2,3,1991-12-01,2,4,-0.5130172062201996
2,3,1992-01-01,2,4,-0.646120385676902
2,3,1992-02-01,2,4,-0.8977457147402405
2,3,1992-03-01,2,4,-0.8299096612447289
2,3,1992-04-01,2,4,-0.75738135314777
2,3,1992-05-01,2,4,-0.5326857074091624
2,3,1992-06-01,2,4,-0.3194292194117859
2,3,1992-07-01,2,4,-0.6830629664313119
2,3,1992-08-01,2,4,-0.5916686566567053
2,3,1992-09-01,2,4,-1.164655846179537
2,3,1992-10-01,2,4,-0.57674675184457
2,3,1992-11-01,2,4,-0.8115280098849732
2,3,1992-12-01,2,4,-0.3179771801444801
2,3,1993-01-01,2,4,-0.9279672335374023
2,3,1993-02-01,2,4,-1.122057587011365
2,3,1993-03-01,2,4,-1.056009690631214
2,3,1993-04-01,2,4,-0.7783522279782563
2,3,1993-05-01,2,4,-0.957479133831024
2,3,1993-06-01,2,4,-0.6720153541943559
2,3,1993-07-01,2,4,-0.2793373767360011
2,3,1993-08-01,2,4,-0.15777921421336277
2,3,1993-09-01,2,4,0.3219205474695873
2,3,1993-10-01,2,4,0.5488895238186833
2,3,1993-11-01,2,4,0.43471188664444305
2,3,1993-12-01,2,4,0.31350161846206426
2,3,1994-01-01,2,4,0.23790479526695701
2,3,1994-02-01,2,4,0.21862360075302836
2,3,1994-03-01,2,4,0.32277040553116043
2,3,1994-04-01,2,4,0.3741606157446301
2,3,1994-05-01,2,4,0.5134347112057688
2,3,1994-06-01,2,4,0.7401163531389889
2,3,1994-07-01,1,4,
2,3,1994-08-01,1,4,
2,3,1994-09-01,1,4,
2,3,1994-10-01,1,4,
2,3,1994-11-01,1,4,
2,3,1994-12-01,1,4,
2,3,1995-01-01,1,4,
2,3,1995-02-01,1,4,
2,3,1995-03-01,1,4,
2,3,1995-04-01,1,4,
2,3,1995-05-01,1,4,
2,3,1995-06-01,2,4,0.6861223318971252
2,3,1995-07-01,2,4,1.3721363491123697
2,3,1995-08-01,2,4,0.8922009817750085
2,3,1995-09-01,2,4,0.7383876123850728
2,3,1995-10-01,2,4,0.5204507026505805
2,3,1995-11-01,2,4,0.8850086137360053
2,3,1995-12-01,2,4,0.6564533199107497
2,3,1996-01-01,2,4,0.18042876936107372
2,3,1996-02-01,2,4,-0.34950372903590904
2,3,1996-03-01,2,4,-0.46697737343197243
2,3,1996-04-01,2,4,-0.1926191237892007
2,3,1996-05-01,2,4,0.06447547463531376
2,3,1996-06-01,2,4,0.14034018678607343
2,3,1996-07-01,2,4,0.2055968544984148
2,3,1996-08-01,2,4,0.2795000378665861
2,3,1996-09-01,2,4,0.25054328931549175
2,3,1996-10-01,2,4,0.14554592010020595
2,3,1996-11-01,2,4,0.07873527573735647
2,3,1996-12-01,2,4,-0.0757284656479362
2,3,1997-01-01,2,4,-0.3207509086293394
2,3,1997-02-01,2,4,-0.5669653340989571
2,3,1997-03-01,2,4,-0.5376173373849059
2,3,1997-04-01,1,4,
2,3,1997-05-01,1,4,
2,3,1997-06-01,1,4,
2,3,1997-07-01,2,4,-0.07662559475287847
2,3,1997-08-01,2,4,0.5371974239164833
2,3,1997-09-01,2,4,0.5577937099751228
2,3,1997-10-01,2,4,0.39268564299322944
2,3,1997-11-01,2,4,-0.005315888073274946
2,3,1997-12-01,2,4,-0.007200943314483371
2,3,1998-01-01,2,4,-0.10492890166256941
2,3,1998-02-01,2,4,-0.023610982354685173
2,3,1998-03-01,2,4,-0.00702387087929765
2,3,1998-04-01,2,4,-0.03963469944264786
2,3,1998-05-01,2,4,-0.057472369705169085
2,3,1998-06-01,2,4,0.049660713529219455
2,3,1998-07-01,2,4,-0.032384917970496696
2,3,1998-08-01,2,4,0.023796921919903624
2,3,1998-09-01,2,4,0.07313978483363315
2,3,1998-10-01,2,4,0.43987016917127475
2,3,1998-11-01,2,4,0.7734977993238685
2,3,1998-12-01,2,4,0.9569866026211734
2,3,1999-01-01,2,4,1.133857081225239
2,3,1999-02-01,2,4,1.3995366745421571
2,3,1999-03-01,2,4,1.3374115962879387
2,3,1999-04-01,2,4,1.3151453847056
2,3,1999-05-01,2,4,1.7463394033149644
2,3,1999-06-01,2,4,1.8455343150602603
2,3,1999-07-01,2,4,1.6773448092986982
2,3,1999-08-01,2,4,1.1133863221316376
2,3,1999-09-01,2,4,0.7183372249572516
2,3,1999-10-01,2,4,0.3774257017389177
2,3,1999-11-01,2,4,0.2736712445773688
2,3,1999-12-01,2,4,0.20164847933930946
2,3,2000-01-01,2,4,0.2970725785706828
2,3,2000-02-01,2,4,0.3119494451817191
2,3,2000-03-01,2,4,0.542962218157901
2,3,2000-04-01,2,4,0.3768446850415315
2,3,2000-05-01,2,4,0.10475764952264371
2,3,2000-06-01,2,4,-0.5800134354785796
2,3,2000-07-01,2,4,-0.669145614341758
2,3,2000-08-01,2,4,-0.43625435472709895
2,3,2000-09-01,2,4,0.2145428766968261
2,3,2000-10-01,2,4,0.28881300314543695
2,3,2000-11-01,2,4,0.1401695066861558
2,3,2000-12-01,2,4,0.07187570510915914
2,3,2001-01-01,2,4,0.18916023191529263
2,3,2001-02-01,2,4,0.22158981238849784
2,3,2001-03-01,2,4,0.2438196959586728
2,3,2001-04-01,2,4,0.34054824828160285
2,3,2001-05-01,2,4,0.547619658653343
2,3,2001-06-01,2,4,0.7439707095695531
2,3,2001-07-01,2,4,1.3815482965563723
2,3,2001-08-01,1,4,
2,3,2001-09-01,1,4,
2,3,2001-10-01,1,4,
2,3,2001-11-01,2,4,1.2817323941291714
2,3,2001-12-01,2,4,1.2817323941291714
2,3,2002-01-01,2,4,1.193589394419133
2,3,2002-02-01,2,4,1.5010297500307324
2,3,2002-03-01,2,4,1.8578372484793706
2,3,2002-04-01,2,4,1.8401759851226132
2,3,2002-05-01,2,4,1.3753587640009037
2,3,2002-06-01,2,4,1.0627784014303332
2,3,2002-07-01,2,4,1.0582013629702214
2,3,2002-08-01,2,4,1.1941142507458333
2,3,2002-09-01,2,4,1.0348701645620157
2,3,2002-10-01,2,4,1.243846545670711
2,3,2002-11-01,2,4,1.3625796151752352
2,3,2002-12-01,2,4,1.4856715273374075
2,3,2003-01-01,2,4,1.2156581787239935
2,3,2003-02-01,2,4,0.7662808951631552
2,3,2003-03-01,2,4,0.5405606225480903
2,3,2003-04-01,2,4,0.31551688981055037
2,3,2003-05-01,2,4,0.28293247777131036
2,3,2003-06-01,2,4,-0.1827858081366815
2,3,2003-07-01,2,4,-0.26776734960006954
2,3,2003-08-01,2,4,-0.3063530075298425
2,3,2003-09-01,2,4,-0.14078084336413377
2,3,2003-10-01,2,4,-0.4311203114166795
2,3,2003-11-01,2,4,-0.5248228448878023
2,3,2003-12-01,2,4,-0.4395069020124657
2,3,2004-01-01,2,4,-0.23842167245863238
2,3,2004-02-01,2,4,-0.09559410749692004
2,3,2004-03-01,2,4,-0.04045639275231072
2,3,2004-04-01,2,4,-0.05051606259184799
2,3,2004-05-01,2,4,-0.030897180581508088
2,3,2004-06-01,2,4,0.21054892772475733
2,3,2004-07-01,2,4,0.15797412954183548
2,3,2004-08-01,2,4,0.3622374837507507
2,3,2004-09-01,2,4,0.30208987175362945
2,3,2004-10-01,2,4,0.5535659324917815
2,3,2004-11-01,2,4,0.5439374241137185
2,3,2004-12-01,2,4,0.6671451914767026
2,3,2005-01-01,2,4,0.5791923884526653
2,3,2005-02-01,2,4,0.47500687783466083
2,3,2005-03-01,2,4,0.35418479279978676
2,3,2005-04-01,2,4,0.40318091720274674
2,3,2005-05-01,2,4,0.4781356719315304
2,3,2005-06-01,2,4,0.6902642763572855
2,3,2005-07-01,2,4,0.6196446434375682
2,3,2005-08-01,2,4,0.3630637837064153
2,3,2005-09-01,3,4,0.4187631924686756
2,3,2005-10-01,3,4,0.2155298929189895
2,3,2005-11-01,3,4,-0.12650910687098973
2,3,2005-12-01,3,4,-0.31399933148503917
2,3,2006-01-01,3,4,-0.32295582909767456
2,3,2006-02-01,3,4,-0.24686427107781897
2,3,2006-03-01,3,4,-0.437263000955821
2,3,2006-04-01,3,4,-0.6777588038911712
2,3,2006-05-01,2,4,0.4846847961784315
2,3,2006-06-01,2,4,0.7938270228355571
2,3,2006-07-01,2,4,0.9737468789964799
2,3,2006-08-01,3,4,-0.20065965157843912
2,3,2006-09-01,3,4,0.0754642153882885
2,3,2006-10-01,3,4,0.29327774774230836
2,3,2006-11-01,3,4,0.2992923137475348
2,3,2006-12-01,3,4,0.15456461733174331
2,3,2007-01-01,4,4,0.06919510352824132
2,3,2007-02-01,4,4,0.3397384328040815
2,3,2007-03-01,4,4,0.4975989606378803
2,3,2007-04-01,4,4,0.7841699719407789
2,3,2007-05-01,4,4,0.5566665017278498
2,3,2007-06-01,4,4,0.4387828257621721
2,3,2007-07-01,4,4,0.47838951170927413
2,3,2007-08-01,4,4,0.6548858794766436
2,3,2007-09-01,4,4,0.4314559855950111
2,3,2007-10-01,4,4,0.5078870705243568
2,3,2007-11-01,4,4,0.45974053989345043
2,3,2007-12-01,4,4,0.34342382800426985
2,3,2008-01-01,4,4,0.3136638533355323
2,3,2008-02-01,4,4,0.3594380707840378
2,3,2008-03-01,4,4,0.4317965987163364
2,3,2008-04-01,4,4,0.4146949822505115
2,3,2008-05-01,4,4,0.2084909079831993
2,3,2008-06-01,4,4,0.04743492381694765
2,3,2008-07-01,4,4,-0.18301333200882686
2,3,2008-08-01,4,4,-0.3169877936993565
2,3,2008-09-01,4,4,-0.2876918161730048
2,3,2008-10-01,4,4,-0.21915780467220375
2,3,2008-11-01,4,4,0.08968136642002823
2,3,2008-12-01,4,4,0.04473127436587407
2,3,2009-01-01,4,4,0.05202019466405999
2,3,2009-02-01,4,4,-0.2290261197214332
2,3,2009-03-01,4,4,-0.38271222026824575
2,3,2009-04-01,4,4,-0.32927613254472254
2,3,2009-05-01,4,4,-0.23767228948175664
2,3,2009-06-01,4,4,-0.2769805388543032
2,3,2009-07-01,4,4,-0.19313614812934948
2,3,2009-08-01,4,4,-0.17742285224112636
2,3,2009-09-01,4,4,-0.19453673347110484
2,3,2009-10-01,4,4,-0.21219956830291598
2,3,2009-11-01,4,4,-0.29904327403297976
2,3,2009-12-01,4,4,-0.09094096871845375
2,3,2010-01-01,4,4,-0.019528885492938325
2,3,2010-02-01,4,4,-0.24245139696545276
2,3,2010-03-01,4,4,-0.16479123101212834
2,3,2010-04-01,4,4,0.05306430005134913
2,3,2010-05-01,4,4,0.3222527652681505
2,3,2010-06-01,4,4,0.5997676295679883
2,3,2010-07-01,4,4,0.37631842040988434
2,3,2010-08-01,4,4,0.5118635211658268
2,3,2010-09-01,4,4,0.7978589696017557
2,3,2010-10-01,4,4,1.0926008722243574
2,3,2010-11-01,4,4,1.2759795427677987
2,3,2010-12-01,4,4,1.259833473761507
2,3,2011-01-01,4,4,1.5315276677032252
2,3,2011-02-01,4,4,1.6643464924968085
2,3,2011-03-01,4,4,1.635767557581166
2,3,2011-04-01,4,4,1.5393703431831238
2,3,2011-05-01,4,4,1.229215248234002
2,3,2011-06-01,4,4,1.0723398764356837
2,3,2011-07-01,4,4,0.7744659812288841
2,3,2011-08-01,4,4,0.799505331653072
2,3,2011-09-01,4,4,0.608308718973052
2,3,2011-10-01,4,4,0.5765934015839237
2,3,2011-11-01,4,4,0.2547170962663523
2,3,2011-12-01,4,4,0.15501384733709492
2,3,2012-01-01,4,4,0.11703795696595304
2,3,2012-02-01,4,4,-0.01291610170219118
2,3,2012-03-01,4,4,0.04187437510518591
2,3,2012-04-01,4,4,-0.10911802040255858
2,3,2012-05-01,4,4,-0.20129728358793877
2,3,2012-06-01,4,4,-0.1760031847670992
2,3,2012-07-01,4,4,0.05974042849090844
2,3,2012-08-01,4,4,0.1601239100069529
2,3,2012-09-01,4,4,0.3191163396186836
2,3,2012-10-01,4,4,0.2439242375607661
2,3,2012-11-01,4,4,-0.005170450543771937
2,3,2012-12-01,4,4,-0.06267400456434838
2,3,2013-01-01,4,4,0.12212022270941672
2,3,2013-02-01,4,4,0.33854191091796393
2,3,2013-03-01,4,4,0.4952997036737004
2,3,2013-04-01,4,4,0.5960822354228089
2,3,2013-05-01,4,4,0.6086560559799301
2,3,2013-06-01,4,4,0.5968974732446961
2,3,2013-07-01,4,4,0.7700383498165948
2,3,2013-08-01,4,4,0.8205300274029104
2,3,2013-09-01,4,4,0.5602802494383804
2,3,2013-10-01,4,4,0.38902993227755156
2,3,2013-11-01,4,4,0.29801220740967926
2,3,2013-12-01,4,4,0.2570125626404248
2,3,2014-01-01,4,4,-0.13018707135593835
2,3,2014-02-01,4,4,-0.022157626649296713
2,3,2014-03-01,4,4,-0.3161173591308723
2,3,2014-04-01,4,4,-0.2483544447842483
2,3,2014-05-01,4,4,-0.2671052627644345
2,3,2014-06-01,4,4,0.2516404077527962
2,3,2014-07-01,4,4,0.16461319544469702
2,3,2014-08-01,4,4,0.027838450710169688
2,3,2014-09-01,4,4,-0.33746196737110423
2,3,2014-10-01,4,4,-0.3680576954821392
2,3,2014-11-01,4,4,-0.3751146557818086
2,3,2014-12-01,4,4,-0.4582969836805605
2,3,2015-01-01,4,4,-0.3529618179934601
2,3,2015-02-01,4,4,-0.2271116044533442
2,3,2015-03-01,4,4,-0.2445444967757344
2,3,2015-04-01,4,4,-0.47945088745567854
2,3,2015-05-01,4,4,-0.5544554385784002
2,3,2015-06-01,4,4,-0.6790246658766235
2,3,2015-07-01,4,4,-0.8115177575111618
2,3,2015-08-01,4,4,-0.8964515705246325
2,3,2015-09-01,4,4,-0.8914174726875651
2,3,2015-10-01,4,4,-1.0448909769480457
2,3,2015-11-01,4,4,-1.3074957418161577
2,3,2015-12-01,4,4,-1.6351314574948468
2,3,2016-01-01,4,4,-1.5456573711822652
2,3,2016-02-01,4,4,-1.6169799096605009
2,3,2016-03-01,4,4,-1.641991318357332
2,3,2016-04-01,4,4,-1.632854428986176
2,3,2016-05-01,4,4,-1.6838507932415154
2,3,2016-06-01,4,4,-1.8746453188049812
2,3,2016-07-01,4,4,-1.1996269915124866
2,3,2016-08-01,4,4,-0.5455977666485718
2,3,2016-09-01,4,4,-0.4350678957665355
2,3,2016-10-01,4,4,-0.24692702570661884
2,3,2016-11-01,4,4,-0.07904558064818636
2,3,2016-12-01,4,4,0.1808082713120182
2,3,2017-01-01,4,4,0.4801689095038799
2,3,2017-02-01,4,4,0.33102393310271705
2,3,2017-03-01,4,4,0.031185355539497167
2,3,2017-04-01,4,4,-0.09045027409401563
2,3,2017-05-01,4,4,-0.1803857295238164
2,3,2017-06-01,4,4,-0.25256837543764343
2,3,2017-07-01,4,4,-0.18345410968233436
2,3,2017-08-01,4,4,0.398770982849746
2,3,2017-09-01,4,4,0.9688117226778704
2,3,2017-10-01,4,4,1.3412694312211446
2,3,2017-11-01,4,4,1.4090514621127757
2,3,2017-12-01,4,4,1.3303990949517912
2,3,2018-01-01,4,4,0.36143080167440766
2,3,2018-02-01,4,4,0.2726005746414696
2,3,2018-03-01,4,4,0.35347939236896647
2,3,2018-04-01,4,4,0.12535684349358664
2,3,2018-05-01,4,4,0.4740451145311464
2,3,2018-06-01,4,4,0.18585938102165586
2,3,2018-07-01,4,4,0.07158343747574444
2,3,2018-08-01,4,4,0.0388246102244334
2,3,2018-09-01,4,4,-0.12606104813903773
2,3,2018-10-01,4,4,-0.28989768830370394
2,3,2018-11-01,4,4,-0.49076788078564626
2,3,2018-12-01,4,4,-0.5575164121368844
2,3,2019-01-01,4,4,-0.4930081064828834
2,3,2019-02-01,4,4,-0.5749052215145503
2,3,2019-03-01,4,4,-0.7573093938494051
2,3,2019-04-01,4,4,-0.7991207819473742
2,3,2019-05-01,4,4,-1.0997017534345077
2,3,2019-06-01,4,4,-1.1499615292475893
2,3,2019-07-01,4,4,-1.474524915321286
2,3,2019-08-01,4,4,-1.5612177550151942
2,3,2019-09-01,4,4,-1.6325264899670469
2,3,2019-10-01,4,4,-1.6819898047284871
2,3,2019-11-01,4,4,-1.4303881750472796
2,3,2019-12-01,4,4,-1.0099250766449306
2,3,2020-01-01,4,4,-0.9455976878146493
2,3,2020-02-01,4,4,-0.8982636836398805
2,3,2020-03-01,4,4,-1.155584974056226
2,3,2020-04-01,4,4,-1.1436470563257441
2,3,2020-05-01,4,4,-1.2794091375741206
2,3,2020-06-01,4,4,-1.2995068065951703
2,3,2020-07-01,4,4,-0.7878215112327146
2,3,2020-08-01,4,4,-0.5575563105443893
2,3,2020-09-01,4,4,-0.27953923610523956
2,3,2020-10-01,4,4,-0.17490327947039502
2,3,2020-11-01,4,4,0.08326955727233709
2,3,2020-12-01,4,4,0.12395375728583066
2,3,2021-01-01,4,4,0.03331417645264001
2,3,2021-02-01,4,4,-0.030742488952629987
2,3,2021-03-01,4,4,0.08328683086044988
2,3,2021-04-01,4,4,0.010501937495477343
2,3,2021-05-01,4,4,0.12492419095635632
2,3,2021-06-01,4,4,-0.03256714664514343
2,3,2021-07-01,4,4,-0.07108702450490242
2,3,2021-08-01,4,4,-0.31370110891173236
2,3,2021-09-01,4,4,-0.5337850974157442
2,3,2021-10-01,4,4,-0.6102184873528632
2,3,2021-11-01,4,4,-0.6117997377704285
2,3,2021-12-01,4,4,-1.1363991987122524
2,3,2022-01-01,4,4,-1.1897448139219344
2,3,2022-02-01,4,4,-1.0179305318435203
2,3,2022-03-01,4,4,-0.6395814291074158
2,3,2022-04-01,4,4,-0.599030839170243
2,3,2022-05-01,4,4,-0.79732087388695
2,3,2022-06-01,4,4,-0.9652248759876876
2,3,2022-07-01,4,4,-1.2127747732429353
2,3,2022-08-01,4,4,-1.3748191829243357
2,3,2022-09-01,4,4,-1.4087833467913602
2,3,2022-10-01,4,4,-1.5383310258351308
2,3,2022-11-01,4,4,-1.5913274111292477
2,3,2022-12-01,4,4,-1.5094355989825394
2,3,2023-01-01,4,4,-1.2109630055950196
2,3,2023-02-01,4,4,-1.0160754830874092
2,3,2023-03-01,4,4,-0.8103839957204881
2,3,2023-04-01,4,4,-0.6379678415468856
2,3,2023-05-01,4,4,-0.5542991145296347
2,3,2023-06-01,4,4,-0.7031134977800078
2,3,2023-07-01,4,4,-1.0645946079103017
2,3,2023-08-01,4,4,-1.316926473993323
2,3,2023-09-01,4,4,-1.38425714703212
2,3,2023-10-01,4,4,-1.3956626984698282
2,3,2023-11-01,4,4,-1.0953720405620024
2,3,2023-12-01,4,4,-0.6705510685353988
2,3,2024-01-01,4,4,-0.10966282338475433
2,3,2024-02-01,4,4,0.3295130722257127
2,3,2024-03-01,4,4,0.47557131398119545
2,3,2024-04-01,2,4,0.8113079865770441
2,6,1985-12-01,1,4,
2,6,1986-01-01,1,4,
2,6,1986-02-01,1,4,
2,6,1986-03-01,1,4,
2,6,1986-04-01,2,4,1.675379980793021
2,6,1986-05-01,2,4,1.732689913047091
