group,window_months,date,available_wells,total_group_wells,group_mean_SGI
2,6,1986-06-01,2,4,1.5908316524313482
2,6,1986-07-01,2,4,1.2883724755643529
2,6,1986-08-01,2,4,0.9088779537898974
2,6,1986-09-01,2,4,0.9060846605121252
2,6,1986-10-01,2,4,0.5465046175221983
2,6,1986-11-01,2,4,0.45603727070465666
2,6,1986-12-01,2,4,0.5135635950271241
2,6,1987-01-01,2,4,0.6792655333899535
2,6,1987-02-01,2,4,0.8821542267610889
2,6,1987-03-01,2,4,0.8821542267610889
2,6,1987-04-01,2,4,0.9689211596118537
2,6,1987-05-01,2,4,0.9502404593368923
2,6,1987-06-01,2,4,1.0142936422086977
2,6,1987-07-01,2,4,1.0805018910174669
2,6,1987-08-01,2,4,1.1830857360147848
2,6,1987-09-01,2,4,1.2222590621516458
2,6,1987-10-01,2,4,1.0622443294682662
2,6,1987-11-01,2,4,1.4374501657030578
2,6,1987-12-01,2,4,1.0475412468155827
2,6,1988-01-01,2,4,1.3216161194032727
2,6,1988-02-01,1,4,
2,6,1988-03-01,1,4,
2,6,1988-04-01,1,4,
2,6,1988-05-01,1,4,
2,6,1988-06-01,1,4,
2,6,1988-07-01,1,4,
2,6,1988-08-01,2,4,1.7395441159328517
2,6,1988-09-01,2,4,1.5817667429747275
2,6,1988-10-01,2,4,1.3473848983673975
2,6,1988-11-01,2,4,0.8906389549473842
2,6,1988-12-01,2,4,0.7787662649238123
2,6,1989-01-01,2,4,0.7994397247380652
2,6,1989-02-01,2,4,0.6580068971222804
2,6,1989-03-01,2,4,0.6247286200994535
2,6,1989-04-01,2,4,0.4235195593801302
2,6,1989-05-01,1,4,
2,6,1989-06-01,1,4,
2,6,1989-07-01,1,4,
2,6,1989-08-01,1,4,
2,6,1989-09-01,1,4,
2,6,1989-10-01,1,4,
2,6,1989-11-01,2,4,-0.539457170276081
2,6,1989-12-01,2,4,-0.7387263483617682
2,6,1990-01-01,1,4,
2,6,1990-02-01,1,4,
2,6,1990-03-01,1,4,
2,6,1990-04-01,1,4,
2,6,1990-05-01,1,4,
2,6,1990-06-01,1,4,
2,6,1990-07-01,1,4,
2,6,1990-08-01,2,4,0.07625298712312212
2,6,1990-09-01,2,4,0.13048370020072642
2,6,1990-10-01,2,4,0.11949189849065395
2,6,1990-11-01,2,4,0.10658785686197834
2,6,1990-12-01,2,4,0.12716126442025036
2,6,1991-01-01,2,4,-0.33219491358858183
2,6,1991-02-01,2,4,-0.398533154054157
2,6,1991-03-01,2,4,-0.47591595354704413
2,6,1991-04-01,2,4,-0.5291907240806362
2,6,1991-05-01,2,4,-0.5242645373904101
2,6,1991-06-01,2,4,-0.5242645373904101
2,6,1991-07-01,2,4,-0.5360275108578882
2,6,1991-08-01,2,4,-0.16080784120545444
2,6,1991-09-01,2,4,-0.21569461330482054
2,6,1991-10-01,2,4,-0.24274099861828718
2,6,1991-11-01,2,4,-0.19886968317902734
2,6,1991-12-01,2,4,-0.31570094711988045
2,6,1992-01-01,2,4,-0.3570933482833255
2,6,1992-02-01,2,4,-0.6287781234057355
2,6,1992-03-01,2,4,-0.8228029014518726
2,6,1992-04-01,2,4,-0.7010881921153144
2,6,1992-05-01,2,4,-0.7773161821772628
2,6,1992-06-01,2,4,-0.7773161821772628
2,6,1992-07-01,2,4,-1.030736648639127
2,6,1992-08-01,2,4,-1.0150980361229243
2,6,1992-09-01,2,4,-1.021006194217852
2,6,1992-10-01,2,4,-0.6489785889107753
2,6,1992-11-01,2,4,-0.7895246244290457
2,6,1992-12-01,2,4,-0.804421250092117
2,6,1993-01-01,2,4,-0.6983253942197263
2,6,1993-02-01,2,4,-1.1166992570737175
2,6,1993-03-01,2,4,-0.6268141408923764
2,6,1993-04-01,2,4,-0.8832428566912964
2,6,1993-05-01,2,4,-1.0715508759109185
2,6,1993-06-01,2,4,-1.001481564458226
2,6,1993-07-01,2,4,-0.5940182565125098
2,6,1993-08-01,2,4,-0.34651503912083204
2,6,1993-09-01,2,4,-0.2000491311680224
2,6,1993-10-01,2,4,-0.13311199388975214
2,6,1993-11-01,2,4,0.1738288731660802
2,6,1993-12-01,2,4,0.32999026755250827
2,6,1994-01-01,2,4,0.38956160290507846
2,6,1994-02-01,2,4,0.3444926521289353
2,6,1994-03-01,2,4,0.38150518715698445
2,6,1994-04-01,2,4,0.3577082652370808
2,6,1994-05-01,2,4,0.3654612352269683
2,6,1994-06-01,2,4,0.5336602819229056
2,6,1994-07-01,1,4,
2,6,1994-08-01,1,4,
2,6,1994-09-01,1,4,
2,6,1994-10-01,1,4,
2,6,1994-11-01,1,4,
2,6,1994-12-01,1,4,
2,6,1995-01-01,1,4,
2,6,1995-02-01,1,4,
2,6,1995-03-01,1,4,
2,6,1995-04-01,1,4,
2,6,1995-05-01,1,4,
2,6,1995-06-01,1,4,
2,6,1995-07-01,1,4,
2,6,1995-08-01,1,4,
2,6,1995-09-01,2,4,0.7794342585776308
2,6,1995-10-01,2,4,0.8865020211411608
2,6,1995-11-01,2,4,0.9862634218830202
2,6,1995-12-01,2,4,0.8431448094622083
2,6,1996-01-01,2,4,0.4226901500276231
2,6,1996-02-01,2,4,0.24459396868972225
2,6,1996-03-01,2,4,0.062091146816068005
2,6,1996-04-01,2,4,-0.07530675992421351
2,6,1996-05-01,2,4,-0.17792519311585328
2,6,1996-06-01,2,4,-0.1329752465475492
2,6,1996-07-01,2,4,0.04437762319257155
2,6,1996-08-01,2,4,0.11458433975965916
2,6,1996-09-01,2,4,0.15377918780624866
2,6,1996-10-01,2,4,0.23984609512929564
2,6,1996-11-01,2,4,0.09809469151827571
2,6,1996-12-01,2,4,-0.026067752118716633
2,6,1997-01-01,2,4,-0.07648747504791104
2,6,1997-02-01,2,4,-0.2577671748803475
2,6,1997-03-01,2,4,-0.299206980651179
2,6,1997-04-01,1,4,
2,6,1997-05-01,1,4,
2,6,1997-06-01,1,4,
2,6,1997-07-01,1,4,
2,6,1997-08-01,1,4,
2,6,1997-09-01,1,4,
2,6,1997-10-01,2,4,0.0928911529563436
2,6,1997-11-01,2,4,0.24101270519613086
2,6,1997-12-01,2,4,0.18081590287828025
2,6,1998-01-01,2,4,0.02900195705281991
2,6,1998-02-01,2,4,0.0262549796189544
2,6,1998-03-01,2,4,-0.04905178030525911
2,6,1998-04-01,2,4,0.0
2,6,1998-05-01,2,4,-0.05766848662333568
2,6,1998-06-01,2,4,0.14194293326160273
2,6,1998-07-01,2,4,0.08029353905893408
2,6,1998-08-01,2,4,-0.03301943956894357
2,6,1998-09-01,2,4,-0.04551823098496413
2,6,1998-10-01,2,4,0.1712627158104485
2,6,1998-11-01,2,4,0.5391416942884051
2,6,1998-12-01,2,4,0.5460579055503559
2,6,1999-01-01,2,4,0.8232706178601048
2,6,1999-02-01,2,4,0.9796518829977977
2,6,1999-03-01,2,4,1.0700598366278737
2,6,1999-04-01,2,4,1.3887421588258733
2,6,1999-05-01,2,4,1.5908316524313482
2,6,1999-06-01,2,4,1.9525957430497178
2,6,1999-07-01,2,4,1.6406851484294172
2,6,1999-08-01,2,4,1.3559345541213346
2,6,1999-09-01,2,4,1.1838620216179965
2,6,1999-10-01,2,4,1.0911971708183206
2,6,1999-11-01,2,4,0.7492680191837099
2,6,1999-12-01,2,4,0.4770498119193619
2,6,2000-01-01,2,4,0.3973154441351331
2,6,2000-02-01,2,4,0.3756594087191695
2,6,2000-03-01,2,4,0.28492814729100313
2,6,2000-04-01,2,4,0.2633842193128428
2,6,2000-05-01,2,4,0.260294490970302
2,6,2000-06-01,2,4,-0.02154392797816035
2,6,2000-07-01,2,4,-0.21776802692570596
2,6,2000-08-01,2,4,-0.45279278985400284
2,6,2000-09-01,2,4,-0.28955802724726454
2,6,2000-10-01,2,4,-0.18843951656678337
2,6,2000-11-01,2,4,0.10518083141200307
2,6,2000-12-01,2,4,0.17691291229141776
2,6,2001-01-01,2,4,0.18534952134548632
2,6,2001-02-01,2,4,0.18534952134548632
2,6,2001-03-01,2,4,0.18534952134548632
2,6,2001-04-01,2,4,0.19659524915016874
2,6,2001-05-01,2,4,0.26270227524461087
2,6,2001-06-01,2,4,0.5567394238569638
2,6,2001-07-01,2,4,0.8115692506841375
2,6,2001-08-01,1,4,
2,6,2001-09-01,1,4,
2,6,2001-10-01,1,4,
2,6,2001-11-01,1,4,
2,6,2001-12-01,1,4,
2,6,2002-01-01,1,4,
2,6,2002-02-01,2,4,1.493922990237876
2,6,2002-03-01,2,4,1.6183839981435488
2,6,2002-04-01,2,4,1.6058028925787187
2,6,2002-05-01,2,4,1.2976393733844893
2,6,2002-06-01,2,4,1.37245531695967
2,6,2002-07-01,2,4,1.5839160736558675
2,6,2002-08-01,2,4,1.5318111376800112
2,6,2002-09-01,2,4,1.1645186996002208
2,6,2002-10-01,2,4,1.1707082321556894
2,6,2002-11-01,2,4,1.4264607412887984
2,6,2002-12-01,2,4,1.1586736606084023
2,6,2003-01-01,2,4,1.1941142507458333
2,6,2003-02-01,2,4,1.1130397455323537
2,6,2003-03-01,2,4,0.9132719777024674
2,6,2003-04-01,2,4,0.6313608056781033
2,6,2003-05-01,2,4,0.6303361979772371
2,6,2003-06-01,2,4,0.30365412657553836
2,6,2003-07-01,2,4,-0.036105584776707556
2,6,2003-08-01,2,4,-0.10275355675945785
2,6,2003-09-01,2,4,-0.19890393511324045
2,6,2003-10-01,2,4,-0.4975031124456496
2,6,2003-11-01,2,4,-0.6746760271857317
2,6,2003-12-01,2,4,-0.5225410258833356
2,6,2004-01-01,2,4,-0.31444143109831163
2,6,2004-02-01,2,4,-0.17376458647361587
2,6,2004-03-01,2,4,-0.2304153889187157
2,6,2004-04-01,2,4,-0.2157406637766462
2,6,2004-05-01,2,4,-0.13418146958373012
2,6,2004-06-01,2,4,0.021004859812218557
2,6,2004-07-01,2,4,0.05714135311973917
2,6,2004-08-01,2,4,0.09029374498963386
2,6,2004-09-01,2,4,0.11804623579125673
2,6,2004-10-01,2,4,0.4742320023916372
2,6,2004-11-01,2,4,0.7162676636849549
2,6,2004-12-01,2,4,0.5727038214399822
2,6,2005-01-01,2,4,0.6348526556651781
2,6,2005-02-01,2,4,0.617118428624082
2,6,2005-03-01,2,4,0.5448620272755919
2,6,2005-04-01,2,4,0.45842562855699404
2,6,2005-05-01,2,4,0.4987924093947547
2,6,2005-06-01,2,4,0.45211753505615604
2,6,2005-07-01,2,4,0.3537167586800747
2,6,2005-08-01,2,4,0.35450221337825183
2,6,2005-09-01,2,4,0.28551943480750996
2,6,2005-10-01,2,4,0.11247257873557615
2,6,2005-11-01,2,4,0.02047075909360141
2,6,2005-12-01,3,4,0.12508750973501245
2,6,2006-01-01,3,4,0.021018143613392326
2,6,2006-02-01,3,4,-0.2800844276308187
2,6,2006-03-01,3,4,-0.5668175338445691
2,6,2006-04-01,3,4,-0.6095943333970014
2,6,2006-05-01,2,4,0.3065607573617159
2,6,2006-06-01,2,4,0.4603266984287206
2,6,2006-07-01,2,4,0.42472484518090714
2,6,2006-08-01,2,4,0.28007516820500333
2,6,2006-09-01,2,4,0.4395748343832788
2,6,2006-10-01,2,4,0.4200770820323174
2,6,2006-11-01,3,4,0.16149873141218551
2,6,2006-12-01,3,4,0.06619534382249918
2,6,2007-01-01,3,4,0.3029883562071896
2,6,2007-02-01,3,4,0.4547092142329962
2,6,2007-03-01,3,4,0.450663083603656
2,6,2007-04-01,4,4,0.33702252147123496
2,6,2007-05-01,4,4,0.3944972863672482
2,6,2007-06-01,4,4,0.5406470033522688
2,6,2007-07-01,4,4,0.6558814925341958
2,6,2007-08-01,4,4,0.6131984930574887
2,6,2007-09-01,4,4,0.4461825202196177
2,6,2007-10-01,4,4,0.4255458947046243
2,6,2007-11-01,4,4,0.45314149125778447
2,6,2007-12-01,4,4,0.4800514540602344
2,6,2008-01-01,4,4,0.5430220236140088
2,6,2008-02-01,4,4,0.5555939425030418
2,6,2008-03-01,4,4,0.35833398565169944
2,6,2008-04-01,4,4,0.33193354384978896
2,6,2008-05-01,4,4,0.5029916377101988
2,6,2008-06-01,4,4,0.3132172601956717
2,6,2008-07-01,4,4,0.2494985836423355
2,6,2008-08-01,4,4,-0.07078125021040516
2,6,2008-09-01,4,4,-0.07185446427722207
2,6,2008-10-01,4,4,-0.06814502161160951
2,6,2008-11-01,4,4,-0.14249587815431963
2,6,2008-12-01,4,4,-0.06649547790166985
2,6,2009-01-01,4,4,-0.014281380742835498
2,6,2009-02-01,4,4,-0.09254523042508271
2,6,2009-03-01,4,4,-0.06901057729217366
2,6,2009-04-01,4,4,-0.18475541714304328
2,6,2009-05-01,4,4,-0.25569270140060074
2,6,2009-06-01,4,4,-0.26754113271366875
2,6,2009-07-01,4,4,-0.1747187184900034
2,6,2009-08-01,4,4,-0.11967432825021077
2,6,2009-09-01,4,4,-0.14750373395525973
2,6,2009-10-01,4,4,-0.3078128252421658
2,6,2009-11-01,4,4,-0.1951227707095189
2,6,2009-12-01,4,4,-0.137930934788759
2,6,2010-01-01,4,4,-0.13365637020628277
2,6,2010-02-01,4,4,-0.23053785552558154
2,6,2010-03-01,4,4,-0.10583070611713678
2,6,2010-04-01,4,4,-0.03668887385007174
2,6,2010-05-01,4,4,0.14622014408485953
2,6,2010-06-01,4,4,0.1647680065061981
2,6,2010-07-01,4,4,0.24170808424921303
2,6,2010-08-01,4,4,0.5139310230090185
2,6,2010-09-01,4,4,0.7282953825314231
2,6,2010-10-01,4,4,0.8550174688482773
2,6,2010-11-01,4,4,0.9773067886809066
2,6,2010-12-01,4,4,1.1244267708931133
2,6,2011-01-01,4,4,1.2801015016821589
2,6,2011-02-01,4,4,1.4478452132132753
2,6,2011-03-01,4,4,1.5822971433139674
2,6,2011-04-01,4,4,1.5747528909449449
2,6,2011-05-01,4,4,1.557025625283133
2,6,2011-06-01,4,4,1.521643077521312
2,6,2011-07-01,4,4,1.3493733751545498
2,6,2011-08-01,4,4,1.18804244400016
2,6,2011-09-01,4,4,0.8184114216046263
2,6,2011-10-01,4,4,0.7419008744559091
2,6,2011-11-01,4,4,0.734148057946339
2,6,2011-12-01,4,4,0.36303024379724486
2,6,2012-01-01,4,4,0.3223646734053114
2,6,2012-02-01,4,4,0.2772339498821982
2,6,2012-03-01,4,4,0.13075564789307745
2,6,2012-04-01,4,4,0.05735359191113118
2,6,2012-05-01,4,4,-0.0035352706259965117
2,6,2012-06-01,4,4,-0.0035352706259965117
2,6,2012-07-01,4,4,0.04465483659527533
2,6,2012-08-01,4,4,0.05906314901783097
2,6,2012-09-01,4,4,0.09725810369808137
2,6,2012-10-01,4,4,0.07119100290086436
2,6,2012-11-01,4,4,0.10461473777382377
2,6,2012-12-01,4,4,0.17362706368538885
2,6,2013-01-01,4,4,0.15495037724714752
2,6,2013-02-01,4,4,0.23127887099027264
2,6,2013-03-01,4,4,0.28403628498618017
2,6,2013-04-01,4,4,0.29205112990460547
2,6,2013-05-01,4,4,0.45642585276285064
2,6,2013-06-01,4,4,0.539132703129758
2,6,2013-07-01,4,4,0.8327512228383922
2,6,2013-08-01,4,4,0.7153659155708529
2,6,2013-09-01,4,4,0.6822617911664683
2,6,2013-10-01,4,4,0.7132537005834374
2,6,2013-11-01,4,4,0.6145704058148073
2,6,2013-12-01,4,4,0.3130817063096628
2,6,2014-01-01,4,4,-0.12456507588069221
2,6,2014-02-01,4,4,-0.14485151622845321
2,6,2014-03-01,4,4,-0.16766375518561574
2,6,2014-04-01,4,4,-0.22047887920444084
2,6,2014-05-01,4,4,-0.26265647019171406
2,6,2014-06-01,4,4,-0.3269578728934791
2,6,2014-07-01,4,4,-0.2768405058698008
2,6,2014-08-01,4,4,-0.36067985373568345
2,6,2014-09-01,4,4,0.0999652851205631
2,6,2014-10-01,4,4,-0.10565684725194993
2,6,2014-11-01,4,4,-0.37132273470432087
2,6,2014-12-01,4,4,-0.3861766248078931
2,6,2015-01-01,4,4,-0.3233121035052099
2,6,2015-02-01,4,4,-0.3328269672345806
2,6,2015-03-01,4,4,-0.3328269672345806
2,6,2015-04-01,4,4,-0.29224805799086623
2,6,2015-05-01,4,4,-0.30181440088354206
2,6,2015-06-01,4,4,-0.3562813334665978
2,6,2015-07-01,4,4,-0.5332379841717296
2,6,2015-08-01,4,4,-0.8496971327626663
2,6,2015-09-01,4,4,-0.8988562236849855
2,6,2015-10-01,4,4,-0.8871112203871518
2,6,2015-11-01,4,4,-0.9657207676685668
2,6,2015-12-01,4,4,-1.2589155126397844
2,6,2016-01-01,4,4,-1.3835118751342481
2,6,2016-02-01,4,4,-1.5303184408716533
2,6,2016-03-01,4,4,-1.6059611513633258
2,6,2016-04-01,4,4,-1.5455761196021056
2,6,2016-05-01,4,4,-1.5855546585267133
2,6,2016-06-01,4,4,-1.7200065886274056
2,6,2016-07-01,4,4,-1.5363494717575694
2,6,2016-08-01,4,4,-1.2186112302403938
2,6,2016-09-01,4,4,-0.9603232523367946
2,6,2016-10-01,4,4,-0.6051236653840576
2,6,2016-11-01,4,4,-0.33640648317144695
2,6,2016-12-01,4,4,-0.08297761394331546
2,6,2017-01-01,4,4,0.1603288515514253
2,6,2017-02-01,4,4,0.1603288515514253
2,6,2017-03-01,4,4,0.30596167067251645
2,6,2017-04-01,4,4,0.26000430808740904
2,6,2017-05-01,4,4,0.09143538003454743
2,6,2017-06-01,4,4,-0.07348723881877386
2,6,2017-07-01,4,4,-0.10131338364945844
2,6,2017-08-01,4,4,0.15035440563649774
2,6,2017-09-01,4,4,0.6007071546324096
2,6,2017-10-01,4,4,0.7460644125563629
2,6,2017-11-01,4,4,0.8975047961019951
2,6,2017-12-01,4,4,1.3412694312211446
2,6,2018-01-01,4,4,0.43107497904777137
2,6,2018-02-01,4,4,0.527469729431653
2,6,2018-03-01,4,4,0.39301779933096076
2,6,2018-04-01,4,4,0.345957895088086
2,6,2018-05-01,4,4,0.26306970294708976
2,6,2018-06-01,4,4,0.017613380416404534
2,6,2018-07-01,4,4,-0.15755819628662412
2,6,2018-08-01,4,4,0.3308022648705866
2,6,2018-09-01,4,4,0.07012813804968349
2,6,2018-10-01,4,4,-0.13866712771831022
2,6,2018-11-01,4,4,-0.23971170379528628
2,6,2018-12-01,4,4,-0.3090032058444721
2,6,2019-01-01,4,4,-0.3222782306659312
2,6,2019-02-01,4,4,-0.49037080445092335
2,6,2019-03-01,4,4,-0.6390954181932497
2,6,2019-04-01,4,4,-0.6687279057769324
2,6,2019-05-01,4,4,-0.7806862990432539
2,6,2019-06-01,4,4,-0.8011622247087176
2,6,2019-07-01,4,4,-1.0930979166678485
2,6,2019-08-01,4,4,-1.3299572869779173
2,6,2019-09-01,4,4,-1.5048766321643057
2,6,2019-10-01,4,4,-1.5537321349415087
2,6,2019-11-01,4,4,-1.672120474462005
2,6,2019-12-01,4,4,-1.3577983655672534
2,6,2020-01-01,4,4,-1.194214644018294
2,6,2020-02-01,4,4,-1.0038852101605533
2,6,2020-03-01,4,4,-0.9819340581826497
2,6,2020-04-01,4,4,-1.0208010872495146
2,6,2020-05-01,4,4,-1.118319422909711
2,6,2020-06-01,4,4,-1.1565541616137933
2,6,2020-07-01,4,4,-0.8914889170887238
2,6,2020-08-01,4,4,-0.8754440992392485
2,6,2020-09-01,4,4,-0.7689766916462415
2,6,2020-10-01,4,4,-0.44807235212304886
2,6,2020-11-01,4,4,-0.16820845321761685
2,6,2020-12-01,4,4,0.0127185077742058
2,6,2021-01-01,4,4,0.11101613893414344
2,6,2021-02-01,4,4,0.11101613893414344
2,6,2021-03-01,4,4,0.18870924624013752
2,6,2021-04-01,4,4,-0.03809353096974591
2,6,2021-05-01,4,4,0.02114146222251198
2,6,2021-06-01,4,4,0.11026498750485297
2,6,2021-07-01,4,4,0.050948790793022114
2,6,2021-08-01,4,4,-0.11480424343444903
2,6,2021-09-01,4,4,-0.24280957896287936
2,6,2021-10-01,4,4,-0.3556514576642122
2,6,2021-11-01,4,4,-0.53383401277787
2,6,2021-12-01,4,4,-0.9451872727494972
2,6,2022-01-01,4,4,-0.9871009850521202
2,6,2022-02-01,4,4,-0.9313286757642596
2,6,2022-03-01,4,4,-0.9537138278264765
2,6,2022-04-01,4,4,-0.9591003199153587
2,6,2022-05-01,4,4,-1.0158266064418937
2,6,2022-06-01,4,4,-0.7870934396019191
2,6,2022-07-01,4,4,-0.8221980465429979
2,6,2022-08-01,4,4,-1.0765125916808973
2,6,2022-09-01,4,4,-1.4467899278626282
2,6,2022-10-01,4,4,-1.4134944533724285
2,6,2022-11-01,4,4,-1.4603871240464716
2,6,2022-12-01,4,4,-1.5050220116594617
2,6,2023-01-01,4,4,-1.3464766656548353
2,6,2023-02-01,4,4,-1.181707951918129
2,6,2023-03-01,4,4,-0.9315846899365561
2,6,2023-04-01,4,4,-0.875173517832214
2,6,2023-05-01,4,4,-0.62991537994013
2,6,2023-06-01,4,4,-0.5754484473570742
2,6,2023-07-01,4,4,-0.6652022645649143
2,6,2023-08-01,4,4,-0.8545740023890296
2,6,2023-09-01,4,4,-1.0125375629356363
2,6,2023-10-01,4,4,-1.2713750812726312
2,6,2023-11-01,4,4,-1.1864583360213727
2,6,2023-12-01,4,4,-1.0705005383892627
2,6,2024-01-01,4,4,-0.7398973050363222
2,6,2024-02-01,4,4,-0.3114433894072231
2,6,2024-03-01,4,4,-0.1358130240687326
2,6,2024-04-01,2,4,0.6008795923291192
2,12,1986-06-01,1,4,
2,12,1986-07-01,1,4,
2,12,1986-08-01,1,4,
2,12,1986-09-01,1,4,
2,12,1986-10-01,2,4,0.9154763174289174
2,12,1986-11-01,2,4,0.9618209704814877
2,12,1986-12-01,2,4,1.1221623424587999
2,12,1987-01-01,2,4,1.1141666609228231
2,12,1987-02-01,2,4,0.985687074420572
2,12,1987-03-01,2,4,0.8828724804791513
2,12,1987-04-01,2,4,0.811074742974387
2,12,1987-05-01,2,4,0.9202911937402674
2,12,1987-06-01,2,4,0.9521742547063354
2,12,1987-07-01,2,4,1.106481431315245
2,12,1987-08-01,2,4,1.106481431315245
2,12,1987-09-01,2,4,1.2364577060269775
2,12,1987-10-01,2,4,1.2945948247285264
2,12,1987-11-01,2,4,1.2440787621366782
2,12,1987-12-01,2,4,1.1974038877980797
2,12,1988-01-01,2,4,1.3811864142806698
2,12,1988-02-01,1,4,
2,12,1988-03-01,1,4,
2,12,1988-04-01,1,4,
2,12,1988-05-01,1,4,
2,12,1988-06-01,1,4,
2,12,1988-07-01,1,4,
2,12,1988-08-01,1,4,
2,12,1988-09-01,1,4,
2,12,1988-10-01,1,4,
2,12,1988-11-01,1,4,
2,12,1988-12-01,1,4,
2,12,1989-01-01,1,4,
2,12,1989-02-01,2,4,1.1536708085066025
2,12,1989-03-01,2,4,1.041726221617314
2,12,1989-04-01,2,4,0.817165631222719
2,12,1989-05-01,1,4,
2,12,1989-06-01,1,4,
2,12,1989-07-01,1,4,
2,12,1989-08-01,1,4,
2,12,1989-09-01,1,4,
2,12,1989-10-01,1,4,
2,12,1989-11-01,1,4,
2,12,1989-12-01,1,4,
2,12,1990-05-01,1,4,
2,12,1990-06-01,1,4,
2,12,1990-07-01,1,4,
2,12,1990-08-01,1,4,
2,12,1990-09-01,1,4,
2,12,1990-10-01,1,4,
2,12,1990-11-01,1,4,
2,12,1990-12-01,1,4,
2,12,1991-01-01,1,4,
2,12,1991-02-01,2,4,-0.13339200230638398
2,12,1991-03-01,2,4,-0.2066496306545047
2,12,1991-04-01,2,4,-0.21070983676370048
2,12,1991-05-01,2,4,-0.21070983676370048
2,12,1991-06-01,2,4,-0.22632518999365464
2,12,1991-07-01,2,4,-0.49125049114290453
2,12,1991-08-01,2,4,-0.4375250763866497
2,12,1991-09-01,2,4,-0.3875693580777889
2,12,1991-10-01,2,4,-0.3541848232035065
2,12,1991-11-01,2,4,-0.319021580927678
2,12,1991-12-01,2,4,-0.319021580927678
2,12,1992-01-01,2,4,-0.3488891480875264
2,12,1992-02-01,2,4,-0.45009789926192745
2,12,1992-03-01,2,4,-0.5011214416810243
2,12,1992-04-01,2,4,-0.45109508101701545
2,12,1992-05-01,2,4,-0.45109508101701545
2,12,1992-06-01,2,4,-0.5257076059575605
2,12,1992-07-01,2,4,-0.581023842050228
2,12,1992-08-01,2,4,-0.752689258372326
2,12,1992-09-01,2,4,-1.122915788293047
2,12,1992-10-01,2,4,-1.129254074837766
2,12,1992-11-01,2,4,-1.094348005660902
2,12,1992-12-01,2,4,-1.0246206192236906
2,12,1993-01-01,2,4,-1.0769373470307282
2,12,1993-02-01,2,4,-1.0595266884005543
2,12,1993-03-01,2,4,-1.0656427178159906
2,12,1993-04-01,2,4,-1.0769373470307282
2,12,1993-05-01,2,4,-1.0769373470307282
2,12,1993-06-01,2,4,-1.094348005660902
2,12,1993-07-01,2,4,-0.8477594639071948
2,12,1993-08-01,2,4,-0.7780320774699833
2,12,1993-09-01,2,4,-0.6128925604824221
2,12,1993-10-01,2,4,-0.4156759601894604
2,12,1993-11-01,2,4,-0.23917536841550296
2,12,1993-12-01,2,4,-0.18996768284253085
2,12,1994-01-01,2,4,-0.12145146755894332
2,12,1994-02-01,2,4,-0.02074526391259715
2,12,1994-03-01,2,4,0.04437762319257155
2,12,1994-04-01,2,4,0.12566534281014816
2,12,1994-05-01,2,4,0.32189839831107325
2,12,1994-06-01,2,4,0.41896366931762297
2,12,1994-07-01,1,4,
2,12,1994-08-01,1,4,
2,12,1994-09-01,1,4,
2,12,1994-10-01,1,4,
2,12,1994-11-01,1,4,
2,12,1994-12-01,1,4,
2,12,1995-01-01,1,4,
2,12,1995-02-01,1,4,
2,12,1995-03-01,1,4,
2,12,1995-04-01,1,4,
2,12,1995-05-01,1,4,
2,12,1995-06-01,1,4,
2,12,1995-07-01,1,4,
2,12,1995-08-01,1,4,
2,12,1995-09-01,1,4,
2,12,1995-10-01,1,4,
2,12,1995-11-01,1,4,
2,12,1995-12-01,1,4,
2,12,1996-01-01,1,4,
2,12,1996-02-01,1,4,
2,12,1996-03-01,2,4,0.47003384996734754
2,12,1996-04-01,2,4,0.40279860939709783
2,12,1996-05-01,2,4,0.40279860939709783
2,12,1996-06-01,2,4,0.33317598405355725
2,12,1996-07-01,2,4,0.23462644190640108
2,12,1996-08-01,2,4,0.23462644190640108
2,12,1996-09-01,2,4,0.23462644190640108
2,12,1996-10-01,2,4,0.13973163923063875
2,12,1996-11-01,2,4,0.02047446207139919
2,12,1996-12-01,2,4,-0.02074526391259715
2,12,1997-01-01,2,4,-0.07179788367019924
2,12,1997-02-01,2,4,-0.09946643916207847
2,12,1997-03-01,2,4,-0.11331273716545397
2,12,1997-04-01,1,4,
2,12,1997-05-01,1,4,
2,12,1997-06-01,1,4,
2,12,1997-07-01,1,4,
2,12,1997-08-01,1,4,
2,12,1997-09-01,1,4,
2,12,1997-10-01,1,4,
2,12,1997-11-01,1,4,
2,12,1997-12-01,1,4,
2,12,1998-01-01,1,4,
2,12,1998-02-01,1,4,
2,12,1998-03-01,1,4,
2,12,1998-04-01,2,4,-0.0006176065296344402
2,12,1998-05-01,2,4,0.04186571006833903
2,12,1998-06-01,2,4,0.10043474469263992
2,12,1998-07-01,2,4,0.11884603674153955
2,12,1998-08-01,2,4,0.03681657046352722
2,12,1998-09-01,2,4,0.1152007205042219
2,12,1998-10-01,2,4,0.0957812219956127
2,12,1998-11-01,2,4,0.13607689975924492
2,12,1998-12-01,2,4,0.2961129043683317
2,12,1999-01-01,2,4,0.3762312611201385
2,12,1999-02-01,2,4,0.7473210064554333
2,12,1999-03-01,2,4,0.8549127533072122
2,12,1999-04-01,2,4,0.9126818422375462
2,12,1999-05-01,2,4,0.9993217494634018
2,12,1999-06-01,2,4,1.0066755476382365
2,12,1999-07-01,2,4,1.2025929744446722
2,12,1999-08-01,2,4,1.2025929744446722
2,12,1999-09-01,2,4,1.269602719121161
