date,piezometer_id,groundwater_level_m,cluster_id
2009-02-01,II/1271/1,97.35,1
2009-03-01,II/1271/1,97.44,1
2009-04-01,II/1271/1,97.49,1
2009-05-01,II/1271/1,97.44,1
2009-06-01,II/1271/1,97.41,1
2009-07-01,II/1271/1,97.45,1
2009-08-01,II/1271/1,97.34,1
2009-09-01,II/1271/1,97.16,1
2009-10-01,II/1271/1,97.14,1
2009-11-01,II/1271/1,97.31,1
2009-12-01,II/1271/1,97.4,1
2010-01-01,II/1271/1,97.45,1
2010-02-01,II/1271/1,97.48,1
2010-03-01,II/1271/1,97.63,1
2010-04-01,II/1271/1,97.75,1
2010-05-01,II/1271/1,97.82,1
2010-06-01,II/1271/1,97.77,1
2010-07-01,II/1271/1,97.46,1
2010-08-01,II/1271/1,97.58,1
2010-09-01,II/1271/1,97.68,1
2010-10-01,II/1271/1,97.69,1
2010-11-01,II/1271/1,97.8,1
2010-12-01,II/1271/1,98,1
2011-01-01,II/1271/1,98.14,1
2011-02-01,II/1271/1,98.14,1
2011-03-01,II/1271/1,98.07,1
2011-04-01,II/1271/1,98.04,1
2011-05-01,II/1271/1,97.94,1
2011-06-01,II/1271/1,97.76,1
2011-07-01,II/1271/1,97.63,1
2011-08-01,II/1271/1,97.55,1
2011-09-01,II/1271/1,97.42,1
2011-10-01,II/1271/1,97.37,1
2011-11-01,II/1271/1,97.41,1
2011-12-01,II/1271/1,97.42,1
2012-01-01,II/1271/1,97.49,1
2012-02-01,II/1271/1,97.53,1
2012-03-01,II/1271/1,97.6,1
2012-04-01,II/1271/1,97.63,1
2012-05-01,II/1271/1,97.56,1
2012-06-01,II/1271/1,97.45,1
2012-07-01,II/1271/1,97.29,1
2012-08-01,II/1271/1,97.07,1
2012-09-01,II/1271/1,96.92,1
2012-10-01,II/1271/1,96.89,1
2012-11-01,II/1271/1,96.99,1
2012-12-01,II/1271/1,97.1,1
2013-01-01,II/1271/1,97.24,1
2013-02-01,II/1271/1,97.39,1
2013-03-01,II/1271/1,97.52,1
2013-04-01,II/1271/1,97.64,1
2013-05-01,II/1271/1,97.67,1
2013-06-01,II/1271/1,97.64,1
2013-07-01,II/1271/1,97.46,1
2013-08-01,II/1271/1,97.26,1
2013-09-01,II/1271/1,97.21,1
2013-10-01,II/1271/1,97.37,1
2013-11-01,II/1271/1,97.43,1
2013-12-01,II/1271/1,97.49,1
2014-01-01,II/1271/1,3.659999999999997,1
2014-02-01,II/1271/1,3.590000000000003,1
2014-03-01,II/1271/1,3.540000000000006,1
2014-04-01,II/1271/1,97.779,1
2014-05-01,II/1271/1,97.74548387096775,1
2014-06-01,II/1271/1,97.60133333333333,1
2014-07-01,II/1271/1,97.32903225806452,1
2014-08-01,II/1271/1,97.15322580645162,1
2014-09-01,II/1271/1,97.02533333333334,1
2014-10-01,II/1271/1,96.99625,1
2014-11-01,II/1271/1,97.09133333333334,1
2014-12-01,II/1271/1,97.12806451612903,1
2015-01-01,II/1271/1,97.22774193548388,1
2015-02-01,II/1271/1,97.32178571428571,1
2015-03-01,II/1271/1,97.38612903225807,1
2015-04-01,II/1271/1,97.43266666666666,1
2015-05-01,II/1271/1,97.41935483870968,1
2015-06-01,II/1271/1,97.217,1
2015-07-01,II/1271/1,96.98354838709677,1
2015-08-01,II/1271/1,96.79322580645162,1
2015-09-01,II/1271/1,96.611,1
2015-10-01,II/1271/1,96.53758620689655,1
2015-11-01,II/1271/1,96.575,1
2015-12-01,II/1271/1,96.70645161290322,1
2016-01-01,II/1271/1,96.72129032258064,1
2016-02-01,II/1271/1,96.89172413793104,1
2016-03-01,II/1271/1,97.03645161290322,1
2016-04-01,II/1271/1,97.11966666666666,1
2016-05-01,II/1271/1,97.06225806451613,1
2016-06-01,II/1271/1,96.843,1
2016-07-01,II/1271/1,96.75548387096774,1
2016-08-01,II/1271/1,97.00222222222223,1
2016-09-01,II/1271/1,96.69428571428571,1
2016-10-01,II/1271/1,96.92935483870968,1
2016-11-01,II/1271/1,97.20366666666666,1
2016-12-01,II/1271/1,97.33806451612904,1
2017-01-01,II/1271/1,97.4,1
2017-02-01,II/1271/1,97.41428571428571,1
2017-03-01,II/1271/1,97.47709677419356,1
2017-04-01,II/1271/1,97.504,1
2017-05-01,II/1271/1,97.54161290322581,1
2017-06-01,II/1271/1,97.45633333333333,1
2017-07-01,II/1271/1,97.34129032258065,1
2017-08-01,II/1271/1,97.36516129032258,1
2017-09-01,II/1271/1,97.46766666666667,1
2017-10-01,II/1271/1,97.53258064516129,1
2017-11-01,II/1271/1,97.58666666666667,1
2017-12-01,II/1271/1,97.63258064516128,1
2018-01-01,II/1271/1,97.68838709677419,1
2018-02-01,II/1271/1,97.7375,1
2018-03-01,II/1271/1,97.73,1
2018-04-01,II/1271/1,97.74266666666666,1
2018-05-01,II/1271/1,97.65161290322581,1
2018-06-01,II/1271/1,97.395,1
2018-07-01,II/1271/1,97.15733333333333,1
2018-08-01,II/1271/1,96.95548387096774,1
2018-09-01,II/1271/1,96.695,1
2018-10-01,II/1271/1,96.62645161290322,1
2018-11-01,II/1271/1,96.77533333333334,1
2018-12-01,II/1271/1,96.86290322580645,1
2019-01-01,II/1271/1,96.95548387096774,1
2019-02-01,II/1271/1,97.12321428571428,1
2019-03-01,II/1271/1,97.24935483870968,1
2019-04-01,II/1271/1,97.29733333333333,1
2019-05-01,II/1271/1,97.30387096774193,1
2019-06-01,II/1271/1,97.124,1
2019-07-01,II/1271/1,96.74161290322581,1
2019-08-01,II/1271/1,96.48466666666667,1
2019-12-01,II/1271/1,96.38866666666667,1
2020-01-01,II/1271/1,96.43741935483871,1
2020-02-01,II/1271/1,96.54722222222222,1
2020-09-01,II/1271/1,96.80391304347826,1
2020-10-01,II/1271/1,96.97655172413793,1
2020-11-01,II/1271/1,97.14433333333334,1
2020-12-01,II/1271/1,97.19193548387096,1
2021-01-01,II/1271/1,97.24806451612903,1
2021-02-01,II/1271/1,97.32214285714285,1
2021-03-01,II/1271/1,97.38290322580646,1
2021-04-01,II/1271/1,97.39933333333333,1
2021-05-01,II/1271/1,97.49225806451614,1
2021-06-01,II/1271/1,97.39766666666667,1
2021-07-01,II/1271/1,97.38645161290323,1
2021-08-01,II/1271/1,97.43193548387097,1
2021-09-01,II/1271/1,97.41866666666667,1
2021-10-01,II/1271/1,97.39483870967742,1
2021-11-01,II/1271/1,97.414,1
2021-12-01,II/1271/1,97.41870967741936,1
2022-01-01,II/1271/1,97.45,1
2022-02-01,II/1271/1,97.51428571428572,1
2022-03-01,II/1271/1,97.50967741935484,1
2022-04-01,II/1271/1,97.49566666666666,1
2022-05-01,II/1271/1,97.46032258064515,1
2022-06-01,II/1271/1,97.35866666666666,1
2022-07-01,II/1271/1,97.0516129032258,1
2022-08-01,II/1271/1,96.74,1
2022-09-01,II/1271/1,96.61233333333334,1
2022-10-01,II/1271/1,96.57612903225807,1
2022-11-01,II/1271/1,96.683,1
2022-12-01,II/1271/1,96.72064516129032,1
2023-01-01,II/1271/1,96.88870967741936,1
2023-02-01,II/1271/1,97.08357142857143,1
2023-03-01,II/1271/1,97.23548387096774,1
2023-04-01,II/1271/1,97.311,1
2023-05-01,II/1271/1,97.31903225806451,1
2023-06-01,II/1271/1,97.13666666666667,1
2023-08-01,II/1271/1,96.44689655172414,1
2023-09-01,II/1271/1,96.28133333333334,1
2023-10-01,II/1271/1,96.14870967741936,1
2023-11-01,II/1271/1,96.241,1
2023-12-01,II/1271/1,96.54709677419355,1
2024-01-01,II/1271/1,96.83870967741936,1
2024-02-01,II/1271/1,97.09482758620689,1
2024-03-01,II/1271/1,97.22774193548388,1
2024-04-01,II/1271/1,97.39793103448275,1
2004-07-01,II/1272/1,103.96,1
2004-08-01,II/1272/1,103.94,1
2004-09-01,II/1272/1,103.87,1
2004-10-01,II/1272/1,103.83,1
2004-11-01,II/1272/1,103.81,1
2004-12-01,II/1272/1,103.77,1
2005-01-01,II/1272/1,103.76,1
2005-02-01,II/1272/1,103.73,1
2005-03-01,II/1272/1,103.86,1
2005-04-01,II/1272/1,104.11,1
2005-05-01,II/1272/1,104.2,1
2005-06-01,II/1272/1,104.26,1
2005-07-01,II/1272/1,104.25,1
2005-08-01,II/1272/1,104.2,1
2005-09-01,II/1272/1,104.15,1
2005-10-01,II/1272/1,104.03,1
2005-11-01,II/1272/1,104.01,1
2005-12-01,II/1272/1,103.96,1
2006-01-01,II/1272/1,103.91,1
2006-02-01,II/1272/1,103.85,1
2006-03-01,II/1272/1,103.83,1
2006-04-01,II/1272/1,103.85,1
2006-05-01,II/1272/1,103.91,1
2006-06-01,II/1272/1,103.93,1
2006-07-01,II/1272/1,103.92,1
2006-08-01,II/1272/1,103.93,1
2006-09-01,II/1272/1,103.9,1
2006-10-01,II/1272/1,103.84,1
2006-11-01,II/1272/1,103.82,1
2006-12-01,II/1272/1,103.79,1
2007-01-01,II/1272/1,103.77,1
2007-02-01,II/1272/1,103.9,1
2007-03-01,II/1272/1,104.15,1
2007-04-01,II/1272/1,104.46,1
2007-05-01,II/1272/1,104.56,1
2007-06-01,II/1272/1,104.45,1
2007-07-01,II/1272/1,104.41,1
2007-08-01,II/1272/1,104.34,1
2007-09-01,II/1272/1,104.27,1
2007-10-01,II/1272/1,104.23,1
2007-11-01,II/1272/1,104.19,1
2007-12-01,II/1272/1,104.16,1
2008-01-01,II/1272/1,104.07,1
2008-02-01,II/1272/1,104.13,1
2008-03-01,II/1272/1,104.23,1
2008-04-01,II/1272/1,104.32,1
2008-05-01,II/1272/1,104.36,1
2008-06-01,II/1272/1,104.3,1
2008-07-01,II/1272/1,104.21,1
2008-08-01,II/1272/1,104.19,1
2008-09-01,II/1272/1,104.12,1
2008-10-01,II/1272/1,104.07,1
2008-11-01,II/1272/1,104.04,1
2008-12-01,II/1272/1,103.99,1
2009-01-01,II/1272/1,103.95,1
2009-02-01,II/1272/1,103.91,1
2009-03-01,II/1272/1,103.99,1
2009-04-01,II/1272/1,104.15,1
2009-05-01,II/1272/1,104.22,1
2009-06-01,II/1272/1,104.2,1
2009-07-01,II/1272/1,104.14,1
2009-08-01,II/1272/1,104.1,1
2009-09-01,II/1272/1,104.02,1
2009-10-01,II/1272/1,103.97,1
2009-11-01,II/1272/1,103.92,1
2009-12-01,II/1272/1,103.9,1
2010-01-01,II/1272/1,103.86,1
2010-02-01,II/1272/1,103.81,1
2010-03-01,II/1272/1,104.13,1
2010-04-01,II/1272/1,104.31,1
2010-05-01,II/1272/1,104.4,1
2010-06-01,II/1272/1,104.45,1
2010-07-01,II/1272/1,104.39,1
2010-08-01,II/1272/1,104.37,1
2010-09-01,II/1272/1,104.39,1
2010-10-01,II/1272/1,104.62,1
2010-11-01,II/1272/1,104.73,1
2010-12-01,II/1272/1,104.89,1
2011-01-01,II/1272/1,105.2,1
2011-02-01,II/1272/1,105.42,1
2011-03-01,II/1272/1,105.25,1
2011-04-01,II/1272/1,105.05,1
2011-05-01,II/1272/1,104.94,1
2011-06-01,II/1272/1,104.84,1
2011-07-01,II/1272/1,104.75,1
2011-08-01,II/1272/1,104.63,1
2011-09-01,II/1272/1,104.56,1
2011-10-01,II/1272/1,104.48,1
2011-11-01,II/1272/1,104.41,1
2011-12-01,II/1272/1,104.35,1
2012-01-01,II/1272/1,104.3,1
2012-02-01,II/1272/1,104.27,1
2012-03-01,II/1272/1,104.25,1
2012-04-01,II/1272/1,104.24,1
2012-05-01,II/1272/1,104.23,1
2012-06-01,II/1272/1,104.27,1
2012-07-01,II/1272/1,104.31,1
2012-08-01,II/1272/1,104.34,1
2012-09-01,II/1272/1,104.32,1
2012-10-01,II/1272/1,104.24,1
2012-11-01,II/1272/1,104.22,1
2012-12-01,II/1272/1,104.19,1
2013-01-01,II/1272/1,104.18,1
2013-02-01,II/1272/1,104.41,1
2013-03-01,II/1272/1,104.67,1
2013-04-01,II/1272/1,104.84,1
2013-05-01,II/1272/1,104.87,1
2013-06-01,II/1272/1,104.83,1
2013-07-01,II/1272/1,104.76,1
2013-08-01,II/1272/1,104.64,1
2013-09-01,II/1272/1,104.54,1
2013-10-01,II/1272/1,104.49,1
2013-11-01,II/1272/1,104.46,1
2013-12-01,II/1272/1,104.39,1
2014-01-01,II/1272/1,104.35,1
2014-02-01,II/1272/1,104.34,1
2014-03-01,II/1272/1,104.39,1
2014-04-01,II/1272/1,104.53,1
2014-05-01,II/1272/1,104.63,1
2014-06-01,II/1272/1,104.65,1
2014-07-01,II/1272/1,104.56,1
2014-08-01,II/1272/1,104.49,1
2014-09-01,II/1272/1,104.4,1
2014-10-01,II/1272/1,104.33,1
2014-11-01,II/1272/1,104.28,1
2014-12-01,II/1272/1,104.21,1
2015-01-01,II/1272/1,104.35,1
2015-02-01,II/1272/1,104.2,1
2015-03-01,II/1272/1,104.24,1
2015-04-01,II/1272/1,104.27,1
2015-05-01,II/1272/1,104.3,1
2015-06-01,II/1272/1,104.3,1
2015-07-01,II/1272/1,104.26,1
2015-08-01,II/1272/1,104.21,1
2015-09-01,II/1272/1,104.17,1
2015-10-01,II/1272/1,103.81,1
2015-11-01,II/1272/1,103.75,1
2015-12-01,II/1272/1,103.71,1
2016-01-01,II/1272/1,103.69,1
2016-02-01,II/1272/1,103.65,1
2016-03-01,II/1272/1,103.64,1
2016-04-01,II/1272/1,103.68,1
2016-05-01,II/1272/1,103.65,1
2016-06-01,II/1272/1,103.62,1
2016-07-01,II/1272/1,103.68,1
2016-08-01,II/1272/1,103.89,1
2016-09-01,II/1272/1,103.98,1
2016-10-01,II/1272/1,103.99,1
2016-11-01,II/1272/1,104.02,1
2016-12-01,II/1272/1,104.14,1
2017-01-01,II/1272/1,104.28,1
2017-02-01,II/1272/1,104.32,1
2017-03-01,II/1272/1,104.37,1
2017-04-01,II/1272/1,104.5,1
2017-05-01,II/1272/1,104.51,1
2017-06-01,II/1272/1,104.44,1
2017-07-01,II/1272/1,104.35,1
2017-08-01,II/1272/1,104.42,1
2017-09-01,II/1272/1,104.65,1
2017-10-01,II/1272/1,104.68,1
2017-11-01,II/1272/1,104.76,1
2017-12-01,II/1272/1,104.73,1
2018-01-01,II/1272/1,104.78,1
2018-02-01,II/1272/1,104.99,1
2018-03-01,II/1272/1,104.81,1
2018-04-01,II/1272/1,104.69,1
2018-05-01,II/1272/1,104.61,1
2018-06-01,II/1272/1,104.52,1
2018-07-01,II/1272/1,104.42,1
2018-08-01,II/1272/1,104.3,1
2018-09-01,II/1272/1,104.25,1
2018-10-01,II/1272/1,104.18,1
2018-11-01,II/1272/1,104.11,1
2018-12-01,II/1272/1,104.06,1
2019-01-01,II/1272/1,104,1
2019-02-01,II/1272/1,103.99,1
2019-03-01,II/1272/1,104.02,1
2019-04-01,II/1272/1,104.04,1
2019-05-01,II/1272/1,104.04,1
2019-06-01,II/1272/1,104,1
2019-07-01,II/1272/1,103.98,1
2019-08-01,II/1272/1,103.95,1
2019-09-01,II/1272/1,103.91,1
2019-10-01,II/1272/1,103.85,1
2019-11-01,II/1272/1,103.8,1
2019-12-01,II/1272/1,104.52,1
2020-01-01,II/1272/1,103.71,1
2020-02-01,II/1272/1,103.73,1
2020-03-01,II/1272/1,103.79,1
2020-04-01,II/1272/1,103.88,1
2020-05-01,II/1272/1,103.92,1
2020-06-01,II/1272/1,103.85,1
2020-07-01,II/1272/1,103.8,1
2020-08-01,II/1272/1,103.72,1
2020-09-01,II/1272/1,103.71,1
2020-10-01,II/1272/1,103.68,1
2004-07-01,II/1273/1,77.91,1
2004-08-01,II/1273/1,77.76,1
2004-09-01,II/1273/1,77.67,1
2004-10-01,II/1273/1,77.74,1
2004-11-01,II/1273/1,77.79,1
2004-12-01,II/1273/1,77.88,1
2005-01-01,II/1273/1,78,1
2005-02-01,II/1273/1,78.09,1
2005-03-01,II/1273/1,78.3,1
2005-04-01,II/1273/1,78.71,1
2005-05-01,II/1273/1,78.32,1
2005-06-01,II/1273/1,78.21,1
2005-07-01,II/1273/1,77.97,1
2005-08-01,II/1273/1,77.86,1
2005-09-01,II/1273/1,77.81,1
2005-10-01,II/1273/1,77.78,1
2005-11-01,II/1273/1,77.8,1
2005-12-01,II/1273/1,77.96,1
2006-01-01,II/1273/1,78.07,1
2006-02-01,II/1273/1,78.12,1
2006-03-01,II/1273/1,78.21,1
2006-04-01,II/1273/1,78.49,1
2006-05-01,II/1273/1,78.39,1
2006-06-01,II/1273/1,78.25,1
2006-07-01,II/1273/1,77.91,1
2006-08-01,II/1273/1,77.98,1
2006-09-01,II/1273/1,77.95,1
2006-11-01,II/1273/1,78.02,1
2006-12-01,II/1273/1,78.07,1
2007-01-01,II/1273/1,78.21,1
2007-02-01,II/1273/1,78.49,1
2007-03-01,II/1273/1,78.64,1
2007-04-01,II/1273/1,78.6,1
2007-05-01,II/1273/1,78.42,1
2007-06-01,II/1273/1,78.2,1
2007-07-01,II/1273/1,78.22,1
2007-08-01,II/1273/1,78.24,1
2007-09-01,II/1273/1,78.18,1
2007-10-01,II/1273/1,78.12,1
2007-11-01,II/1273/1,78.15,1
2007-12-01,II/1273/1,78.22,1
2008-01-01,II/1273/1,78.32,1
2008-02-01,II/1273/1,78.53,1
2008-03-01,II/1273/1,78.59,1
2008-04-01,II/1273/1,78.54,1
2008-05-01,II/1273/1,78.39,1
2008-06-01,II/1273/1,78.13,1
2008-07-01,II/1273/1,77.98,1
2008-08-01,II/1273/1,77.95,1
2008-09-01,II/1273/1,77.91,1
2008-10-01,II/1273/1,77.89,1
2008-11-01,II/1273/1,77.99,1
2008-12-01,II/1273/1,77.94,1
2009-01-01,II/1273/1,77.92,1
2009-02-01,II/1273/1,77.95,1
2009-03-01,II/1273/1,78.04,1
2009-04-01,II/1273/1,78.04,1
2009-05-01,II/1273/1,77.99,1
2009-06-01,II/1273/1,78.06,1
2009-07-01,II/1273/1,78.1,1
2009-08-01,II/1273/1,78.02,1
2009-09-01,II/1273/1,77.94,1
2009-10-01,II/1273/1,77.98,1
2009-11-01,II/1273/1,78.05,1
2009-12-01,II/1273/1,78.16,1
2010-01-01,II/1273/1,78.21,1
2010-02-01,II/1273/1,78.2,1
2010-03-01,II/1273/1,78.36,1
2010-04-01,II/1273/1,78.47,1
2010-05-01,II/1273/1,78.53,1
2010-06-01,II/1273/1,78.58,1
2010-07-01,II/1273/1,78.33,1
2010-08-01,II/1273/1,78.54,1
2010-09-01,II/1273/1,78.56,1
2010-10-01,II/1273/1,78.47,1
2010-11-01,II/1273/1,78.66,1
2010-12-01,II/1273/1,79.01,1
2011-01-01,II/1273/1,79.27,1
2011-02-01,II/1273/1,79.36,1
2011-03-01,II/1273/1,79.14,1
2011-04-01,II/1273/1,78.86,1
2011-05-01,II/1273/1,78.6,1
2011-06-01,II/1273/1,78.33,1
2011-07-01,II/1273/1,78.25,1
2011-08-01,II/1273/1,78.17,1
2011-09-01,II/1273/1,78.04,1
2011-10-01,II/1273/1,78.03,1
2011-11-01,II/1273/1,78.09,1
2011-12-01,II/1273/1,78.16,1
2012-01-01,II/1273/1,78.29,1
2012-02-01,II/1273/1,78.28,1
2012-03-01,II/1273/1,78.3,1
2012-04-01,II/1273/1,78.24,1
2012-05-01,II/1273/1,78.12,1
2012-06-01,II/1273/1,78.09,1
2012-07-01,II/1273/1,78.12,1
2012-08-01,II/1273/1,78.02,1
2012-09-01,II/1273/1,77.96,1
2012-10-01,II/1273/1,78,1
2012-11-01,II/1273/1,78.09,1
2012-12-01,II/1273/1,78.12,1
2013-01-01,II/1273/1,78.19,1
2013-02-01,II/1273/1,78.33,1
2013-03-01,II/1273/1,78.36,1
2013-04-01,II/1273/1,78.36,1
2013-05-01,II/1273/1,78.27,1
2013-06-01,II/1273/1,78.22,1
2013-07-01,II/1273/1,78.14,1
2013-08-01,II/1273/1,78.08,1
2013-09-01,II/1273/1,78.1,1
2013-10-01,II/1273/1,78.17,1
2013-11-01,II/1273/1,78.24,1
2013-12-01,II/1273/1,78.32,1
2014-01-01,II/1273/1,78.38,1
2014-02-01,II/1273/1,78.39,1
2014-03-01,II/1273/1,78.4,1
2014-04-01,II/1273/1,78.39,1
2014-05-01,II/1273/1,78.3,1
2014-06-01,II/1273/1,78.12,1
2014-07-01,II/1273/1,77.9,1
2014-08-01,II/1273/1,77.81,1
2014-09-01,II/1273/1,77.81,1
2014-10-01,II/1273/1,77.91,1
2014-11-01,II/1273/1,77.98,1
2014-12-01,II/1273/1,78.05,1
2015-01-01,II/1273/1,78.16,1
2015-02-01,II/1273/1,78.18,1
2015-03-01,II/1273/1,78.15,1
2015-04-01,II/1273/1,78.17,1
2015-05-01,II/1273/1,78.1,1
2015-06-01,II/1273/1,77.95,1
2015-07-01,II/1273/1,77.82,1
2015-08-01,II/1273/1,77.64,1
2015-09-01,II/1273/1,77.65,1
2015-10-01,II/1273/1,77.68,1
2015-11-01,II/1273/1,77.83,1
2015-12-01,II/1273/1,77.91,1
2016-01-01,II/1273/1,77.92,1
2016-02-01,II/1273/1,78.05,1
2016-03-01,II/1273/1,78.17,1
2016-04-01,II/1273/1,78.19,1
2016-05-01,II/1273/1,78.1,1
2016-06-01,II/1273/1,77.88,1
2016-07-01,II/1273/1,77.81,1
2016-08-01,II/1273/1,77.85,1
2016-09-01,II/1273/1,77.7,1
2016-10-01,II/1273/1,77.85,1
2016-11-01,II/1273/1,78.02,1
2016-12-01,II/1273/1,78.18,1
2017-01-01,II/1273/1,78.23,1
2017-02-01,II/1273/1,78.18,1
2017-03-01,II/1273/1,78.33,1
2017-04-01,II/1273/1,78.33,1
2017-05-01,II/1273/1,78.33,1
2017-06-01,II/1273/1,78.11,1
2017-07-01,II/1273/1,78.02,1
2017-08-01,II/1273/1,78.1,1
2017-09-01,II/1273/1,78.22,1
2017-10-01,II/1273/1,78.25,1
2017-11-01,II/1273/1,78.37,1
2017-12-01,II/1273/1,78.44,1
2018-01-01,II/1273/1,78.54,1
2018-02-01,II/1273/1,78.6,1
2018-03-01,II/1273/1,78.49,1
2018-04-01,II/1273/1,78.44,1
2018-05-01,II/1273/1,78.28,1
2018-06-01,II/1273/1,77.99,1
2018-07-01,II/1273/1,77.97,1
2018-08-01,II/1273/1,77.93,1
2018-09-01,II/1273/1,77.8,1
2018-10-01,II/1273/1,77.82,1
2018-11-01,II/1273/1,77.92,1
2018-12-01,II/1273/1,77.99,1
2019-01-01,II/1273/1,78.13,1
2019-02-01,II/1273/1,78.21,1
2019-03-01,II/1273/1,78.26,1
2019-04-01,II/1273/1,78.19,1
2019-05-01,II/1273/1,78.1,1
2019-06-01,II/1273/1,77.96,1
2019-07-01,II/1273/1,77.68,1
2019-08-01,II/1273/1,77.53,1
2019-09-01,II/1273/1,77.51,1
2019-10-01,II/1273/1,77.6,1
2019-11-01,II/1273/1,77.65,1
2019-12-01,II/1273/1,77.71,1
2020-01-01,II/1273/1,77.76,1
2020-02-01,II/1273/1,77.83,1
2020-03-01,II/1273/1,77.87,1
2020-04-01,II/1273/1,77.83,1
2020-05-01,II/1273/1,77.71,1
2020-06-01,II/1273/1,77.65,1
2020-07-01,II/1273/1,77.68,1
2020-08-01,II/1273/1,77.53,1
2020-09-01,II/1273/1,77.64,1
2020-10-01,II/1273/1,77.78,1
2020-11-01,II/1273/1,77.87,1
2020-12-01,II/1273/1,77.9295652173913,1
2021-01-01,II/1273/1,78.07774193548387,1
2021-02-01,II/1273/1,78.21428571428571,1
2021-03-01,II/1273/1,78.27516129032257,1
2021-04-01,II/1273/1,78.24133333333333,1
2021-05-01,II/1273/1,78.31483870967742,1
2021-06-01,II/1273/1,78.11466666666666,1
2021-07-01,II/1273/1,78.10193548387096,1
2021-08-01,II/1273/1,78.02935483870968,1
2021-09-01,II/1273/1,78.01566666666666,1
2021-10-01,II/1273/1,77.94935483870968,1
2021-11-01,II/1273/1,77.95866666666666,1
2021-12-01,II/1273/1,77.99935483870968,1
2022-01-01,II/1273/1,78.10258064516128,1
2022-02-01,II/1273/1,78.26035714285715,1
2022-03-01,II/1273/1,78.23290322580645,1
2022-04-01,II/1273/1,78.18133333333333,1
2022-05-01,II/1273/1,78.04516129032258,1
2022-06-01,II/1273/1,77.968,1
2022-07-01,II/1273/1,77.74516129032259,1
2022-08-01,II/1273/1,77.67636363636363,1
2022-10-01,II/1273/1,77.67538461538462,1
2022-11-01,II/1273/1,77.73933333333333,1
2022-12-01,II/1273/1,77.79774193548387,1
2023-01-01,II/1273/1,77.92967741935483,1
2023-02-01,II/1273/1,78.12678571428572,1
2023-03-01,II/1273/1,78.21666666666667,1
2023-04-01,II/1273/1,78.23566666666666,1
2023-05-01,II/1273/1,78.10612903225807,1
2023-06-01,II/1273/1,77.80499999999999,1
2023-07-01,II/1273/1,77.57870967741935,1
2023-08-01,II/1273/1,77.4858064516129,1
2023-09-01,II/1273/1,77.51666666666667,1
2023-11-01,II/1273/1,77.7,1
2023-12-01,II/1273/1,77.76161290322581,1
2024-01-01,II/1273/1,77.93354838709678,1
2024-02-01,II/1273/1,78.16655172413793,1
2024-03-01,II/1273/1,78.29299999999999,1
2024-04-01,II/1273/1,78.2376923076923,1
2005-07-01,II/1274/1,68.24,1
2005-08-01,II/1274/1,68.19,1
2005-09-01,II/1274/1,68.12,1
2005-10-01,II/1274/1,68.08,1
2005-11-01,II/1274/1,68.05,1
2005-12-01,II/1274/1,68.03,1
2006-01-01,II/1274/1,68.01,1
2006-02-01,II/1274/1,67.99,1
2006-03-01,II/1274/1,67.97,1
2006-04-01,II/1274/1,68.02,1
2006-05-01,II/1274/1,68.07,1
2006-06-01,II/1274/1,68.08,1
2006-07-01,II/1274/1,67.95,1
2006-08-01,II/1274/1,67.96,1
2006-09-01,II/1274/1,68.01,1
2006-10-01,II/1274/1,68,1
2006-11-01,II/1274/1,67.99,1
2006-12-01,II/1274/1,67.98,1
2007-01-01,II/1274/1,67.98,1
2007-02-01,II/1274/1,67.98,1
2007-03-01,II/1274/1,68.06,1
2007-04-01,II/1274/1,68.18,1
2007-05-01,II/1274/1,68.25,1
2007-06-01,II/1274/1,68.2,1
2007-07-01,II/1274/1,68.16,1
2007-08-01,II/1274/1,68.15,1
2007-09-01,II/1274/1,68.13,1
2007-10-01,II/1274/1,68.09,1
2007-11-01,II/1274/1,68.09,1
2007-12-01,II/1274/1,68.09,1
2008-01-01,II/1274/1,68.08,1
2008-02-01,II/1274/1,68.11,1
2008-03-01,II/1274/1,68.17,1
2008-04-01,II/1274/1,68.22,1
2008-05-01,II/1274/1,68.22,1
2008-06-01,II/1274/1,68.21,1
2008-07-01,II/1274/1,68.23,1
2008-08-01,II/1274/1,68.22,1
2008-09-01,II/1274/1,68.2,1
2008-10-01,II/1274/1,68.2,1
2008-11-01,II/1274/1,68.12,1
2008-12-01,II/1274/1,68.05,1
2009-01-01,II/1274/1,68,1
2009-02-01,II/1274/1,67.98,1
2009-03-01,II/1274/1,68,1
2009-04-01,II/1274/1,68.01,1
2009-05-01,II/1274/1,68,1
2009-06-01,II/1274/1,67.97,1
2009-07-01,II/1274/1,67.97,1
2009-08-01,II/1274/1,67.94,1
2009-09-01,II/1274/1,67.91,1
2009-10-01,II/1274/1,67.83,1
2009-11-01,II/1274/1,67.83,1
2009-12-01,II/1274/1,67.83,1
2010-01-01,II/1274/1,67.77,1
2010-02-01,II/1274/1,67.78,1
2010-03-01,II/1274/1,67.91,1
2010-04-01,II/1274/1,68.01,1
2010-05-01,II/1274/1,68.04,1
2010-06-01,II/1274/1,68.08,1
2010-07-01,II/1274/1,68.03,1
2010-08-01,II/1274/1,68.09,1
2010-09-01,II/1274/1,68.11,1
2010-10-01,II/1274/1,68.09,1
2010-11-01,II/1274/1,68.16,1
2010-12-01,II/1274/1,68.31,1
2011-01-01,II/1274/1,68.43,1
2011-02-01,II/1274/1,68.56,1
2011-03-01,II/1274/1,68.64,1
