river_name,x_coord_2180,y_coord_2180
Gąsawka,415249.2808,571918.548
Gąsawka,415270.7358,571920.2522
Gąsawka,415428.8888,571935.1133
Gąsawka,415455.8302,571936.8394
Gąsawka,415476.7663,571936.9913
Gąsawka,415535.489,571931.1287
Gąsawka,415546.9227,571927.7957
Gąsawka,415574.8453,571916.7267
Gąsawka,415601.43,571907.7086
Gąsawka,415620.1043,571904.6869
Gąsawka,415638.2224,571903.978
Gąsawka,415655.0072,571905.8777
Gąsawka,415676.3728,571910.794
Gąsawka,415722.4591,571924.5832
Gąsawka,415759.5067,571936.841
Gąsawka,415801.3023,571950.5348
Gąsawka,415830.1205,571958.3649
Gąsawka,415922.3922,571967.549
Biała Struga,411350.7695,570618.8769
Biała Struga,411391.7182,570621.9128
Biała Struga,411394.0341,570622.0845
Biała Struga,411455.8977,570633.7867
Biała Struga,411647.3511,570674.9998
Biała Struga,411703.3732,570684.9421
Biała Struga,411756.2931,570686.7577
Biała Struga,411780.1823,570684.4708
Biała Struga,411815.6391,570678.383
Biała Struga,411845.6208,570676.5133
Biała Struga,411861.4559,570677.9591
Biała Struga,411899.6894,570685.7911
Biała Struga,411919.9869,570688.2809
Biała Struga,411920.5004,570688.3439
Biała Struga,411949.4522,570689.715
Biała Struga,412000.4084,570689.3015
Biała Struga,412019.4083,570691.2559
Biała Struga,412032.2501,570696.4937
Biała Struga,412044.9249,570704.7536
Biała Struga,412114.7914,570771.869
Biała Struga,412135.6318,570787.4135
Biała Struga,412160.4902,570802.2649
Biała Struga,412246.0052,570847.8735
Biała Struga,412328.7226,570887.9289
Biała Struga,412388.5197,570913.2511
Biała Struga,412448.5466,570935.263
Biała Struga,412474.7383,570941.7343
Biała Struga,412510.3725,570946.5782
Biała Struga,412628.0611,570953.6031
Biała Struga,412789.7063,570961.5316
Biała Struga,412845.4856,570966.8891
Biała Struga,412878.9478,570976.3755
Biała Struga,412956.2609,571010.7967
Biała Struga,413117.9997,571082.2523
Biała Struga,413238.5996,571140.3569
Biała Struga,413293.9363,571165.8699
Biała Struga,413410.242,571216.5683
Biała Struga,413506.0665,571254.1236
Biała Struga,413611.1406,571295.3038
Biała Struga,413690.1299,571329.0691
Biała Struga,413870.2779,571408.326
Biała Struga,414134.9328,571523.7193
Biała Struga,414203.9877,571550.042
Biała Struga,414331.8812,571595.9309
Biała Struga,414451.5242,571641.0412
Biała Struga,414796.3857,571776.8035
Biała Struga,414953.1816,571836.6931
Biała Struga,414977.8875,571844.6508
Biała Struga,415012.034,571852.2096
Biała Struga,415039.0121,571859.6444
Biała Struga,415101.8119,571885.5103
Biała Struga,415173.3784,571910.9628
Biała Struga,415189.0504,571913.7637
Biała Struga,415249.2808,571918.548
Górny Kanał Noteci,430137.1482,570542.198
Górny Kanał Noteci,430105.7195,570560.8178
Górny Kanał Noteci,430087.4549,570572.8949
Górny Kanał Noteci,430075.414,570583.3732
Górny Kanał Noteci,430055.8523,570603.4806
Górny Kanał Noteci,430024.2464,570639.8721
Górny Kanał Noteci,430020.5372,570646.7774
Górny Kanał Noteci,430017.7245,570658.2501
Górny Kanał Noteci,430009.5454,570719.8759
Górny Kanał Noteci,430006.2897,570751.7044
Górny Kanał Noteci,430004.6071,570761.5185
Górny Kanał Noteci,430001.486,570773.1109
Górny Kanał Noteci,429993.6247,570793.6338
Górny Kanał Noteci,429931.6937,570921.6857
Górny Kanał Noteci,429898.1421,570988.3408
Górny Kanał Noteci,429862.4143,571051.8861
Górny Kanał Noteci,429813.3102,571149.8243
Górny Kanał Noteci,429813.2602,571149.9449
Górny Kanał Noteci,429784.4772,571216.7441
Górny Kanał Noteci,429778.0385,571234.8634
Górny Kanał Noteci,429774.4194,571242.8442
Kanał Poprzeczny,407821.1292,566798.495
Kanał Poprzeczny,407850.1492,566806.3908
Kanał Poprzeczny,408025.4272,566871.0261
Kanał Poprzeczny,408064.9684,566881.9183
Kanał Poprzeczny,408159.2058,566893.1933
Kanał Poprzeczny,408254.0017,566896.779
Kanał Poprzeczny,408480.8243,566893.0556
Kanał Poprzeczny,408527.6839,566890.7764
Kanał Poprzeczny,408562.2023,566885.0461
Kanał Poprzeczny,408598.594,566896.7035
Kanał Poprzeczny,408608.904,566902.7454
Kanał Poprzeczny,408619.6768,566911.8755
Kanał Poprzeczny,408639.9022,566934.1345
Kanał Poprzeczny,408654.5428,566954.2978
Kanał Poprzeczny,408661.5356,566969.9116
Kanał Poprzeczny,408664.8952,566986.4969
Kanał Poprzeczny,408662.4767,567013.467
Kanał Poprzeczny,408646.8457,567083.6803
Kanał Poprzeczny,408647.0371,567101.6853
Kanał Poprzeczny,408649.9561,567113.392
Kanał Poprzeczny,408658.8612,567126.6068
Kanał Poprzeczny,408668.9887,567137.7794
Kanał Poprzeczny,408788.7937,567243.5941
Kanał Poprzeczny,408813.5512,567268.3546
Kanał Poprzeczny,408825.8229,567288.8402
Kanał Poprzeczny,408869.8554,567388.4924
Kanał Poprzeczny,408873.924,567393.2379
Kanał Poprzeczny,408878.739,567395.0914
Kanał Poprzeczny,409021.3887,567387.4419
Kanał Poprzeczny,409169.8233,567376.1213
Kanał Poprzeczny,409174.1921,567373.5113
Kanał Poprzeczny,409176.886,567369.0048
Kanał Poprzeczny,409182.8175,567339.6016
Kanał Poprzeczny,409186.392,567336.0827
Kanał Poprzeczny,409191.5699,567334.6962
Kanał Poprzeczny,409213.8584,567339.9358
Kanał Poprzeczny,409339.571,567386.1417
Kanał Poprzeczny,409743.3287,567535.748
Kanał Poprzeczny,409808.2386,567555.789
Kanał Poprzeczny,409810.503,567580.1311
Kanał Poprzeczny,409887.8999,567797.8409
Kanał Poprzeczny,409905.037,567836.9856
Kanał Poprzeczny,409919.6697,567862.019
Kanał Poprzeczny,409937.2003,567877.6966
Kanał Poprzeczny,409948.0985,567896.3398
Kanał Poprzeczny,410006.34,568044.4376
Kanał Poprzeczny,410262.4432,568717.3218
Kanał Poprzeczny,410355.8594,568975.5448
Kanał Poprzeczny,410423.8856,569134.4828
Kanał Poprzeczny,410434.3276,569130.8378
Kanał Poprzeczny,410440.4272,569174.734
Kanał Poprzeczny,410453.993,569236.2181
Kanał Poprzeczny,410463.7752,569263.5335
Kanał Poprzeczny,410470.0837,569275.968
Kanał Poprzeczny,410475.2476,569282.2536
Kanał Poprzeczny,410489.2561,569289.5644
Kanał Poprzeczny,410686.4906,569360.1491
Kanał Poprzeczny,410714.7453,569477.5383
Kanał Poprzeczny,410798.103,569788.4933
Kanał Poprzeczny,410816.655,569846.5432
Kanał Poprzeczny,410845.1998,569955.7573
Kanał Poprzeczny,410882.6348,570110.1281
Kanał Poprzeczny,410919.5474,570271.8015
Kanał Poprzeczny,410965.4668,570484.4013
Kanał Poprzeczny,411161.5839,570500.7693
Kanał Poprzeczny,411239.9471,570511.0696
Kanał Poprzeczny,411304.7748,570522.4132
Kanał Poprzeczny,411323.2628,570534.4626
Kanał Poprzeczny,411330.0831,570541.9221
Kanał Poprzeczny,411334.55,570549.5873
Kanał Poprzeczny,411347.3957,570588.5857
Kanał Poprzeczny,411350.1208,570603.3037
Kanał Poprzeczny,411350.7695,570618.8769
Kanał Poprzeczny,406255.7926,566751.102
Kanał Poprzeczny,406335.7181,566752.303
Kanał Poprzeczny,406375.5313,566750.4623
Kanał Poprzeczny,406408.1071,566745.8965
Kanał Poprzeczny,406509.3572,566726.9625
Kanał Poprzeczny,406558.3376,566727.5782
Kanał Poprzeczny,406579.1045,566725.0083
Kanał Poprzeczny,406610.8989,566716.1074
Kanał Poprzeczny,406692.8533,566688.7751
Kanał Poprzeczny,406711.0814,566685.5491
Kanał Poprzeczny,406726.6482,566684.9631
Kanał Poprzeczny,406741.3161,566688.1973
Kanał Poprzeczny,406778.2962,566709.9589
Kanał Poprzeczny,406808.3809,566720.7475
Kanał Poprzeczny,406823.3225,566722.2968
Kanał Poprzeczny,406857.2019,566720.0356
Kanał Poprzeczny,406970.76,566711.2506
Kanał Poprzeczny,406993.601,566713.997
Kanał Poprzeczny,407014.7319,566720.2277
Kanał Poprzeczny,407033.2927,566729.9565
Kanał Poprzeczny,407050.7896,566741.6291
Kanał Poprzeczny,407076.5424,566762.3293
Kanał Poprzeczny,407097.4722,566782.2993
Kanał Poprzeczny,407106.649,566794.1492
Kanał Poprzeczny,407115.8836,566809.6784
Kanał Poprzeczny,407136.3523,566854.1725
Kanał Poprzeczny,407145.6197,566864.5107
Kanał Poprzeczny,407157.3751,566870.2575
Kanał Poprzeczny,407184.318,566877.745
Kanał Poprzeczny,407280.6243,566900.4231
Kanał Poprzeczny,407338.9782,566908.7515
Kanał Poprzeczny,407369.858,566906.5008
Kanał Poprzeczny,407380.1515,566902.5163
Kanał Poprzeczny,407503.2509,566833.9674
Kanał Poprzeczny,407517.8522,566827.4753
Kanał Poprzeczny,407560.0995,566819.7366
Kanał Poprzeczny,407706.2122,566805.0255
Kanał Poprzeczny,407756.1246,566794.7585
Noteć,427278.2635,565366.7418
Noteć,427268.211,565408.4724
Noteć,427259.6965,565447.4933
Noteć,427253.3582,565484.5111
Noteć,427226.9906,565638.5072
Noteć,427223.5532,565662.2539
Noteć,427225.0371,565686.2037
Noteć,427229.6281,565707.6403
Noteć,427252.2288,565780.1653
Noteć,427271.7049,565838.9556
Noteć,427316.0107,565967.4276
Noteć,427329.7251,566004.9086
Noteć,427335.8383,566017.6461
Noteć,427340.4048,566024.2099
Noteć,427345.811,566029.9441
Noteć,427367.7977,566047.406
Noteć,427396.0942,566072.7372
Noteć,427420.7307,566096.0999
Noteć,427434.2193,566110.8165
Noteć,427457.3924,566138.447
Noteć,427464.3709,566148.13
Noteć,427469.2492,566158.9892
Noteć,427299.7534,565217.5223
Noteć,427300.2013,565258.1859
Noteć,427298.6928,565276.0387
Noteć,427291.1399,565313.2886
Noteć,427278.2635,565366.7418
Noteć,427064.7861,564468.7135
Noteć,427064.2407,564477.3391
Noteć,427057.5379,564530.8601
Noteć,427050.8444,564576.326
Noteć,427041.7509,564625.4422
Noteć,427041.1652,564643.5052
Noteć,427044.0531,564661.1922
Noteć,427049.2708,564678.5317
Noteć,427055.7481,564693.1545
Noteć,427062.9204,564705.0634
Noteć,427082.7496,564732.7849
Noteć,427091.2934,564746.2908
Noteć,427102.3201,564767.5611
Noteć,427126.1712,564818.2846
Noteć,427137.3843,564839.4169
Noteć,427150.4645,564859.4073
Noteć,427176.3637,564892.5502
Noteć,427186.8706,564907.1463
Noteć,427197.484,564924.0427
Noteć,427260.4018,565033.0787
Noteć,427300.1367,565095.4974
Noteć,427303.1935,565102.7734
Noteć,427305.1344,565114.6451
Noteć,427305.1763,565115.362
Noteć,426904.7717,564233.7167
Noteć,426942.9727,564262.1623
Noteć,426987.0871,564296.497
Noteć,427004.7221,564312.8418
Noteć,427020.8682,564330.5267
Noteć,427034.2857,564348.0337
Noteć,427045.9895,564366.6435
Noteć,427054.5705,564384.7178
Noteć,427061.2363,564405.698
Noteć,427064.498,564425.4005
Noteć,427065.8818,564451.3839
Noteć,427064.7861,564468.7135
Noteć,426680.4836,563922.2413
Noteć,426680.2069,563923.6056
Noteć,426678.9498,563939.6492
Noteć,426678.7663,563959.6177
Noteć,426680.289,563983.5825
Noteć,426683.5858,564015.4814
Noteć,426687.4289,564035.0206
Noteć,426692.0619,564048.3094
Noteć,426697.6311,564059.0214
Noteć,426708.2944,564073.3845
Noteć,426721.2224,564088.7179
Noteć,426742.4008,564110.0421
Noteć,426774.6106,564136.7947
Noteć,426904.7717,564233.7167
Noteć,426595.4954,563438.5603
Noteć,426599.7037,563443.5714
Noteć,426608.9203,563458.9346
Noteć,426640.3173,563519.2991
Noteć,426657.1252,563555.5268
Noteć,426681.1723,563612.6111
Noteć,426717.8704,563703.3875
Noteć,426729.8739,563735.1454
Noteć,426734.0357,563752.6497
Noteć,426733.7297,563762.6534
Noteć,426730.2149,563775.0172
Noteć,426725.5373,563791.4713
Noteć,426692.9528,563879.6609
Noteć,426682.9812,563909.9237
Noteć,426680.4836,563922.2413
Gąsawka,413204.7242,563070.2769
Gąsawka,413200.6654,563074.3559
Gąsawka,413192.5972,563084.5082
Gąsawka,413186.3709,563095.8865
Gąsawka,413177.4006,563122.4998
Gąsawka,413173.9975,563141.191
Gąsawka,413176.4264,563268.0232
Gąsawka,413171.8198,563296.6251
Gąsawka,413164.7096,563322.4982
Gąsawka,413159.3533,563335.2375
Gąsawka,413150.3907,563347.4098
Gąsawka,413136.8283,563359.2139
Gąsawka,413083.4673,563398.3302
Gąsawka,413062.7565,563415.3079
Gąsawka,413055.2301,563427.2227
Gąsawka,413048.3763,563448.2273
Gąsawka,413045.7453,563463.0782
Gąsawka,413045.3785,563480.9846
Gąsawka,413049.7154,563579.8615
Gąsawka,413049.554,563608.1609
Gąsawka,413041.3545,563623.6237
Gąsawka,413039.6897,563625.8698
Gąsawka,413007.1603,563669.7589
Gąsawka,413001.6952,563680.453
Gąsawka,412999.6424,563689.9632
Gąsawka,413003.2204,563710.8307
Gąsawka,413026.7339,563777.7888
Gąsawka,413028.8512,563788.7805
Gąsawka,413028.665,563798.7378
Gąsawka,413012.4717,563850.1809
Gąsawka,413002.5716,563890.0163
Gąsawka,413000.0877,563917.7918
Gąsawka,413001.7098,563949.7917
Gąsawka,413004.8965,563969.5474
Gąsawka,413009.887,563987.917
Gąsawka,413061.5957,564118.9414
Gąsawka,413065.3065,564131.5466
Gąsawka,413066.2138,564143.5317
Gąsawka,413063.7407,564155.0887
Gąsawka,413057.9558,564168.0784
Gąsawka,413022.0578,564226.9366
Gąsawka,413015.2855,564240.1609
Gąsawka,413002.025,564266.0548
Gąsawka,412983.2404,564309.0941
Gąsawka,412960.1418,564374.0774
Gąsawka,412950.281,564392.5867
Gąsawka,412921.5991,564424.56
Gąsawka,412792.7725,564559.8808
Gąsawka,412784.3614,564572.9067
Gąsawka,412779.2024,564580.8962
Gąsawka,412766.0982,564611.1703
Gąsawka,412763.0939,564616.1162
Gąsawka,412758.3379,564623.9457
Gąsawka,412746.0704,564638.4894
Gąsawka,412740.357,564643.9549
Gąsawka,412717.2039,564666.1031
Gąsawka,412669.1581,564712.8073
Gąsawka,412647.7538,564739.2118
Gąsawka,412582.881,564853.8621
Gąsawka,412455.7269,565087.3492
Gąsawka,412440.5969,565117.2908
Gąsawka,412427.5917,565136.2252
Gąsawka,412414.8195,565150.2556
Gąsawka,412391.5147,565169.1622
Gąsawka,412378.7633,565181.843
Gąsawka,412368.0116,565195.8871
Gąsawka,412350.2335,565219.1093
Gąsawka,412325.6202,565257.9337
Gąsawka,412317.6869,565272.8213
Gąsawka,412300.2448,565305.553
Gąsawka,412280.1499,565350.2821
Gąsawka,412234.9189,565450.9614
Gąsawka,412215.0806,565495.1193
Gąsawka,412194.9332,565534.1262
Gąsawka,412173.7789,565563.3388
Gąsawka,412158.672,565579.231
Gąsawka,412141.0623,565592.3307
Gąsawka,412084.5062,565628.4813
Gąsawka,412053.0553,565645.8398
Gąsawka,411970.7788,565681.9456
Gąsawka,411798.4956,565751.7479
Gąsawka,411785.68,565754.7055
Gąsawka,411775.8113,565754.0334
Gąsawka,411768.5899,565750.2518
Gąsawka,411678.2008,565657.0122
Gąsawka,411674.4261,565656.8848
Gąsawka,411671.1209,565656.7732
Gąsawka,411653.9559,565665.2923
Gąsawka,411567.9031,565767.5457
Gąsawka,411458.6839,565903.0263
Gąsawka,411420.4486,565951.7233
Gąsawka,411398.1654,565989.6619
Gąsawka,411344.5565,566055.5053
Gąsawka,411303.5748,566101.9359
Gąsawka,411226.0704,566169.6902
Gąsawka,411196.5283,566206.1514
Gąsawka,411179.6515,566223.3306
Gąsawka,411161.2465,566233.0742
Gąsawka,411139.0654,566241.4863
Gąsawka,411136.8034,566242.3442
Gąsawka,411058.6841,566263.4021
Gąsawka,411057.524,566264.0735
Gąsawka,411040.5284,566273.9083
Gąsawka,411027.926,566290.7234
Gąsawka,410991.4423,566357.2553
Gąsawka,410983.2548,566372.1862
Gąsawka,410973.2084,566381.9499
Gąsawka,410920.5288,566406.2784
Gąsawka,410901.4143,566416.8967
Gąsawka,410885.8058,566429.4058
Gąsawka,410854.4699,566459.1175
Gąsawka,410841.9257,566475.7683
Gąsawka,410833.5255,566494.0828
Gąsawka,410830.9815,566505.0945
Gąsawka,410829.5009,566511.5035
Gąsawka,410822.6412,566560.1013
Gąsawka,410819.4937,566570.6951
Gąsawka,410815.0491,566578.6843
Gąsawka,410762.9886,566628.0791
Gąsawka,410657.6208,566723.2677
Gąsawka,410590.0345,566785.5831
Gąsawka,410579.3999,566799.5887
Gąsawka,410578.4751,566800.8066
Gąsawka,410495.7581,567049.9058
Gąsawka,410490.9142,567059.9406
Gąsawka,410486.9252,567064.2338
Gąsawka,410436.4838,567103.714
Gąsawka,410431.6474,567107.4994
Gąsawka,410404.8222,567134.2157
Gąsawka,410356.4428,567188.0289
Gąsawka,410339.3181,567207.0769
Gąsawka,410252.0692,567292.3596
Gąsawka,410228.5534,567317.9796
Gąsawka,410222.6585,567335.0845
Gąsawka,410215.8418,567375.5147
Gąsawka,410208.9496,567404.7223
Gąsawka,410183.9674,567461.357
Gąsawka,410176.6954,567482.1687
Gąsawka,410173.2634,567511.8546
Gąsawka,410172.3711,567552.8758
Gąsawka,410174.378,567574.7943
Gąsawka,410179.5553,567595.1678
Gąsawka,410189.0334,567616.0775
Gąsawka,410200.802,567634.7536
Gąsawka,410217.7032,567654.3652
Gąsawka,410241.697,567678.5099
Gąsawka,410289.8163,567723.7572
Gąsawka,410319.6237,567748.8015
Gąsawka,410346.5074,567767.7748
Gąsawka,410378.8302,567787.8236
Gąsawka,410413.5443,567807.6547
Gąsawka,410437.2867,567818.3176
Gąsawka,410465.9725,567826.8276
Gąsawka,410544.2624,567836.8394
Gąsawka,410598.133,567847.6501
Gąsawka,410652.52,567864.5553
Gąsawka,410753.3691,567905.5686
Gąsawka,411009.0005,568014.1689
Gąsawka,411223.6373,568112.9058
Gąsawka,411399.3772,568193.2949
Gąsawka,411745.1224,568352.4387
Gąsawka,411801.6594,568380.138
Gąsawka,411850.0254,568406.1822
Gąsawka,412075.1698,568535.7165
Gąsawka,412285.1997,568649.2555
Gąsawka,412509.9855,568769.1253
Gąsawka,412577.1565,568806.6026
Gąsawka,412608.8929,568828.4331
Gąsawka,412609.2601,568828.6857
Gąsawka,412635.988,568849.6776
Gąsawka,412703.7685,568914.6524
Gąsawka,412751.6838,568961.3957
Gąsawka,412840.4702,569038.9177
Gąsawka,412979.7186,569157.3885
Gąsawka,413081.2418,569239.9704
Gąsawka,413088.5914,569245.7943
Gąsawka,413359.9769,569460.843
Gąsawka,413469.5267,569552.5278
Gąsawka,413625.0458,569689.0581
Gąsawka,413644.4515,569706.0944
Gąsawka,413836.5135,569866.1198
Gąsawka,413940.3054,569952.5987
Gąsawka,413972.7668,569979.6453
Gąsawka,413990.3557,569993.4182
Gąsawka,414243.1897,570191.3974
Gąsawka,414435.0774,570350.821
Gąsawka,414638.8635,570522.4598
Gąsawka,414685.1686,570560.4861
Gąsawka,414710.0792,570578.9024
Gąsawka,414739.1675,570598.329
Gąsawka,414778.4056,570620.4617
Gąsawka,414819.7267,570656.4871
Gąsawka,414878.4042,570715.2423
Gąsawka,414922.7603,570771.8761
Gąsawka,414986.2286,570836.9784
Gąsawka,415004.727,570865.5387
Gąsawka,415014.4761,570886.3624
Gąsawka,415018.4956,570898.9429
Gąsawka,415019.612,570918.6827
Gąsawka,415010.6046,570945.3722
Gąsawka,414990.8831,571007.2588
Gąsawka,414981.8148,571038.9304
Gąsawka,414968.2148,571100.3888
Gąsawka,414939.5775,571215.7976
Gąsawka,414937.2031,571226.6914
Gąsawka,414934.9039,571237.2402
Gąsawka,414933.2543,571250.1446
Gąsawka,414932.6323,571270.1373
Gąsawka,414933.69,571291.1045
Gąsawka,414937.2365,571319.8776
Gąsawka,414941.4955,571343.5114
Gąsawka,414947.3492,571365.7003
Gąsawka,414954.5879,571387.5635
Gąsawka,414961.3736,571404.226
Gąsawka,414972.5038,571427.6567
Gąsawka,415011.8413,571504.0835
Gąsawka,415028.2663,571538.3018
Gąsawka,415110.9443,571729.0987
Gąsawka,413406.3738,562783.8218
Gąsawka,413390.8339,562820.9902
Gąsawka,413367.9626,562864.2702
Gąsawka,413333.7511,562920.6444
Gąsawka,413293.8947,562976.9474
Gąsawka,413267.6851,563007.0027
Gąsawka,413204.7242,563070.2769
Noteć,424571.8836,557513.1036
Noteć,424518.1317,557585.1834
Noteć,424501.8816,557605.4331
Noteć,424486.0639,557623.4967
Noteć,424469.4248,557640.7317
Noteć,424457.4699,557651.3564
Noteć,424436.6506,557666.9651
Noteć,424424.4549,557673.9783
Noteć,424413.1096,557677.3075
Noteć,424393.0863,557679.1523
Noteć,424371.1086,557679.7598
Noteć,424355.1249,557679.1207
Noteć,424331.4403,557675.511
Noteć,424306.0067,557670.1489
Noteć,424262.7666,557656.9411
Noteć,424755.7341,557181.2964
Noteć,424719.2947,557246.2552
Noteć,424702.2521,557280.1497
Noteć,424661.164,557371.2692
Noteć,424650.4154,557392.6838
Noteć,424633.5315,557419.7575
Noteć,424597.2173,557472.4485
Noteć,426427.5922,555578.1918
Noteć,426415.9275,555580.3772
Noteć,426404.4721,555583.87
Noteć,426296.1847,555619.3045
Noteć,426270.7338,555630.6864
Noteć,426225.1915,555655.8041
Noteć,426128.9763,555704.6047
Noteć,426042.6436,555750.8893
Noteć,425995.6881,555777.4433
Noteć,425956.6056,555801.5185
Noteć,425908.0572,555833.2266
Noteć,425868.567,555860.5476
Noteć,425833.1686,555886.6363
Noteć,425795.6344,555916.3814
Noteć,425751.2013,555953.5354
Noteć,425707.5728,555991.7315
Noteć,425664.7619,556030.864
Noteć,425659.3528,556036.0133
Gąsawka,414189.6404,555070.0626
Gąsawka,414195.2491,555107.5345
Gąsawka,414206.4175,555211.9389
Gąsawka,414213.6736,555314.5995
Gąsawka,414216.7733,555396.4908
Gąsawka,414210.5162,555501.1453
Gąsawka,414193.4475,555659.1095
Gąsawka,414175.1318,555778.5826
Gąsawka,414153.856,555890.5166
Gąsawka,414150.3807,555904.2825
Struga Foluska,424475.0872,552914.4029
Struga Foluska,424548.7788,552998.4079
Struga Foluska,424611.2614,553065.7906
Struga Foluska,424653.8407,553111.709
Struga Foluska,424706.2756,553157.3096
Struga Foluska,424716.1647,553165.9097
Struga Foluska,424822.0071,553259.0361
Struga Foluska,424864.4996,553299.0325
Gąsawka,414034.3316,549496.6858
Gąsawka,414027.7843,549508.1068
Gąsawka,414013.5943,549524.8645
Gąsawka,413982.8218,549553.4698
Gąsawka,413919.9689,549592.3523
Gąsawka,413910.607,549599.7932
Gąsawka,413889.4769,549621.3463
Gąsawka,413883.0037,549625.6135
Gąsawka,413875.4148,549628.0516
Gąsawka,413850.2706,549630.6899
Gąsawka,413828.2775,549630.145
Gąsawka,413775.4122,549619.2463
Gąsawka,413734.9171,549613.3701
Gąsawka,413731.7858,549614.0814
Gąsawka,413725.1638,549615.5857
Gąsawka,413679.8578,549634.1537
Gąsawka,413673.3646,549636.0735
Struga Foluska,422259.2697,549248.3034
Struga Foluska,422253.1231,549264.8457
Struga Foluska,422242.1174,549327.9163
Struga Foluska,422242.9532,549362.8395
Struga Foluska,422250.4218,549409.2654
Struga Foluska,422256.6766,549421.6194
Struga Foluska,422268.6801,549437.7596
Struga Foluska,422295.3312,549466.1905
Struga Foluska,422318.5505,549488.1548
Struga Foluska,422383.2209,549538.7126
Struga Foluska,422541.6766,548729.6769
Struga Foluska,422542.008,548731.0704
Struga Foluska,422542.5245,548768.0869
Struga Foluska,422534.7131,548920.7661
Struga Foluska,422530.7896,548937.3064
Struga Foluska,422512.8583,548975.209
Struga Foluska,422493.5282,549010.2115
Struga Foluska,422452.5168,549077.7052
Struga Foluska,422435.6319,549100.0159
Struga Foluska,422408.1858,549119.8349
Struga Foluska,422303.0437,549187.6225
Struga Foluska,422287.4029,549199.8623
Struga Foluska,422280.2882,549208.1289
Struga Foluska,422280.2208,549208.2508
Gąsawka,415825.3867,548213.0739
Gąsawka,415795.7342,548247.0616
Gąsawka,415723.0751,548338.635
Gąsawka,415689.02,548387.9412
Gąsawka,415669.5207,548428.4651
Gąsawka,415660.5999,548466.2807
Gąsawka,415650.4099,548496.5336
Gąsawka,415634.8642,548521.9957
Gąsawka,415618.7608,548541.9872
Gąsawka,415610.1657,548552.6577
Struga Foluska,422040.0969,548009.9272
Struga Foluska,422059.1462,548036.3496
Struga Foluska,422094.6736,548076.974
Struga Foluska,422119.1098,548100.5397
Struga Foluska,422144.2774,548120.2135
Struga Foluska,422208.0096,548163.3327
Struga Foluska,422236.5666,548185.1647
Struga Foluska,422276.2711,548220.1878
Struga Foluska,422322.7006,548266.9835
Struga Foluska,422342.0843,548293.6357
Struga Foluska,422380.8094,548354.2681
Struga Foluska,422446.1738,548467.6875
Struga Foluska,422459.402,548495.6186
Struga Foluska,422484.9445,548567.138
Struga Foluska,422505.536,548630.816
Struga Foluska,422537.6485,548712.7409
Struga Foluska,422541.6766,548729.6769
Gąsawka,416134.2799,547984.8943
Gąsawka,416051.4953,548062.4449
Gąsawka,416017.3438,548086.7708
Gąsawka,415993.0177,548100.5922
Gąsawka,415957.7519,548117.1278
Gąsawka,415931.6957,548135.6663
Gąsawka,415871.3092,548169.0072
Gąsawka,415853.6499,548183.5784
Gąsawka,415825.9687,548212.4068
Gąsawka,415825.3867,548213.0739
Mała Noteć,438595.3514,547620.7033
Mała Noteć,438549.8135,547667.0952
Mała Noteć,438532.9027,547686.8003
Mała Noteć,438526.9285,547695.9479
Mała Noteć,438521.6227,547706.8458
Mała Noteć,438517.686,547718.2215
Mała Noteć,438515.4157,547729.0088
Mała Noteć,438514.8558,547739.1955
Mała Noteć,438516.1978,547748.9495
Mała Noteć,438519.679,547758.2709
Mała Noteć,438525.7191,547768.8978
Mała Noteć,438532.1177,547777.7775
Mała Noteć,438540.2534,547786.6273
Mała Noteć,438557.3198,547802.0143
Mała Noteć,438723.9446,547333.211
Mała Noteć,438726.4713,547334.829
Mała Noteć,438734.879,547344.7376
Mała Noteć,438742.3372,547357.3718
Mała Noteć,438698.2392,547476.1711
Mała Noteć,438686.5463,547502.6962
Mała Noteć,438671.7147,547531.0619
Mała Noteć,438659.704,547550.6702
Mała Noteć,438648.2612,547565.7059
Mała Noteć,438595.3514,547620.7033
Gąsawka,416486.6688,547105.0778
Gąsawka,416488.8519,547124.1191
Gąsawka,416489.1857,547140.1856
Gąsawka,416486.3155,547152.76
Gąsawka,416436.551,547277.0861
Gąsawka,416328.4903,547526.3877
Gąsawka,416276.8092,547646.6129
Gąsawka,416232.6175,547754.8145
Gąsawka,416206.162,547810.805
Gąsawka,416150.401,547957.446
Gąsawka,416144.0236,547970.9387
Gąsawka,416134.2799,547984.8943
Gąsawka,416397.4171,546490.7386
Gąsawka,416388.8919,546524.8257
Gąsawka,416379.163,546575.8996
Gąsawka,416375.6455,546634.7156
Gąsawka,416375.7361,546662.6783
Gąsawka,416377.7763,546678.5701
Gąsawka,416453.4388,546957.1783
Gąsawka,416478.9482,547060.9954
Gąsawka,416485.3214,547093.3251
Gąsawka,416486.6688,547105.0778
Struga Foluska,427079.809,545350.9888
Struga Foluska,427076.1516,545355.4169
Struga Foluska,427069.5742,545371.1053
Struga Foluska,427064.5842,545394.6218
Struga Foluska,427060.3221,545411.9843
Struga Foluska,427027.015,545489.089
Struga Foluska,427028.9152,545537.956
Struga Foluska,427025.7669,545554.6681
Struga Foluska,427021.9419,545561.6059
Struga Foluska,427015.4974,545566.4128
Struga Foluska,427007.0124,545569.3855
Struga Foluska,426994.9944,545570.6385
Struga Foluska,426978.3946,545567.7489
Struga Foluska,426956.6663,545557.6028
