gwb_code,x_coord_2180,y_coord_2180
PLGW600043,432674.8601,578358.09
PLGW600043,432674.0701,578337.19
PLGW600043,432664.0101,578318.14
PLGW600043,432661.3701,578302.79
PLGW600043,432655.0201,578285.33
PLGW600043,432644.4301,578275.81
PLGW600043,432626.1501,578265.04
PLGW600043,432609.0901,578255.91
PLGW600043,432571.7802,578245.99
PLGW600043,432547.5701,578243.61
PLGW600043,432519.7901,578245.19
PLGW600043,432513.9253,578246.96
PLGW600043,432498.7501,578251.54
PLGW600043,432489.6301,578250.75
PLGW600043,432485.6601,578246.78
PLGW600043,432485.6601,578240.43
PLGW600043,432487.6401,578228.53
PLGW600043,432492.4001,578207.89
PLGW600043,432492.8001,578190.43
PLGW600043,432497.1701,578173.36
PLGW600043,432517.4101,578164.23
PLGW600043,432528.9201,578159.07
PLGW600043,432553.6001,578152.06
PLGW600043,432573.1801,578149.41
PLGW600043,432591.7001,578142.01
PLGW600043,432616.5701,578130.36
PLGW600043,432658.3801,578120.31
PLGW600043,432691.1901,578100.2
PLGW600043,432709.1801,578083.27
PLGW600043,432728.2301,578067.92
PLGW600043,432746.7501,578060.51
PLGW600043,432764.7401,578059.99
PLGW600043,432812.3701,578046.23
PLGW600043,432832.3042,578040.6217
PLGW600043,432832.3101,578040.62
PLGW600043,432846.7601,578028.76
PLGW600043,432849.9401,578005.48
PLGW600043,432845.1835,577984.9348
PLGW600043,432845.1801,577984.92
PLGW600043,432835.1201,577969.5
PLGW600043,432826.1501,577944.07
PLGW600043,432826.15,577930.18
PLGW600043,432830.1201,577907.69
PLGW600043,432842.0302,577887.85
PLGW600043,432869.8101,577881.89
PLGW600043,432907.5101,577871.31
PLGW600043,432962.5506,577866.7305
PLGW600043,432986.8901,577875.94
PLGW600043,433006.8135,577866.8822
PLGW600043,433008.7101,577866.02
PLGW600043,433048.4001,577859.4
PLGW600043,433092.0601,577854.77
PLGW600043,433115.5302,577851.23
PLGW600043,433115.5365,577851.2269
PLGW600043,433141.6701,577838.24
PLGW600043,433183.8201,577820.15
PLGW600043,433204.4601,577810.63
PLGW600043,433221.3901,577795.81
PLGW600043,433230.3901,577787.34
PLGW600043,433241.5001,577785.23
PLGW600043,433256.3101,577785.75
PLGW600043,433278.9401,577786.28
PLGW600043,433315.2101,577768.78
PLGW600043,433347.6001,577765.65
PLGW600043,433374.5801,577766.44
PLGW600043,433418.4801,577779.34
PLGW600043,433444.2701,577787.28
PLGW600043,433466.1001,577797.99
PLGW600043,433477.2201,577802.36
PLGW600043,433491.9001,577806.33
PLGW600043,433522.4601,577804.74
PLGW600043,433555.3001,577797.66
PLGW600043,433574.4801,577797.66
PLGW600043,433593.0001,577797.66
PLGW600043,433606.8901,577802.29
