gwb_code,x_coord_2180,y_coord_2180
PLGW600043,452507.71,556847.06
PLGW600043,452508.1305,556840.8706
PLGW600043,452509.95,556814.09
PLGW600043,452519.21,556787.63
PLGW600043,452544.35,556754.56
PLGW600043,452574.77,556726.78
PLGW600043,452613.14,556697.68
PLGW600043,452676.64,556659.31
PLGW600043,452729.55,556631.53
PLGW600043,452778.2146,556582.3254
PLGW600043,452778.22,556582.32
PLGW600043,452778.2208,556582.3168
PLGW600043,452794.4464,556530.2815
PLGW600043,452794.4495,556530.2702
PLGW600043,452794.4476,556530.2535
PLGW600043,452787.11,556480.23
PLGW600043,452769.42,556435.26
PLGW600043,452744.11,556393.4
PLGW600043,452734.85,556344.46
PLGW600043,452731.27,556300.07
PLGW600043,452739.21,556242.92
PLGW600043,452772.811,556206.4697
PLGW600043,452772.82,556206.46
PLGW600043,452823.35,556181.01
PLGW600043,452851.92,556149.26
PLGW600043,452875.74,556109.57
PLGW600043,452913.4642,556036.4313
PLGW600043,452913.47,556036.42
PLGW600043,452942.8114,556002.3536
PLGW600043,452954.66,555971.71
PLGW600043,452956.0192,555943.8456
PLGW600043,452952.3364,555906.5742
PLGW600043,452943.3406,555860.0075
PLGW600043,452947.0448,555841.4866
PLGW600043,452955.5114,555825.6116
PLGW600043,452968.6135,555821.1854
PLGW600043,452982.0309,555825.816
PLGW600043,452998.7043,555838.6637
PLGW600043,453035.4158,555872.1783
PLGW600043,453105.2659,555902.3409
PLGW600043,453143.6044,555922.8855
PLGW600043,453185.6994,555927.2158
PLGW600043,453231.2078,555918.2159
PLGW600043,453267.0095,555902.7365
PLGW600043,453305.95,555893.67
PLGW600043,453391.68,555893.67
PLGW600043,453527.01,555898.25
PLGW600043,453561.94,555903.54
PLGW600043,453645.54,555933.17
PLGW600043,453698.46,555955.4
PLGW600043,453715.1817,555965.9739
PLGW600043,453734.5316,555978.2097
PLGW600043,453770.43,556000.91
PLGW600043,453802.18,556015.72
PLGW600043,453857.21,556027.37
PLGW600043,453887.9,556027.37
PLGW600043,453916.48,556026.31
PLGW600043,453931.29,556023.13
PLGW600043,453943.99,556019.96
PLGW600043,453957.75,556008.32
PLGW600043,453972.57,555986.09
PLGW600043,453982.09,555967.04
PLGW600043,453982.09,555922.59
PLGW600043,453979.9148,555902.9981
PLGW600043,453977.86,555884.49
PLGW600043,453948.23,555830.52
PLGW600043,453931.9398,555783.2101
PLGW600043,453926.0,555765.96
PLGW600043,453903.78,555715.16
PLGW600043,453854.3,555590.49
PLGW600043,453841.6,555548.15
PLGW600043,453819.38,555516.4
PLGW600043,453783.39,555489.94
PLGW600043,453746.35,555468.78
PLGW600043,453729.5714,555459.6267
PLGW600043,453727.0493,555458.2508
PLGW600043,453711.43,555449.73
PLGW600043,453701.31,555410.92
PLGW600043,453709.77,555345.3
PLGW600043,453722.47,555302.97
PLGW600043,453728.0035,555295.708
PLGW600043,453756.34,555258.52
PLGW600043,453781.74,555243.7
PLGW600043,453832.54,555228.88
PLGW600043,453934.6862,555223.0601
PLGW600043,453934.69,555223.06
PLGW600043,453934.6953,555223.0598
PLGW600043,454035.74,555218.3
PLGW600043,454114.06,555220.42
PLGW600043,454171.21,555205.6
PLGW600043,454209.31,555171.73
PLGW600043,454226.24,555118.82
PLGW600043,454243.18,555040.5
PLGW600043,454228.1603,554979.4373
PLGW600043,454181.8581,554930.4893
PLGW600043,454093.2225,554896.0934
PLGW600043,454032.3038,554870.1084
PLGW600043,453968.3838,554845.0284
PLGW600043,453936.3001,554807.0197
PLGW600043,453898.1803,554761.8604
PLGW600043,453834.66,554691.25
PLGW600043,453736.56,554624.38
PLGW600043,453721.5253,554618.4164
PLGW600043,453644.49,554587.86
PLGW600043,453565.0,554532.6201
PLGW600043,453503.2,554471.98
PLGW600043,453449.23,554435.89
PLGW600043,453402.66,554414.72
PLGW600043,453380.43,554386.14
PLGW600043,453351.86,554366.04
PLGW600043,453339.16,554346.99
PLGW600043,453309.52,554328.99
PLGW600043,453258.72,554331.11
PLGW600043,453243.91,554333.23
PLGW600043,453230.816,554335.2442
PLGW600043,453202.63,554339.58
PLGW600043,453169.82,554338.52
PLGW600043,453128.27,554319.89
PLGW600043,453118.74,554308.25
PLGW600043,453101.81,554302.96
PLGW600043,453078.53,554315.66
PLGW600043,453049.95,554323.07
PLGW600043,453028.78,554323.07
PLGW600043,453002.33,554315.66
PLGW600043,452982.22,554310.37
PLGW600043,452949.41,554312.48
PLGW600043,452915.8545,554345.2558
PLGW600043,452915.85,554345.26
PLGW600043,452884.96,554377.98
PLGW600043,452842.1502,554394.4704
PLGW600043,452842.1415,554394.472
PLGW600043,452788.98,554407.29
PLGW600043,452731.59,554405.55
PLGW600043,452731.5711,554405.5479
PLGW600043,452684.47,554400.41
PLGW600043,452632.08,554395.65
PLGW600043,452598.75,554382.95
PLGW600043,452568.58,554351.2
PLGW600043,452544.77,554322.63
PLGW600043,452476.51,554301.99
PLGW600043,452398.99,554298.13
PLGW600043,452301.62,554299.18
PLGW600043,452274.993,554297.3131
PLGW600043,452241.29,554294.95
PLGW600043,452216.95,554286.48
PLGW600043,452202.14,554265.32
PLGW600043,452173.7071,554256.4553
PLGW600043,452173.69,554256.45
PLGW600043,452120.38,554256.32
PLGW600043,452085.98,554255.0
PLGW600043,452034.39,554253.68
PLGW600043,451995.31,554244.87
PLGW600043,451948.4,554227.22
PLGW600043,451935.17,554182.24
PLGW600043,451921.94,554124.03
PLGW600043,451903.42,554083.02
PLGW600043,451858.44,554047.3
PLGW600043,451842.2941,554044.6324
PLGW600043,451804.33,554038.36
PLGW600043,451779.19,553970.89
PLGW600043,451760.67,553923.26
PLGW600043,451754.06,553875.64
PLGW600043,451728.66,553835.18
PLGW600043,451692.15,553790.73
PLGW600043,451674.68,553760.56
PLGW600043,451665.16,553687.54
PLGW600043,451647.7,553566.89
PLGW600043,451649.81,553477.99
PLGW600043,451670.98,553437.77
PLGW600043,451685.8,553399.67
PLGW600043,451681.56,553376.39
PLGW600043,451645.58,553334.06
PLGW600043,451611.71,553291.72
PLGW600043,451607.48,553232.46
PLGW600043,451666.75,553003.33
PLGW600043,451666.75,552962.05
PLGW600043,451688.97,552916.01
PLGW600043,451719.13,552874.74
PLGW600043,451757.23,552862.04
PLGW600043,451784.4777,552860.0474
PLGW600043,451822.32,552857.28
PLGW600043,451884.23,552822.35
PLGW600043,451909.63,552796.95
PLGW600043,451925.51,552779.49
PLGW600043,451925.51,552755.68
PLGW600043,451925.51,552712.81
PLGW600043,451917.0706,552674.8428
PLGW600043,451917.07,552674.84
PLGW600043,451919.16,552631.85
PLGW600043,451938.74,552549.83
PLGW600043,451949.85,552495.85
PLGW600043,451995.89,552462.52
PLGW600043,452048.28,552418.07
PLGW600043,452098.31,552401.6
PLGW600043,452152.29,552369.85
PLGW600043,452191.98,552346.04
PLGW600043,452225.0335,552312.5766
PLGW600043,452225.04,552312.57
PLGW600043,452263.41,552255.55
PLGW600043,452269.76,552209.52
PLGW600043,452269.7724,552209.3263
PLGW600043,452273.2891,552154.3747
PLGW600043,452273.29,552154.36
PLGW600043,452264.83,552052.32
PLGW600043,452255.31,551925.32
PLGW600043,452256.89,551874.52
PLGW600043,452272.77,551847.53
PLGW600043,452306.52,551850.84
PLGW600043,452334.0995,551860.9197
PLGW600043,452371.08,551877.3
PLGW600043,452400.72,551897.4
PLGW600043,452419.77,551907.99
PLGW600043,452432.47,551903.75
PLGW600043,452443.05,551891.05
PLGW600043,452444.11,551863.54
PLGW600043,452438.82,551808.5
PLGW600043,452436.4364,551796.7673
PLGW600043,452425.06,551740.77
PLGW600043,452438.78,551683.78
PLGW600043,452454.66,551601.76
PLGW600043,452473.18,551552.81
PLGW600043,452540.65,551503.86
PLGW600043,452572.4,551453.59
PLGW600043,452620.6953,551410.2932
PLGW600043,452620.71,551410.28
PLGW600043,452665.0,551349.08
PLGW600043,452688.81,551317.33
PLGW600043,452702.04,551271.03
PLGW600043,452702.99,551241.39
PLGW600043,452699.82,551208.06
PLGW600043,452688.7745,551192.9255
PLGW600043,452656.95,551149.32
PLGW600043,452636.32,551088.99
PLGW600043,452636.32,551047.72
PLGW600043,452623.62,550998.51
PLGW600043,452587.1,550946.12
PLGW600043,452558.53,550919.13
PLGW600043,452539.48,550857.22
PLGW600043,452547.68,550814.29
PLGW600043,452558.26,550774.6
PLGW600043,452566.2,550746.82
PLGW600043,452576.79,550674.06
PLGW600043,452574.14,550585.42
PLGW600043,452567.52,550466.36
PLGW600043,452567.52,550393.6
PLGW600043,452571.49,550338.04
PLGW600043,452584.72,550299.67
PLGW600043,452595.0305,550283.448
PLGW600043,452628.08,550231.45
PLGW600043,452660.92,550189.44
PLGW600043,452657.18,550109.74
PLGW600043,452641.31,550066.08
PLGW600043,452640.8202,549988.8253
PLGW600043,452640.82,549988.79
PLGW600043,452640.8273,549988.7684
PLGW600043,452667.77,549908.65
PLGW600043,452677.25,549842.73
PLGW600043,452681.4165,549806.7375
PLGW600043,452685.66,549770.08
PLGW600043,452701.06,549724.99
PLGW600043,452728.84,549681.33
PLGW600043,452752.0997,549668.0381
PLGW600043,452784.4,549649.58
PLGW600043,452874.36,549621.8
PLGW600043,453043.04,549574.72
PLGW600043,453131.94,549522.33
PLGW600043,453155.0488,549499.2212
PLGW600043,453187.5,549466.77
PLGW600043,453246.24,549436.61
PLGW600043,453303.1201,549419.7202
PLGW600043,453303.1238,549419.7177
PLGW600043,453387.53,549368.35
PLGW600043,453465.32,549323.9
PLGW600043,453549.45,549277.86
PLGW600043,453595.49,549246.11
PLGW600043,453624.07,549209.6
PLGW600043,453644.7,549185.78
PLGW600043,453641.73,549144.05
PLGW600043,453613.95,549097.74
PLGW600043,453607.0134,549088.2847
PLGW600043,453584.84,549058.06
PLGW600043,453566.32,549024.98
PLGW600043,453554.41,549007.78
PLGW600043,453553.09,548891.37
PLGW600043,453593.3009,548861.292
PLGW600043,453622.9458,548813.0925
PLGW600043,453627.9781,548804.9105
PLGW600043,453616.7721,548701.6118
PLGW600043,453579.8905,548623.9952
PLGW600043,453546.6236,548583.2052
PLGW600043,453491.5874,548516.6418
PLGW600043,453487.6831,548509.9813
PLGW600043,453459.1,548461.22
PLGW600043,453452.7019,548410.8853
PLGW600043,453452.7,548410.87
PLGW600043,453456.2711,548395.0855
PLGW600043,453457.77,548388.46
PLGW600043,453446.82,548368.83
PLGW600043,453483.3278,548366.3234
PLGW600043,453497.3236,548365.3625
PLGW600043,453535.81,548362.72
PLGW600043,453612.01,548377.54
PLGW600043,453661.8641,548378.8143
PLGW600043,453694.56,548379.65
PLGW600043,453759.42,548356.42
PLGW600043,453821.3364,548326.0721
PLGW600043,453826.89,548323.35
PLGW600043,453866.58,548316.74
PLGW600043,453877.2265,548326.1084
PLGW600043,453899.65,548345.84
PLGW600043,453943.31,548368.33
PLGW600043,453976.71,548372.35
PLGW600043,454009.95,548371.19
PLGW600043,454100.96,548339.44
PLGW600043,454140.2696,548327.6479
PLGW600043,454206.8,548307.69
PLGW600043,454241.21,548252.81
PLGW600043,454245.97,548211.53
PLGW600043,454263.43,548170.26
PLGW600043,454294.39,548146.45
PLGW600043,454329.31,548140.89
PLGW600043,454373.76,548149.62
PLGW600043,454434.88,548133.75
PLGW600043,454490.45,548106.76
PLGW600043,454553.93,548045.22
PLGW600043,454621.66,547988.07
PLGW600043,454697.86,547937.27
PLGW600043,454763.48,547899.17
PLGW600043,454835.45,547867.42
PLGW600043,454924.35,547852.6
PLGW600043,455036.53,547846.25
PLGW600043,455157.18,547810.27
PLGW600043,455282.06,547710.79
PLGW600043,455330.486,547669.2843
PLGW600043,455341.33,547659.99
PLGW600043,455392.13,547602.84
PLGW600043,455418.6765,547561.2272
PLGW600043,455428.7672,547545.4096
PLGW600043,455470.45,547480.07
PLGW600043,455525.48,547444.09
PLGW600043,455584.75,547441.97
PLGW600043,455633.43,547458.9
PLGW600043,455671.53,547492.77
PLGW600043,455721.499,547542.739
PLGW600043,455722.33,547543.57
PLGW600043,455787.95,547604.95
PLGW600043,455868.38,547636.7
PLGW600043,455931.88,547655.75
PLGW600043,456014.43,547700.2
PLGW600043,456061.0,547744.65
PLGW600043,456071.58,547820.85
PLGW600043,456099.1,547897.05
PLGW600043,456124.5,547949.97
PLGW600043,456148.8215,548003.8335
PLGW600043,456154.13,548015.59
PLGW600043,456194.35,548053.69
PLGW600043,456238.8,548062.15
PLGW600043,456245.633,548058.5551
PLGW600043,456279.02,548040.99
PLGW600043,456393.32,547994.42
PLGW600043,456461.05,547988.07
PLGW600043,456565.8947,547976.4206
PLGW600043,456575.35,547975.37
PLGW600043,456632.5,547949.97
PLGW600043,456668.48,547897.05
PLGW600043,456669.8487,547881.9947
PLGW600043,456674.83,547827.2
PLGW600043,456638.85,547708.67
PLGW600043,456600.75,547573.2
PLGW600043,456583.2109,547534.8777
PLGW600043,456550.74,547463.93
PLGW600043,456489.36,547266.28
PLGW600043,456473.49,547219.98
PLGW600043,456468.3905,547180.472
PLGW600043,456457.61,547096.95
PLGW600043,456455.49,547000.38
PLGW600043,456449.14,546932.64
PLGW600043,456463.96,546856.44
PLGW600043,456514.76,546780.24
PLGW600043,456559.21,546716.74
PLGW600043,456614.24,546655.36
PLGW600043,456688.33,546581.28
PLGW600043,456821.68,546481.79
PLGW600043,456978.31,546344.21
PLGW600043,457002.0572,546327.0315
PLGW600043,457077.8,546272.24
PLGW600043,457145.53,546187.58
PLGW600043,457202.68,546117.73
PLGW600043,457242.9,546062.69
PLGW600043,457268.3,546011.89
PLGW600043,457291.58,545944.16
PLGW600043,457308.51,545891.24
PLGW600043,457319.23,545823.77
PLGW600043,457319.23,545785.67
PLGW600043,457336.69,545742.81
PLGW600043,457439.88,545717.41
PLGW600043,457482.74,545704.71
PLGW600043,457517.67,545688.84
PLGW600043,457605.0082,545625.6293
PLGW600043,457638.32,545601.52
PLGW600043,457697.05,545565.01
PLGW600043,457717.32,545575.57
PLGW600043,457756.48,545575.57
PLGW600043,457799.87,545570.28
PLGW600043,457835.86,545568.17
PLGW600043,457850.323,545571.6869
PLGW600043,457875.01,545577.69
PLGW600043,457927.93,545590.39
PLGW600043,457958.62,545579.81
PLGW600043,457983.499,545552.7397
PLGW600043,457994.61,545540.65
PLGW600043,458015.77,545519.48
PLGW600043,458050.7,545498.32
PLGW600043,458095.15,545485.62
PLGW600043,458154.41,545471.86
PLGW600043,458230.62,545459.16
PLGW600043,458295.17,545452.81
PLGW600043,458352.32,545448.57
PLGW600043,458385.13,545447.52
PLGW600043,458420.97,545451.66
PLGW600043,458451.4,545472.83
PLGW600043,458472.56,545503.26
PLGW600043,458508.28,545531.04
PLGW600043,458537.39,545545.59
PLGW600043,458558.55,545570.73
PLGW600043,458581.04,545602.48
PLGW600043,458581.04,545630.26
PLGW600043,458575.7391,545646.829
PLGW600043,458570.46,545663.33
PLGW600043,458567.81,545689.79
PLGW600043,458567.81,545708.31
PLGW600043,458571.78,545728.15
PLGW600043,458582.37,545742.7
PLGW600043,458604.86,545744.03
PLGW600043,458633.96,545736.09
PLGW600043,458663.3784,545732.6949
PLGW600043,458668.36,545732.12
PLGW600043,458705.4,545738.74
PLGW600043,458741.12,545734.77
PLGW600043,458779.48,545729.48
PLGW600043,458832.4,545709.63
PLGW600043,458858.86,545677.88
PLGW600043,458866.79,545643.49
PLGW600043,458862.83,545579.99
PLGW600043,458877.38,545542.94
PLGW600043,458906.48,545523.1
PLGW600043,458944.85,545508.55
PLGW600043,458991.15,545495.32
PLGW600043,459040.1,545491.35
PLGW600043,459148.58,545497.96
PLGW600043,459221.34,545492.67
PLGW600043,459264.99,545474.15
PLGW600043,459319.23,545422.56
PLGW600043,459377.44,545370.96
PLGW600043,459418.45,545348.47
PLGW600043,459480.89,545339.74
PLGW600043,459537.78,545339.74
PLGW600043,459589.37,545330.48
PLGW600043,459644.94,545290.8
PLGW600043,459666.1,545269.63
PLGW600043,459695.21,545255.08
PLGW600043,459745.48,545249.79
PLGW600043,459823.53,545251.11
PLGW600043,459860.57,545257.72
PLGW600043,459898.94,545284.18
PLGW600043,459941.9084,545319.4359
PLGW600043,459950.53,545326.51
PLGW600043,459983.6,545342.39
PLGW600043,460027.26,545367.53
PLGW600043,460068.27,545387.37
PLGW600043,460118.54,545392.66
PLGW600043,460186.01,545390.01
PLGW600043,460257.45,545378.11
PLGW600043,460300.5276,545356.5677
PLGW600043,460318.3,545347.68
PLGW600043,460363.28,545329.16
PLGW600043,460409.58,545327.84
PLGW600043,460442.66,545329.16
PLGW600043,460443.8833,545329.3585
PLGW600043,460491.6,545337.1
PLGW600043,460528.65,545335.77
PLGW600043,460551.14,545326.51
PLGW600043,460570.98,545301.38
PLGW600043,460575.6838,545297.5065
PLGW600043,460593.47,545282.86
PLGW600043,460615.02,545273.13
PLGW600043,460634.48,545264.34
PLGW600043,460676.81,545247.14
PLGW600043,460729.73,545225.97
PLGW600043,460773.65,545204.07
PLGW600043,460837.15,545186.87
PLGW600043,460900.0879,545164.7862
PLGW600043,460912.56,545160.41
PLGW600043,460966.8,545139.24
PLGW600043,461105.3414,545075.2951
PLGW600043,461121.58,545067.8
PLGW600043,461155.9641,545053.9224
PLGW600043,461179.26,545044.52
PLGW600043,461224.5,545024.68
PLGW600043,461226.4693,545022.2026
PLGW600043,461249.11,544993.72
PLGW600043,461268.16,544961.18
PLGW600043,461277.68,544942.13
PLGW600043,461306.79,544916.99
PLGW600043,461351.77,544893.18
PLGW600043,461390.13,544862.75
PLGW600043,461435.11,544849.52
PLGW600043,461522.42,544837.62
PLGW600043,461562.11,544845.55
PLGW600043,461604.44,544874.66
PLGW600043,461661.33,544963.29
PLGW600043,461689.11,544993.72
PLGW600043,461796.27,545071.77
PLGW600043,461893.3638,545125.8493
PLGW600043,461900.78,545129.98
PLGW600043,461973.54,545167.02
PLGW600043,462015.87,545180.25
PLGW600043,462044.98,545182.9
PLGW600043,462062.4642,545180.3407
PLGW600043,462081.12,545177.61
PLGW600043,462132.98,545162.79
PLGW600043,462188.01,545142.68
PLGW600043,462234.58,545122.57
PLGW600043,462269.5,545097.17
PLGW600043,462309.72,545068.6
PLGW600043,462342.53,545026.26
PLGW600043,462345.7937,545022.4532
PLGW600043,462361.58,545004.04
PLGW600043,462389.09,544986.05
PLGW600043,462418.73,544967.0
PLGW600043,462443.07,544960.65
PLGW600043,462474.82,544958.53
PLGW600043,462526.68,544940.54
PLGW600043,462570.07,544914.08
PLGW600043,462608.17,544901.38
PLGW600043,462658.97,544910.91
PLGW600043,462731.99,544929.96
PLGW600043,462819.84,544959.59
PLGW600043,462852.9425,544974.2056
PLGW600043,462901.33,544995.57
PLGW600043,462955.3,545015.68
PLGW600043,463006.1,545029.44
PLGW600043,463037.85,545041.08
PLGW600043,463064.31,545046.37
PLGW600043,463090.77,545048.49
PLGW600043,463130.99,545034.73
PLGW600043,463155.1419,545007.5538
PLGW600043,463164.85,544996.63
PLGW600043,463197.66,544982.87
PLGW600043,463226.24,544974.41
PLGW600043,463263.28,544958.53
PLGW600043,463288.68,544940.54
PLGW600043,463335.25,544906.67
PLGW600043,463373.35,544878.1
PLGW600043,463410.39,544857.99
PLGW600043,463459.07,544830.47
PLGW600043,463494.0,544809.31
PLGW600043,463519.4,544777.56
PLGW600043,463541.62,544752.16
PLGW600043,463551.1581,544746.4969
PLGW600043,463575.49,544732.05
PLGW600043,463607.24,544711.94
PLGW600043,463622.607,544702.3326
PLGW600043,463632.64,544696.06
PLGW600043,463662.27,544693.95
PLGW600043,463663.4457,544694.357
PLGW600043,463717.3,544713.0
PLGW600043,463753.82,544715.11
PLGW600043,463787.15,544702.41
PLGW600043,463834.25,544678.34
PLGW600043,463845.19,544661.07
PLGW600043,463849.95,544645.99
PLGW600043,463849.69,544635.93
PLGW600043,463846.52,544620.06
PLGW600043,463836.805,544606.4054
PLGW600043,463836.73,544606.3
PLGW600043,463833.29,544598.1
PLGW600043,463835.4,544582.22
PLGW600043,463834.08,544567.67
PLGW600043,463829.49,544534.14
PLGW600043,463827.64,544502.39
PLGW600043,463840.87,544469.32
PLGW600043,463844.83,544417.72
PLGW600043,463846.16,544367.45
PLGW600043,463854.7653,544339.7107
PLGW600043,463858.06,544329.09
PLGW600043,463877.91,544280.14
PLGW600043,463867.32,544225.9
PLGW600043,463850.13,544190.18
PLGW600043,463827.7748,544138.8991
PLGW600043,463827.64,544138.59
PLGW600043,463803.82,544109.48
PLGW600043,463778.69,544084.35
PLGW600043,463732.39,544047.3
PLGW600043,463705.93,544011.59
PLGW600043,463688.73,543986.45
PLGW600043,463668.89,543959.99
PLGW600043,463670.21,543929.56
PLGW600043,463658.3,543903.11
PLGW600043,463658.3,543872.68
PLGW600043,463679.47,543863.42
PLGW600043,463713.6,543867.7
PLGW600043,463761.23,543858.44
PLGW600043,463795.62,543842.57
PLGW600043,463830.58,543820.4
PLGW600043,463868.65,543796.27
PLGW600043,463913.36,543777.75
PLGW600043,463980.1913,543768.7073
PLGW600043,463987.71,543767.69
PLGW600043,464065.5,543747.05
PLGW600043,464143.28,543729.59
PLGW600043,464173.5602,543727.4651
PLGW600043,464233.77,543723.24
PLGW600043,464292.51,543721.65
PLGW600043,464341.72,543729.59
PLGW600043,464384.59,543758.17
PLGW600043,464410.2372,543793.2648
PLGW600043,464414.75,543799.44
PLGW600043,464441.74,543815.32
PLGW600043,464469.0592,543811.1165
PLGW600043,464483.01,543808.97
PLGW600043,464525.87,543796.27
PLGW600043,464592.55,543769.28
PLGW600043,464652.87,543715.3
PLGW600043,464700.5,543674.03
PLGW600043,464738.6,543661.33
PLGW600043,464745.1776,543660.6492
PLGW600043,464830.67,543651.8
PLGW600043,464895.76,543658.15
PLGW600043,465064.04,543667.68
PLGW600043,465118.01,543647.04
PLGW600043,465159.29,543607.35
PLGW600043,465200.56,543548.62
PLGW600043,465231.3116,543487.3489
PLGW600043,465235.0,543480.0
PLGW600043,465248.6832,543488.929
PLGW600043,465289.8,543515.76
PLGW600043,465361.24,543534.28
PLGW600043,465432.68,543548.84
PLGW600043,465523.96,543563.39
PLGW600043,465561.9664,543564.388
PLGW600043,465624.5,543566.03
PLGW600043,465697.26,543564.71
PLGW600043,465809.71,543571.32
PLGW600043,465942.0,543579.26
PLGW600043,465990.95,543593.81
PLGW600043,466039.9,543626.89
PLGW600043,466080.91,543652.02
PLGW600043,466133.83,543673.19
PLGW600043,466156.32,543689.06
PLGW600043,466172.19,543715.52
PLGW600043,466175.428,543726.452
PLGW600043,466182.77,543751.24
PLGW600043,466199.97,543772.41
PLGW600043,466238.34,543777.7
PLGW600043,466268.2276,543783.6739
PLGW600043,466271.41,543784.31
PLGW600043,466298.4094,543801.6566
PLGW600043,466331.9392,543824.9591
PLGW600043,466378.7498,543841.4969
PLGW600043,466397.8233,543849.4442
PLGW600043,466416.002,543842.5792
PLGW600043,466429.2312,543827.3656
PLGW600043,466445.1062,543822.7354
PLGW600043,466464.2886,543816.1208
PLGW600043,466484.0978,543808.8103
PLGW600043,466505.9605,543776.4333
PLGW600043,466535.99,543767.12
PLGW600043,466570.39,543756.53
PLGW600043,466615.2212,543742.4416
PLGW600043,466616.69,543741.98
PLGW600043,466661.67,543735.37
PLGW600043,466705.33,543755.21
PLGW600043,466742.37,543775.05
PLGW600043,466776.76,543792.25
PLGW600043,466818.83,543791.46
PLGW600043,466835.2171,543789.9245
PLGW600043,466869.63,543786.7
PLGW600043,466923.61,543774.0
PLGW600043,466980.76,543751.77
PLGW600043,466999.81,543718.43
PLGW600043,467006.6171,543651.7475
PLGW600043,467007.75,543640.65
PLGW600043,467014.1,543554.92
PLGW600043,467055.37,543494.6
PLGW600043,467111.37,543452.16
PLGW600043,467169.57,543445.54
PLGW600043,467228.4798,543434.2659
PLGW600043,467231.75,543433.64
PLGW600043,467309.8,543411.15
PLGW600043,467323.6975,543405.5901
PLGW600043,467369.34,543387.33
PLGW600043,467410.35,543374.1
PLGW600043,467472.52,543375.43
PLGW600043,467491.1632,543379.6223
PLGW600043,467525.44,543387.33
PLGW600043,467582.33,543407.18
PLGW600043,467648.47,543428.34
PLGW600043,467710.65,543445.54
PLGW600043,467804.1111,543477.9889
PLGW600043,467805.9,543478.61
PLGW600043,467881.31,543520.95
PLGW600043,468016.24,543597.68
PLGW600043,468074.45,543621.49
PLGW600043,468137.95,543654.56
PLGW600043,468169.7,543683.67
PLGW600043,468190.87,543712.77
PLGW600043,468207.7132,543728.2472
PLGW600043,468239.82,543757.75
PLGW600043,468252.61,543762.2
PLGW600043,468270.24,543768.33
PLGW600043,468301.99,543778.92
PLGW600043,468328.45,543773.63
PLGW600043,468389.31,543735.26
PLGW600043,468451.48,543710.13
PLGW600043,468559.96,543695.57
PLGW600043,468639.34,543690.28
PLGW600043,468690.93,543691.6
PLGW600043,468803.91,543704.3
PLGW600043,468847.57,543699.54
PLGW600043,468864.5115,543695.2066
PLGW600043,468915.83,543682.08
PLGW600043,468960.28,543660.65
PLGW600043,469018.22,543616.99
PLGW600043,469035.2902,543610.2682
PLGW600043,469069.29,543596.88
PLGW600043,469132.79,543573.6
PLGW600043,469242.85,543541.59
PLGW600043,469363.5,543509.84
PLGW600043,469453.99,543489.2
PLGW600043,469506.38,543462.21
PLGW600043,469561.94,543414.59
PLGW600043,469628.62,543382.84
PLGW600043,469662.3745,543377.3954
PLGW600043,469665.26,543376.93
PLGW600043,469689.6085,543378.5242
PLGW600043,469721.3586,543386.9909
PLGW600043,469764.2212,543404.4535
PLGW600043,469802.3213,543416.6243
PLGW600043,469851.5339,543424.5618
PLGW600043,469885.4006,543422.4452
PLGW600043,469912.91,543413.45
PLGW600043,469915.5631,543382.7576
PLGW600043,469908.15,543319.78
PLGW600043,469905.9689,543295.7536
PLGW600043,469904.98,543284.86
PLGW600043,469902.5167,543281.6721
PLGW600043,469877.99,543249.93
PLGW600043,469841.47,543234.06
PLGW600043,469798.61,543213.42
PLGW600043,469763.55,543174.87
PLGW600043,469755.62,543114.55
PLGW600043,469747.68,543079.62
PLGW600043,469728.63,543043.11
PLGW600043,469738.15,543006.6
PLGW600043,469781.02,542965.32
PLGW600043,469821.156,542952.5929
PLGW600043,469846.11,542944.68
PLGW600043,469901.67,542919.28
PLGW600043,469907.6384,542917.1915
PLGW600043,469933.42,542908.17
PLGW600043,469941.595,542902.1048
PLGW600043,469982.63,542871.66
PLGW600043,470021.08,542850.63
PLGW600043,470028.1369,542827.0832
PLGW600043,470029.01,542824.17
PLGW600043,470040.26,542807.63
PLGW600043,470049.9369,542799.148
PLGW600043,470069.087,542782.3626
PLGW600043,470069.0895,542782.3597
PLGW600043,470086.1191,542763.9775
PLGW600043,470097.15,542752.07
PLGW600043,470102.1098,542744.3883
PLGW600043,470117.65,542720.32
PLGW600043,470116.99,542688.57
PLGW600043,470114.8547,542684.2994
PLGW600043,470107.73,542670.05
PLGW600043,470072.67,542655.5
PLGW600043,470033.65,542643.59
PLGW600043,470019.0927,542643.59
PLGW600043,470005.2,542643.59
PLGW600043,469960.22,542644.25
PLGW600043,469913.26,542640.94
PLGW600043,469893.9889,542636.9465
PLGW600043,469859.02,542629.7
PLGW600043,469819.33,542617.13
PLGW600043,469778.32,542591.33
PLGW600043,469770.8711,542579.9486
PLGW600043,469754.51,542554.95
PLGW600043,469754.107,542538.8008
PLGW600043,469753.85,542528.5
PLGW600043,469764.43,542490.79
PLGW600043,469771.7767,542479.347
PLGW600043,469790.8968,542449.5664
PLGW600043,469798.83,542437.21
PLGW600043,469846.18,542393.8532
PLGW600043,469853.73,542386.94
PLGW600043,469879.53,542363.13
PLGW600043,469911.94,542335.35
PLGW600043,469956.92,542314.18
PLGW600043,469982.4143,542306.3342
PLGW600043,469996.0385,542302.1414
PLGW600043,469999.91,542300.95
