feature_name,feature_code,gde_class,x_coord_2180,y_coord_2180
Dolina Prodkowej Noteci i Kana,PLB300001,2,406926.0801,585766.1954
Dolina Prodkowej Noteci i Kana,PLB300001,2,406969.3897,585756.1414
Dolina Prodkowej Noteci i Kana,PLB300001,2,406987.0236,585756.8925
Dolina Prodkowej Noteci i Kana,PLB300001,2,406999.0647,585757.4053
Dolina Prodkowej Noteci i Kana,PLB300001,2,406999.0638,585757.4075
Dolina Prodkowej Noteci i Kana,PLB300001,2,406995.0344,585774.8673
Dolina Prodkowej Noteci i Kana,PLB300001,2,406991.1263,585791.8009
Dolina Prodkowej Noteci i Kana,PLB300001,2,406988.4812,585823.5513
Dolina Prodkowej Noteci i Kana,PLB300001,2,407009.6478,585850.01
Dolina Prodkowej Noteci i Kana,PLB300001,2,407044.0439,585852.6555
Dolina Prodkowej Noteci i Kana,PLB300001,2,407061.9544,585842.7053
Dolina Prodkowej Noteci i Kana,PLB300001,2,407067.8556,585839.4264
Dolina Prodkowej Noteci i Kana,PLB300001,2,407079.0076,585837.1961
Dolina Prodkowej Noteci i Kana,PLB300001,2,407107.5448,585831.4891
Dolina Prodkowej Noteci i Kana,PLB300001,2,407108.1165,585831.4893
Dolina Prodkowej Noteci i Kana,PLB300001,2,407165.7523,585831.4893
Dolina Prodkowej Noteci i Kana,PLB300001,2,407210.7283,585820.9061
Dolina Prodkowej Noteci i Kana,PLB300001,2,407210.7315,585820.9052
Dolina Prodkowej Noteci i Kana,PLB300001,2,407234.1667,585813.6326
Dolina Prodkowej Noteci i Kana,PLB300001,2,407287.4611,585797.093
Dolina Prodkowej Noteci i Kana,PLB300001,2,407369.4788,585775.9274
Dolina Prodkowej Noteci i Kana,PLB300001,2,407369.4821,585775.9267
Dolina Prodkowej Noteci i Kana,PLB300001,2,407483.2534,585762.6963
Dolina Prodkowej Noteci i Kana,PLB300001,2,408808.0389,585911.9027
Dolina Prodkowej Noteci i Kana,PLB300001,2,408893.0037,585918.5565
Dolina Prodkowej Noteci i Kana,PLB300001,2,408896.131,585918.8015
Dolina Prodkowej Noteci i Kana,PLB300001,2,408896.1252,585918.8053
Dolina Prodkowej Noteci i Kana,PLB300001,2,408892.9037,585920.9194
Dolina Prodkowej Noteci i Kana,PLB300001,2,408891.8572,585921.6054
Dolina Prodkowej Noteci i Kana,PLB300001,2,408868.7223,585936.7885
Dolina Prodkowej Noteci i Kana,PLB300001,2,408811.4642,585974.3642
Dolina Prodkowej Noteci i Kana,PLB300001,2,408811.4676,585974.3674
Dolina Prodkowej Noteci i Kana,PLB300001,2,408917.2977,586066.9684
Dolina Prodkowej Noteci i Kana,PLB300001,2,408994.0269,586122.5311
Dolina Prodkowej Noteci i Kana,PLB300001,2,409009.2345,586151.4257
Dolina Prodkowej Noteci i Kana,PLB300001,2,409020.4856,586172.8021
Dolina Prodkowej Noteci i Kana,PLB300001,2,409036.361,586289.219
Dolina Prodkowej Noteci i Kana,PLB300001,2,409040.0395,586341.8083
Dolina Prodkowej Noteci i Kana,PLB300001,2,409046.8436,586439.0625
Dolina Prodkowej Noteci i Kana,PLB300001,2,409067.6846,586575.6542
Dolina Prodkowej Noteci i Kana,PLB300001,2,409145.2188,587083.8126
Dolina Prodkowej Noteci i Kana,PLB300001,2,409170.0311,587179.8125
Dolina Prodkowej Noteci i Kana,PLB300001,2,409248.1876,587393.5002
Dolina Prodkowej Noteci i Kana,PLB300001,2,409257.5191,587460.9625
Dolina Prodkowej Noteci i Kana,PLB300001,2,409263.8439,587506.6876
Dolina Prodkowej Noteci i Kana,PLB300001,2,409272.2188,587614.0628
Dolina Prodkowej Noteci i Kana,PLB300001,2,409241.7539,587681.9945
Dolina Prodkowej Noteci i Kana,PLB300001,2,409220.281,587729.8746
Dolina Prodkowej Noteci i Kana,PLB300001,2,408906.7143,588345.0353
Dolina Prodkowej Noteci i Kana,PLB300001,2,408949.0476,588360.9105
Dolina Prodkowej Noteci i Kana,PLB300001,2,408996.6721,588374.1396
Dolina Prodkowej Noteci i Kana,PLB300001,2,409128.6622,588395.7775
Dolina Prodkowej Noteci i Kana,PLB300001,2,409149.4036,588399.1772
Dolina Prodkowej Noteci i Kana,PLB300001,2,409149.4059,588399.178
Dolina Prodkowej Noteci i Kana,PLB300001,2,409158.0689,588400.5981
Dolina Prodkowej Noteci i Kana,PLB300001,2,409395.2735,588416.3831
Dolina Prodkowej Noteci i Kana,PLB300001,2,409482.6885,588422.1468
Dolina Prodkowej Noteci i Kana,PLB300001,2,409522.2174,588424.7531
Dolina Prodkowej Noteci i Kana,PLB300001,2,409724.4907,588434.518
Dolina Prodkowej Noteci i Kana,PLB300001,2,409859.8045,588423.3581
Dolina Prodkowej Noteci i Kana,PLB300001,2,409967.2186,588424.7531
Dolina Prodkowej Noteci i Kana,PLB300001,2,410042.5479,588458.2328
Dolina Prodkowej Noteci i Kana,PLB300001,2,410138.8021,588462.4177
Dolina Prodkowej Noteci i Kana,PLB300001,2,410371.9797,588475.7399
Dolina Prodkowej Noteci i Kana,PLB300001,2,410705.3553,588502.1983
Dolina Prodkowej Noteci i Kana,PLB300001,2,410917.0224,588523.365
Dolina Prodkowej Noteci i Kana,PLB300001,2,411128.6895,588536.5942
Dolina Prodkowej Noteci i Kana,PLB300001,2,411319.1899,588563.0526
Dolina Prodkowej Noteci i Kana,PLB300001,2,411525.5653,588600.0943
Dolina Prodkowej Noteci i Kana,PLB300001,2,411636.6905,588623.9069
Dolina Prodkowej Noteci i Kana,PLB300001,2,411859.7347,588676.0299
Dolina Prodkowej Noteci i Kana,PLB300001,2,412101.0352,588701.4299
Dolina Prodkowej Noteci i Kana,PLB300001,2,412297.8856,588714.13
Dolina Prodkowej Noteci i Kana,PLB300001,2,412577.2862,588714.13
Dolina Prodkowej Noteci i Kana,PLB300001,2,412850.3368,588688.73
Dolina Prodkowej Noteci i Kana,PLB300001,2,413072.5873,588676.0299
Dolina Prodkowej Noteci i Kana,PLB300001,2,413351.9878,588650.63
Dolina Prodkowej Noteci i Kana,PLB300001,2,413625.0382,588631.5798
Dolina Prodkowej Noteci i Kana,PLB300001,2,414025.0891,588625.2298
Dolina Prodkowej Noteci i Kana,PLB300001,2,414260.0395,588593.4797
Dolina Prodkowej Noteci i Kana,PLB300001,2,414406.0898,588568.0797
Dolina Prodkowej Noteci i Kana,PLB300001,2,414704.5404,588491.8795
Dolina Prodkowej Noteci i Kana,PLB300001,2,414990.291,588441.0794
Ostoja Nadgopla2ska,PLB040004,1,455032.2745,533736.7003
Ostoja Nadgopla2ska,PLB040004,1,455081.3555,533534.9227
Ostoja Nadgopla2ska,PLB040004,1,455130.4365,533420.4003
Ostoja Nadgopla2ska,PLB040004,1,455178.3763,533442.0148
Ostoja Nadgopla2ska,PLB040004,1,455330.656,533532.6492
Ostoja Nadgopla2ska,PLB040004,1,455379.333,533561.6546
Ostoja Nadgopla2ska,PLB040004,1,455444.1424,533600.2352
Ostoja Nadgopla2ska,PLB040004,1,455499.3399,533633.1186
Ostoja Nadgopla2ska,PLB040004,1,455503.6048,533635.658
Ostoja Nadgopla2ska,PLB040004,1,455547.399,533661.7341
Ostoja Nadgopla2ska,PLB040004,1,455555.4165,533654.3522
Ostoja Nadgopla2ska,PLB040004,1,455781.6698,533291.1475
Ostoja Nadgopla2ska,PLB040004,1,455894.8962,533070.6542
Ostoja Nadgopla2ska,PLB040004,1,455912.774,532985.2376
Ostoja Nadgopla2ska,PLB040004,1,455879.0047,532870.0249
Ostoja Nadgopla2ska,PLB040004,1,455867.0863,532782.6223
Ostoja Nadgopla2ska,PLB040004,1,455890.9234,532589.9388
Ostoja Nadgopla2ska,PLB040004,1,456037.9189,532548.2237
Ostoja Nadgopla2ska,PLB040004,1,456220.6702,532540.2781
Ostoja Nadgopla2ska,PLB040004,1,456455.0685,532530.346
Ostoja Nadgopla2ska,PLB040004,1,456615.9692,532502.536
Ostoja Nadgopla2ska,PLB040004,1,456820.571,532472.7396
Ostoja Nadgopla2ska,PLB040004,1,456929.8245,532466.7802
Ostoja Nadgopla2ska,PLB040004,1,456987.4309,532488.631
Ostoja Nadgopla2ska,PLB040004,1,457140.3857,532685.2873
Ostoja Nadgopla2ska,PLB040004,1,457327.1098,532542.2646
Ostoja Nadgopla2ska,PLB040004,1,457441.1781,532436.344
Ostoja Nadgopla2ska,PLB040004,1,457466.1596,532413.1469
Ostoja Nadgopla2ska,PLB040004,1,457470.3359,532406.5291
Ostoja Nadgopla2ska,PLB040004,1,457595.2776,532208.5448
Ostoja Nadgopla2ska,PLB040004,1,458089.8979,531233.2092
Ostoja Nadgopla2ska,PLB040004,1,458169.3548,531078.2681
Ostoja Nadgopla2ska,PLB040004,1,458282.5811,531000.7974
Ostoja Nadgopla2ska,PLB040004,1,458318.3369,530885.5846
Ostoja Nadgopla2ska,PLB040004,1,458338.2012,530716.7383
Ostoja Nadgopla2ska,PLB040004,1,458284.5676,530579.6748
Ostoja Nadgopla2ska,PLB040004,1,458250.7983,530480.3535
Ostoja Nadgopla2ska,PLB040004,1,458244.839,530363.1544
Ostoja Nadgopla2ska,PLB040004,1,458246.8255,530241.9823
Ostoja Nadgopla2ska,PLB040004,1,458250.7983,530138.688
Ostoja Nadgopla2ska,PLB040004,1,458292.5132,529947.9911
Ostoja Nadgopla2ska,PLB040004,1,458316.3504,529747.362
Ostoja Nadgopla2ska,PLB040004,1,458316.3504,529669.8914
Ostoja Nadgopla2ska,PLB040004,1,458270.6626,529292.4704
Ostoja Nadgopla2ska,PLB040004,1,458260.7305,529189.1761
Ostoja Nadgopla2ska,PLB040004,1,458240.8662,528926.9678
Ostoja Nadgopla2ska,PLB040004,1,458453.4139,528901.1442
Ostoja Nadgopla2ska,PLB040004,1,458632.1924,528901.1442
Ostoja Nadgopla2ska,PLB040004,1,458856.6586,528915.0491
Ostoja Nadgopla2ska,PLB040004,1,459172.5004,527943.6866
Ostoja Nadgopla2ska,PLB040004,1,459295.6588,527979.4421
Ostoja Nadgopla2ska,PLB040004,1,459383.0616,528039.035
Ostoja Nadgopla2ska,PLB040004,1,459472.4509,528100.6142
Ostoja Nadgopla2ska,PLB040004,1,459643.2835,528122.4648
Ostoja Nadgopla2ska,PLB040004,1,459891.5869,528150.275
Ostoja Nadgopla2ska,PLB040004,1,460088.2431,528164.1799
Ostoja Nadgopla2ska,PLB040004,1,460338.5329,528178.0849
Ostoja Nadgopla2ska,PLB040004,1,460555.0534,527643.736
Ostoja Nadgopla2ska,PLB040004,1,460241.1979,527532.4961
Ostoja Nadgopla2ska,PLB040004,1,459969.0575,527439.1341
Ostoja Nadgopla2ska,PLB040004,1,459573.7585,527296.1112
Ostoja Nadgopla2ska,PLB040004,1,459422.7902,527224.5999
Ostoja Nadgopla2ska,PLB040004,1,459263.876,527145.1429
Ostoja Nadgopla2ska,PLB040004,1,459198.324,527067.6723
Ostoja Nadgopla2ska,PLB040004,1,458884.4685,526672.3732
Ostoja Nadgopla2ska,PLB040004,1,458854.6721,526612.7805
Ostoja Nadgopla2ska,PLB040004,1,458840.7671,526308.8572
Ostoja Nadgopla2ska,PLB040004,1,458822.8893,525885.7482
Ostoja Nadgopla2ska,PLB040004,1,458846.7264,525061.3812
Ostoja Nadgopla2ska,PLB040004,1,458781.1744,525019.6663
Ostoja Nadgopla2ska,PLB040004,1,458705.6901,525021.6526
Ostoja Nadgopla2ska,PLB040004,1,458542.8031,524991.8561
Ostoja Nadgopla2ska,PLB040004,1,458256.7577,524932.2634
Ostoja Nadgopla2ska,PLB040004,1,458129.6263,524906.4398
Ostoja Nadgopla2ska,PLB040004,1,457974.6851,524393.9418
Ostoja Nadgopla2ska,PLB040004,1,457930.9837,524237.0141
Ostoja Nadgopla2ska,PLB040004,1,457944.8887,523960.9007
Ostoja Nadgopla2ska,PLB040004,1,457986.6036,523617.2489
Ostoja Nadgopla2ska,PLB040004,1,457994.5492,523051.1173
Ostoja Nadgopla2ska,PLB040004,1,457996.5357,522059.8902
Ostoja Nadgopla2ska,PLB040004,1,458040.2371,521895.0169
Ostoja Nadgopla2ska,PLB040004,1,458093.8707,521740.0756
Ostoja Nadgopla2ska,PLB040004,1,458147.5042,521493.7586
Ostoja Nadgopla2ska,PLB040004,1,458153.4634,521173.944
Ostoja Nadgopla2ska,PLB040004,1,458157.4362,520995.1655
Ostoja Nadgopla2ska,PLB040004,1,458143.5312,520822.3464
Ostoja Nadgopla2ska,PLB040004,1,458123.6671,520532.328
Ostoja Nadgopla2ska,PLB040004,1,458131.6128,520323.7532
Ostoja Nadgopla2ska,PLB040004,1,458148.0028,520146.1777
Ostoja Nadgopla2ska,PLB040004,1,458177.1071,519757.2393
Ostoja Nadgopla2ska,PLB040004,1,458251.1906,519767.8228
Ostoja Nadgopla2ska,PLB040004,1,458370.2533,519527.0515
Ostoja Nadgopla2ska,PLB040004,1,458468.1494,519490.0096
Ostoja Nadgopla2ska,PLB040004,1,458505.191,519471.4887
Ostoja Nadgopla2ska,PLB040004,1,458502.5452,519423.8636
Ostoja Nadgopla2ska,PLB040004,1,458615.0842,519374.9338
Ostoja Nadgopla2ska,PLB040004,1,458624.2539,519370.947
Ostoja Nadgopla2ska,PLB040004,1,458587.212,519315.3842
Ostoja Nadgopla2ska,PLB040004,1,458698.3373,519230.7174
Ostoja Nadgopla2ska,PLB040004,1,458679.8164,519167.2174
Ostoja Nadgopla2ska,PLB040004,1,458679.8164,519119.5922
Ostoja Nadgopla2ska,PLB040004,1,458806.9978,518778.3132
Ostoja Nadgopla2ska,PLB040004,1,458830.835,518652.175
Ostoja Nadgopla2ska,PLB040004,1,458850.6992,518531.0031
Ostoja Nadgopla2ska,PLB040004,1,458897.3803,518338.3196
Ostoja Nadgopla2ska,PLB040004,1,458923.2037,518261.8421
Ostoja Nadgopla2ska,PLB040004,1,459020.5387,518138.6837
Ostoja Nadgopla2ska,PLB040004,1,459123.833,517991.6883
Ostoja Nadgopla2ska,PLB040004,1,459211.2356,517852.6384
Ostoja Nadgopla2ska,PLB040004,1,459264.8692,517767.2218
Ostoja Nadgopla2ska,PLB040004,1,459272.815,517705.6427
Ostoja Nadgopla2ska,PLB040004,1,459243.0186,517558.6471
Ostoja Nadgopla2ska,PLB040004,1,459225.1408,517387.8143
Ostoja Nadgopla2ska,PLB040004,1,459205.2765,517278.5609
Ostoja Nadgopla2ska,PLB040004,1,459153.6292,517121.6332
Ostoja Nadgopla2ska,PLB040004,1,459078.1451,516895.1806
Ostoja Nadgopla2ska,PLB040004,1,458996.7016,516650.8501
Ostoja Nadgopla2ska,PLB040004,1,458980.8101,516529.678
Ostoja Nadgopla2ska,PLB040004,1,459019.5455,516450.221
Ostoja Nadgopla2ska,PLB040004,1,459085.0976,516361.8251
Ostoja Nadgopla2ska,PLB040004,1,459150.6498,516294.2865
Ostoja Nadgopla2ska,PLB040004,1,459259.9032,516214.8293
Ostoja Nadgopla2ska,PLB040004,1,459205.2764,516113.5215
Ostoja Nadgopla2ska,PLB040004,1,459152.6361,516013.207
Ostoja Nadgopla2ska,PLB040004,1,459086.0908,515955.6006
Ostoja Nadgopla2ska,PLB040004,1,458966.9052,515852.3064
Ostoja Nadgopla2ska,PLB040004,1,458916.2513,515706.304
Ostoja Nadgopla2ska,PLB040004,1,458771.2422,515722.1954
Ostoja Nadgopla2ska,PLB040004,1,458759.3236,515056.7424
Ostoja Nadgopla2ska,PLB040004,1,458681.8529,514891.869
Ostoja Nadgopla2ska,PLB040004,1,458366.0111,514095.3119
Ostoja Nadgopla2ska,PLB040004,1,458526.9117,513948.3163
Ostoja Nadgopla2ska,PLB040004,1,458604.3823,513884.7506
Ostoja Nadgopla2ska,PLB040004,1,458675.8937,513819.1985
Ostoja Nadgopla2ska,PLB040004,1,458703.7036,513767.5514
Ostoja Nadgopla2ska,PLB040004,1,458721.5815,513694.0537
Ostoja Nadgopla2ska,PLB040004,1,458777.2014,513458.6621
Ostoja Nadgopla2ska,PLB040004,1,458788.4154,513366.9714
Ostoja Nadgopla2ska,PLB040004,1,458794.086,513320.6055
Ostoja Nadgopla2ska,PLB040004,1,458774.2219,513191.4878
Ostoja Nadgopla2ska,PLB040004,1,458737.473,513103.0918
Ostoja Nadgopla2ska,PLB040004,1,458696.7512,513040.5192
Ostoja Nadgopla2ska,PLB040004,1,458629.2127,512966.0282
Ostoja Nadgopla2ska,PLB040004,1,458586.5045,512899.483
Ostoja Nadgopla2ska,PLB040004,1,458592.4638,512847.836
Ostoja Nadgopla2ska,PLB040004,1,458612.6187,512760.4981
Ostoja Nadgopla2ska,PLB040004,1,458628.2194,512692.8946
Ostoja Nadgopla2ska,PLB040004,1,458701.7172,512429.6931
Ostoja Nadgopla2ska,PLB040004,1,458831.8283,511947.9846
Ostoja Nadgopla2ska,PLB040004,1,458834.905,511938.0208
Ostoja Nadgopla2ska,PLB040004,1,458833.1565,511935.0204
Ostoja Nadgopla2ska,PLB040004,1,458828.0785,511926.4849
Ostoja Nadgopla2ska,PLB040004,1,458791.7748,511882.557
Ostoja Nadgopla2ska,PLB040004,1,458690.8265,511768.3144
Ostoja Nadgopla2ska,PLB040004,1,458701.7077,511758.8993
Ostoja Nadgopla2ska,PLB040004,1,458746.9721,511722.0577
Ostoja Nadgopla2ska,PLB040004,1,458761.7278,511710.2038
Ostoja Nadgopla2ska,PLB040004,1,458772.9305,511698.8096
Ostoja Nadgopla2ska,PLB040004,1,458819.316,511651.6134
Ostoja Nadgopla2ska,PLB040004,1,458844.8621,511625.6064
Ostoja Nadgopla2ska,PLB040004,1,459000.3816,511467.3561
Ostoja Nadgopla2ska,PLB040004,1,459025.4826,511452.9033
Ostoja Nadgopla2ska,PLB040004,1,459090.2672,511398.7808
Ostoja Nadgopla2ska,PLB040004,1,459106.9766,511384.8077
Ostoja Nadgopla2ska,PLB040004,1,459135.2596,511361.1896
Ostoja Nadgopla2ska,PLB040004,1,459167.4169,511334.3131
Ostoja Nadgopla2ska,PLB040004,1,459169.2965,511332.7439
Ostoja Nadgopla2ska,PLB040004,1,459168.8348,511238.4915
Ostoja Nadgopla2ska,PLB040004,1,459168.6698,511206.2478
Ostoja Nadgopla2ska,PLB040004,1,459168.3813,511147.6771
Ostoja Nadgopla2ska,PLB040004,1,459168.2661,511123.6093
Ostoja Nadgopla2ska,PLB040004,1,459167.5158,511109.9163
Ostoja Nadgopla2ska,PLB040004,1,459163.4931,511036.0634
Ostoja Nadgopla2ska,PLB040004,1,459162.6771,511021.0011
Ostoja Nadgopla2ska,PLB040004,1,459156.849,511019.1119
Ostoja Nadgopla2ska,PLB040004,1,459133.042,511011.3658
Ostoja Nadgopla2ska,PLB040004,1,459021.4598,510975.0642
Ostoja Nadgopla2ska,PLB040004,1,459016.6291,510973.4949
Ostoja Nadgopla2ska,PLB040004,1,459006.5723,510966.3985
Ostoja Nadgopla2ska,PLB040004,1,459003.9345,510969.3071
Ostoja Nadgopla2ska,PLB040004,1,458965.2401,511011.9956
Ostoja Nadgopla2ska,PLB040004,1,458897.8999,510975.0841
Ostoja Nadgopla2ska,PLB040004,1,458892.6324,510971.7859
Ostoja Nadgopla2ska,PLB040004,1,458828.1694,510931.3861
Ostoja Nadgopla2ska,PLB040004,1,458802.0626,510863.5603
Ostoja Nadgopla2ska,PLB040004,1,458791.5606,510836.2941
Ostoja Nadgopla2ska,PLB040004,1,458806.1183,510809.7973
Ostoja Nadgopla2ska,PLB040004,1,458837.5421,510792.5161
Ostoja Nadgopla2ska,PLB040004,1,458875.6429,510796.4441
Ostoja Nadgopla2ska,PLB040004,1,458887.1918,510741.6219
Ostoja Nadgopla2ska,PLB040004,1,458870.5485,510709.2281
Ostoja Nadgopla2ska,PLB040004,1,458850.7232,510685.3902
Ostoja Nadgopla2ska,PLB040004,1,458846.2553,510685.2002
Ostoja Nadgopla2ska,PLB040004,1,458818.1289,510683.9707
Ostoja Nadgopla2ska,PLB040004,1,458766.7067,510681.7321
Ostoja Nadgopla2ska,PLB040004,1,458738.0529,510613.7463
Ostoja Nadgopla2ska,PLB040004,1,458735.7694,510608.319
Ostoja Nadgopla2ska,PLB040004,1,458675.3538,510519.9235
Ostoja Nadgopla2ska,PLB040004,1,458673.3753,510487.4299
Ostoja Nadgopla2ska,PLB040004,1,458690.3732,510450.2686
Ostoja Nadgopla2ska,PLB040004,1,458697.3799,510430.7485
Ostoja Nadgopla2ska,PLB040004,1,458733.4695,510249.1499
Ostoja Nadgopla2ska,PLB040004,1,458681.9073,510141.2842
Ostoja Nadgopla2ska,PLB040004,1,458651.7941,510078.3059
Ostoja Nadgopla2ska,PLB040004,1,458617.4687,510056.4969
Ostoja Nadgopla2ska,PLB040004,1,458593.6455,510041.3547
Ostoja Nadgopla2ska,PLB040004,1,458499.8029,509994.2583
Ostoja Nadgopla2ska,PLB040004,1,458439.107,509926.3424
Ostoja Nadgopla2ska,PLB040004,1,458434.8865,509919.496
Ostoja Nadgopla2ska,PLB040004,1,458389.4654,509845.9032
Ostoja Nadgopla2ska,PLB040004,1,458358.0664,509795.0186
Ostoja Nadgopla2ska,PLB040004,1,458363.268,509770.9608
Ostoja Nadgopla2ska,PLB040004,1,458367.9254,509749.3817
Ostoja Nadgopla2ska,PLB040004,1,458373.2671,509724.7041
Ostoja Nadgopla2ska,PLB040004,1,458378.2545,509701.6057
Ostoja Nadgopla2ska,PLB040004,1,458382.747,509660.8963
Ostoja Nadgopla2ska,PLB040004,1,458386.0526,509630.9913
Ostoja Nadgopla2ska,PLB040004,1,458388.3525,509610.1319
Ostoja Nadgopla2ska,PLB040004,1,458388.7729,509606.3537
Ostoja Nadgopla2ska,PLB040004,1,458389.4159,509595.2992
Ostoja Nadgopla2ska,PLB040004,1,458390.0672,509576.3789
Ostoja Nadgopla2ska,PLB040004,1,458392.8453,509531.7912
Ostoja Nadgopla2ska,PLB040004,1,458395.5656,509494.86
Ostoja Nadgopla2ska,PLB040004,1,458396.1426,509452.1813
Ostoja Nadgopla2ska,PLB040004,1,458375.6826,509414.3104
Ostoja Nadgopla2ska,PLB040004,1,458371.7505,509405.6748
Ostoja Nadgopla2ska,PLB040004,1,458368.3789,509397.7787
Ostoja Nadgopla2ska,PLB040004,1,458347.9849,509374.0408
Ostoja Nadgopla2ska,PLB040004,1,458332.1657,509355.6402
Ostoja Nadgopla2ska,PLB040004,1,458324.8621,509332.062
Ostoja Nadgopla2ska,PLB040004,1,458316.6353,509281.7673
Ostoja Nadgopla2ska,PLB040004,1,458309.6696,509239.2187
Ostoja Nadgopla2ska,PLB040004,1,458258.0248,509250.1933
Ostoja Nadgopla2ska,PLB040004,1,458135.4542,509271.4224
Ostoja Nadgopla2ska,PLB040004,1,458132.2887,509271.9723
Ostoja Nadgopla2ska,PLB040004,1,458130.5,509272.2821
Ostoja Nadgopla2ska,PLB040004,1,458128.299,509254.0713
Ostoja Nadgopla2ska,PLB040004,1,458128.6123,509237.1398
Ostoja Nadgopla2ska,PLB040004,1,458128.7936,509227.1448
Ostoja Nadgopla2ska,PLB040004,1,458129.9641,509207.5847
Ostoja Nadgopla2ska,PLB040004,1,458127.5323,509193.0621
Ostoja Nadgopla2ska,PLB040004,1,458125.2736,509179.6386
Ostoja Nadgopla2ska,PLB040004,1,458115.7444,509169.3239
Ostoja Nadgopla2ska,PLB040004,1,458099.851,509152.1126
Ostoja Nadgopla2ska,PLB040004,1,458098.7796,509142.1476
Ostoja Nadgopla2ska,PLB040004,1,458099.4224,509131.7927
Ostoja Nadgopla2ska,PLB040004,1,458119.5198,509120.6883
Ostoja Nadgopla2ska,PLB040004,1,458123.0645,509118.7394
Ostoja Nadgopla2ska,PLB040004,1,458137.1606,509111.8128
Ostoja Nadgopla2ska,PLB040004,1,458151.4463,509104.7964
Ostoja Nadgopla2ska,PLB040004,1,458162.5666,509099.3291
Ostoja Nadgopla2ska,PLB040004,1,458167.5209,509089.4243
Ostoja Nadgopla2ska,PLB040004,1,458167.1583,509083.2272
Ostoja Nadgopla2ska,PLB040004,1,458166.0372,509064.4567
Ostoja Nadgopla2ska,PLB040004,1,458165.4024,509053.7022
Ostoja Nadgopla2ska,PLB040004,1,458164.9984,509046.9455
Ostoja Nadgopla2ska,PLB040004,1,458164.677,509029.4044
Ostoja Nadgopla2ska,PLB040004,1,458164.3968,509013.7224
Ostoja Nadgopla2ska,PLB040004,1,458164.0669,508995.9112
Ostoja Nadgopla2ska,PLB040004,1,458163.9763,508990.9337
Ostoja Nadgopla2ska,PLB040004,1,458165.3695,508976.951
Ostoja Nadgopla2ska,PLB040004,1,458166.9851,508960.7789
Ostoja Nadgopla2ska,PLB040004,1,458173.5222,508928.985
Ostoja Nadgopla2ska,PLB040004,1,458184.2384,508879.0702
Ostoja Nadgopla2ska,PLB040004,1,458188.7806,508857.9009
Ostoja Nadgopla2ska,PLB040004,1,458190.8827,508846.0367
Ostoja Nadgopla2ska,PLB040004,1,458191.3854,508843.1683
Ostoja Nadgopla2ska,PLB040004,1,458189.5801,508801.6992
Ostoja Nadgopla2ska,PLB040004,1,458188.6405,508780.2499
Ostoja Nadgopla2ska,PLB040004,1,458185.6399,508769.0656
Ostoja Nadgopla2ska,PLB040004,1,458176.9844,508759.7104
Ostoja Nadgopla2ska,PLB040004,1,458164.9902,508753.1337
Ostoja Nadgopla2ska,PLB040004,1,458132.5773,508773.4134
Ostoja Nadgopla2ska,PLB040004,1,458124.0123,508778.7708
Ostoja Nadgopla2ska,PLB040004,1,458100.1397,508777.0016
Ostoja Nadgopla2ska,PLB040004,1,458084.873,508772.294
Ostoja Nadgopla2ska,PLB040004,1,458037.7043,508757.7213
Ostoja Nadgopla2ska,PLB040004,1,458019.5689,508760.8398
Ostoja Nadgopla2ska,PLB040004,1,458003.9065,508748.5259
Ostoja Nadgopla2ska,PLB040004,1,458007.55,508740.4501
Ostoja Nadgopla2ska,PLB040004,1,458010.1714,508734.6429
Ostoja Nadgopla2ska,PLB040004,1,458017.574,508718.2313
Ostoja Nadgopla2ska,PLB040004,1,458027.6226,508695.9523
Ostoja Nadgopla2ska,PLB040004,1,458014.5157,508674.5032
Ostoja Nadgopla2ska,PLB040004,1,458001.2439,508651.8247
Ostoja Nadgopla2ska,PLB040004,1,457980.4625,508627.9066
Ostoja Nadgopla2ska,PLB040004,1,457980.0502,508614.9931
Ostoja Nadgopla2ska,PLB040004,1,457988.8789,508602.5696
Ostoja Nadgopla2ska,PLB040004,1,458013.1473,508549.9461
Ostoja Nadgopla2ska,PLB040004,1,458013.2793,508538.3317
Ostoja Nadgopla2ska,PLB040004,1,458001.51,508522.8315
Ostoja Nadgopla2ska,PLB040004,1,457990.98,508524.73
Ostoja Nadgopla2ska,PLB040004,1,457946.53,508523.94
Ostoja Nadgopla2ska,PLB040004,1,457932.0741,508523.6131
Ostoja Nadgopla2ska,PLB040004,1,457911.6,508523.15
Ostoja Nadgopla2ska,PLB040004,1,457863.98,508523.94
Ostoja Nadgopla2ska,PLB040004,1,457851.8293,508522.8191
Ostoja Nadgopla2ska,PLB040004,1,457812.38,508519.18
Ostoja Nadgopla2ska,PLB040004,1,457796.1814,508515.8806
Ostoja Nadgopla2ska,PLB040004,1,457769.52,508510.45
Ostoja Nadgopla2ska,PLB040004,1,457732.22,508496.95
Ostoja Nadgopla2ska,PLB040004,1,457701.26,508492.19
Ostoja Nadgopla2ska,PLB040004,1,457687.84,508479.83
Ostoja Nadgopla2ska,PLB040004,1,457685.83,508463.36
Ostoja Nadgopla2ska,PLB040004,1,457677.27,508446.14
Ostoja Nadgopla2ska,PLB040004,1,457669.2253,508438.4391
Ostoja Nadgopla2ska,PLB040004,1,457656.7,508431.37
Ostoja Nadgopla2ska,PLB040004,1,457637.9058,508420.215
Ostoja Nadgopla2ska,PLB040004,1,457631.6083,508415.7736
